match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_lastManTackle,stat_totalTackle,stat_wasFouled,stat_wonTackle,stat_penaltyConceded,stat_fouls,captain,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_keyPass,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_punches,stat_penaltyWon,player_sofascoreId
12528078,home,Kasımpaşa,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187.0,164,M,5920,EUR,589248000,G,38,38,False,38.0,28.0,23.0,13.0,0.0,27.0,30.0,1.0,8.0,1.0,1.0,1.0,1.0,13.0,2.0,2.0,1.0,2.0,2.0,2.0,90.0,49.0,7.2,11.0,0.00012819,0,-0.0704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528078,home,Kasımpaşa,Taylan Utku Aydın,,,aydin-taylan-utku,T. U. Aydın,D,29,180.0,50,M,1498789,EUR,1139529600,D,29,29,False,69.0,61.0,9.0,2.0,0.0,43.0,44.0,18.0,26.0,,3.0,4.0,,,,,,,,,90.0,84.0,7.2,9.0,0.00672923,0,,1.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12528078,home,Kasımpaşa,Nicholas Opoku,,,nicholas-opoku,N. Opoku,D,20,190.0,508,M,885683,EUR,871257600,D,20,20,False,72.0,69.0,11.0,8.0,0.0,62.0,62.0,7.0,10.0,3.0,3.0,7.0,,6.0,,,,,,,84.0,93.0,7.3,3.0,0.0228489,0,,,2.0,10.0,,2.0,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12528078,home,Kasımpaşa,Yasin Özcan,,,yasin-ozcan,Y. Özcan,D,58,185.0,1802,M,1392102,EUR,1145491200,D,58,58,False,68.0,60.0,15.0,13.0,0.0,46.0,47.0,14.0,21.0,1.0,7.0,9.0,3.0,5.0,,,,,,,90.0,86.0,7.3,10.0,0.0264043,3,,,4.0,3.0,,,,4.0,2.0,2.0,,,True,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.687,1.0,,,,,,,,,,
12528078,home,Kasımpaşa,Jhon Espinoza,,,espinoza-jhon,J. Espinoza,D,14,177.0,133,M,929098,EUR,919814400,M,14,14,False,43.0,34.0,3.0,2.0,0.0,11.0,13.0,23.0,31.0,,6.0,4.0,3.0,2.0,,,,,,,90.0,68.0,6.9,19.0,0.017713,2,,1.0,3.0,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,2.0,,,1.0,,0.0694,,1.0,1.0,0.0739,,,,,,,
12528078,home,Kasımpaşa,Haris Hajradinović,,,haris-hajradinovic,H. Hajradinović,M,10,179.0,1215,M,254979,EUR,761529600,M,10,10,False,47.0,33.0,13.0,6.0,0.0,12.0,12.0,22.0,39.0,,4.0,1.0,1.0,2.0,,,,,,,90.0,64.0,7.9,19.0,0.21497,3,,4.0,2.0,2.0,,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,0.2368,5.0,1.0,1.0,0.2664,1.0,3.0,,,,,
12528078,home,Kasımpaşa,Cafú,,,cafu,Cafú,M,8,185.0,212,M,110956,EUR,730684800,M,8,8,False,43.0,37.0,4.0,4.0,0.0,25.0,26.0,12.0,17.0,,3.0,7.0,3.0,3.0,,,,,,,90.0,55.0,7.0,8.0,0.018796,2,,,,,,,,3.0,2.0,2.0,,1.0,,1.0,,2.0,,1.0,,,0.064,,1.0,1.0,,,,,,,,
12528078,home,Kasımpaşa,Yusuf Inci,Yusuf Inci,,inci-yusuf,Y. Inci,M,,177.0,18,M,1529978,EUR,1107216000,M,22,22,False,32.0,21.0,4.0,1.0,0.0,12.0,16.0,9.0,16.0,1.0,3.0,5.0,,4.0,,,,,,,63.0,43.0,6.8,13.0,0.00728207,2,,,1.0,,,,,4.0,,3.0,,1.0,,1.0,,,,,1.0,,0.1031,,1.0,1.0,0.0714,,,,,,,
12528078,home,Kasımpaşa,Mortadha Ben Ouanes,,,mortadha-ben-ouanes,M. B. Ouanes,M,12,182.0,1246,M,919225,EUR,773107200,M,12,12,False,34.0,26.0,4.0,1.0,0.0,13.0,14.0,13.0,21.0,,3.0,5.0,1.0,3.0,,,,,,,90.0,61.0,7.5,16.0,0.0275033,2,,1.0,1.0,2.0,,,,3.0,2.0,,,,,,1.0,,,1.0,1.0,1.0,0.969,1.0,,3.0,0.9897,,,1.0,,,,
12528078,home,Kasımpaşa,Can Keleş,,,can-keles,C. Keleş,F,70,180.0,519,M,918408,EUR,999388800,F,11,11,False,22.0,19.0,,,0.0,7.0,8.0,12.0,16.0,,1.0,3.0,1.0,,,,,,,,89.0,34.0,6.7,6.0,0.115054,3,,2.0,,1.0,,,,,3.0,,,,,,,,1.0,3.0,,,0.2321,1.0,,,,,,,,,,
