match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_expectedGoals,captain,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_keyPass,stat_interceptionWon,stat_blockedScoringAttempt,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_clearanceOffLine,stat_hitWoodwork,stat_punches,stat_lastManTackle,player_sofascoreId
12448338,home,NAC Breda,Daniel Bielica,,,bielica-daniel,D. Bielica,G,99,189,296,M,939460,EUR,925430400,G,99,99,False,28.0,19.0,16.0,8.0,0.0,14.0,17.0,5.0,11.0,1.0,10.0,1.0,4.0,5.0,1.0,1.0,90.0,38.0,8.0,9.0,0.00145298,0,0.4011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448338,home,NAC Breda,Maxime Busi,,,maxime-busi,M. Busi,D,4,182,170,M,943926,EUR,939859200,D,44,44,False,25.0,17.0,8.0,5.0,0.0,8.0,11.0,9.0,14.0,7.0,,,,,,,90.0,48.0,7.3,10.0,0.00934052,0,,2.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12448338,home,NAC Breda,Leo Greiml,,,leo-greiml,L. Greiml,D,12,186,224,M,918420,EUR,994118400,D,12,12,False,32.0,24.0,7.0,1.0,0.0,19.0,22.0,5.0,10.0,12.0,5.0,,,,,,90.0,53.0,7.8,8.0,0.0020263,1,,1.0,4.0,3.0,,,2.0,2.0,,,3.0,1.0,4.0,2.0,0.0649,,,,,,,,,,,,,,,,,,
12448338,home,NAC Breda,Jan Van den Bergh,,,jan-van-den-bergh,J. Van den Bergh,D,52,189,155,M,929498,EUR,781056000,D,5,5,False,39.0,25.0,10.0,1.0,0.0,18.0,22.0,8.0,18.0,6.0,2.0,,,,,,90.0,58.0,7.9,15.0,0.363459,1,,4.0,2.0,11.0,,,4.0,2.0,,3.0,2.0,,1.0,,0.1035,True,1.0,1.0,1.0,1.0,1.0,0.5947,1.0,,,,,,,,,,
12448338,home,NAC Breda,Boyd Lucassen,Boyd,Lucassen,boyd-lucassen,B. Lucassen,D,2,173,39,M,912651,EUR,899251200,D,2,2,False,16.0,11.0,2.0,1.0,0.0,5.0,6.0,6.0,10.0,10.0,1.0,,,,,,90.0,43.0,7.4,6.0,0.0194568,0,,,2.0,5.0,2.0,,3.0,3.0,1.0,2.0,,,,1.0,,,,,,,,,,2.0,,,,,,,,,
12448338,home,NAC Breda,Casper Staring,,,casper-staring,C. Staring,M,6,186,53,M,1048427,EUR,980985600,M,6,6,False,16.0,12.0,5.0,3.0,0.0,6.0,7.0,6.0,11.0,1.0,1.0,,,,,,89.0,31.0,6.6,7.0,0.0029484,0,,1.0,6.0,3.0,3.0,1.0,2.0,1.0,,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,
12448338,home,NAC Breda,Maximilien Balard,Maximilien,Balard,balard-maximilien,M. Balard,M,16,178,164,M,1096511,EUR,974592000,M,16,16,False,29.0,23.0,6.0,3.0,0.0,9.0,13.0,14.0,16.0,3.0,5.0,,,,,,90.0,46.0,7.3,7.0,0.0132134,1,,2.0,3.0,7.0,,,5.0,3.0,1.0,,2.0,1.0,1.0,1.0,0.0323,,,,,,,,,2.0,,,,,,,,,
12448338,home,NAC Breda,Clint Leemans,Clint,Leemans,clint-franciscus-henricus-leemans,C. Leemans,M,8,187,91,M,336811,EUR,811123200,M,8,8,False,20.0,15.0,1.0,,0.0,10.0,11.0,6.0,12.0,,2.0,,,,,,80.0,41.0,7.1,9.0,0.137127,2,,1.0,9.0,5.0,2.0,1.0,4.0,2.0,1.0,,5.0,1.0,2.0,1.0,0.0483,,3.0,1.0,,,,,3.0,,1.0,,,,,,,,
12448338,home,NAC Breda,Leo Sauer,Leo Sauer,,sauer-leo,L. Sauer,M,16,184,1911,M,1150938,EUR,1134691200,M,77,77,False,25.0,17.0,2.0,,0.0,5.0,8.0,12.0,20.0,1.0,3.0,,,,,,89.0,49.0,7.1,21.0,0.676265,1,,1.0,8.0,8.0,,2.0,4.0,2.0,4.0,1.0,2.0,1.0,,1.0,0.0139,,3.0,,1.0,,,,1.0,,,5.0,2.0,,,,,,
12448338,home,NAC Breda,Elías Már Ómarsson,,,elias-mar-omarsson,E. Már Ómarsson,F,22,183,190,M,187031,EUR,790387200,F,10,10,False,15.0,5.0,1.0,,0.0,4.0,7.0,1.0,8.0,1.0,3.0,,,,,,81.0,28.0,5.5,16.0,0.00084546,2,,1.0,6.0,2.0,,3.0,,,1.0,1.0,1.0,2.0,,,1.329,,,,,,,,,,,2.0,,2.0,,,,,
