match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_wasFouled,stat_unsuccessfulTouch,player_sofascoreId,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_goalAssist
11399416,away,Go Ahead Eagles,Joris Kramer,,,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,4,4,False,48.0,39.0,7.0,2.0,32.0,35.0,7.0,13.0,4.0,6.0,5.0,,10.0,4.0,,,,,90.0,65.0,7.1,10.0,0.0458586,1,,,,6.0,,,,,1.0,,1.0,1.0,,0.0591,,2.0,,1.0,,,,,,,,,
11399416,away,Go Ahead Eagles,Bas Kuipers,,,bas-kuipers,B. Kuipers,D,25,180,146,M,339879,EUR,777081600,D,5,5,False,20.0,17.0,3.0,1.0,6.0,8.0,11.0,14.0,,3.0,2.0,,,4.0,,,,,90.0,29.0,6.4,6.0,0.0356455,0,,2.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,1.0,,,True,,,,,,,
11399416,away,Go Ahead Eagles,Evert Linthorst,,,evert-linthorst,E. Linthorst,M,8,187,123,M,932555,EUR,952041600,M,8,8,False,31.0,27.0,2.0,,11.0,11.0,16.0,20.0,,4.0,1.0,,2.0,8.0,,,,,64.0,42.0,6.8,7.0,0.0197697,0,,,,1.0,1.0,,,,,2.0,1.0,1.0,,,1.0,,,,,,2.0,,,,,,
11399416,away,Go Ahead Eagles,Philippe Rommens,,,philippe-rommens,P. Rommens,M,88,175,233,M,606190,EUR,872035200,M,10,10,False,47.0,40.0,5.0,5.0,15.0,19.0,28.0,41.0,,5.0,2.0,1.0,1.0,4.0,,,,,90.0,69.0,7.2,18.0,0.226176,3,,13.0,3.0,2.0,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.0948,1.0,1.0,,,,,,1.0,0.1134,,,,
11399416,away,Go Ahead Eagles,Jakob Breum,,,jakob-breum,J. Breum,M,7,173,868,M,1029724,EUR,1069027200,M,29,29,False,24.0,19.0,1.0,,11.0,12.0,8.0,17.0,,7.0,5.0,2.0,1.0,3.0,,,,,79.0,49.0,7.0,16.0,0.0159988,2,,5.0,,1.0,2.0,1.0,,,1.0,,3.0,3.0,2.0,0.2147,,,1.0,4.0,,,1.0,1.0,0.0796,,,,
11399416,away,Go Ahead Eagles,Willum Thor Willumsson,,,willum-thor-willumsson,W. T. Willumsson,M,19,193,297,M,978823,EUR,909100800,M,18,18,False,39.0,30.0,,,5.0,8.0,25.0,32.0,4.0,7.0,8.0,,,2.0,,,,,90.0,57.0,7.2,18.0,0.275428,2,,1.0,,3.0,1.0,1.0,,,1.0,,,,1.0,0.0622,2.0,,3.0,5.0,,,3.0,1.0,0.1017,,,,
11399416,away,Go Ahead Eagles,Oliver Edvardsen,,,oliver-valaker-edvardsen,O. Edvardsen,M,17,175,591,M,878599,EUR,921801600,M,23,23,False,20.0,18.0,1.0,1.0,5.0,5.0,13.0,17.0,1.0,9.0,5.0,4.0,1.0,2.0,,,,,87.0,39.0,6.6,9.0,0.0262964,1,,2.0,,,5.0,2.0,,1.0,,1.0,,,,0.0145,1.0,,2.0,,,,2.0,,,,,,
11399416,away,Go Ahead Eagles,Victor Kaj Edvardsen,,,victor-kaj-edvardsen,V. K. Edvardsen,F,16,185,433,M,841420,EUR,821577600,F,16,16,False,15.0,10.0,2.0,,1.0,1.0,9.0,15.0,,3.0,2.0,,,2.0,,,,,64.0,23.0,6.7,7.0,0.0305375,1,,1.0,,2.0,2.0,1.0,,,1.0,,1.0,1.0,,0.0624,1.0,,,,,,,,,,,,
11399416,away,Go Ahead Eagles,Enric Llansana,,,enric-llansana,E. Llansana,M,24,183,329,M,916951,EUR,987033600,M,21,21,True,17.0,14.0,1.0,,7.0,7.0,7.0,10.0,,3.0,1.0,,,,,,,,26.0,24.0,6.3,5.0,0.0111621,1,,,,2.0,,,,,1.0,,1.0,,1.0,0.0326,,,,1.0,,,,,,,,,
11399416,away,Go Ahead Eagles,Sylla Sow,,,sylla-sow,S. Sow,F,88,182,143,M,845995,EUR,839462400,F,9,9,True,5.0,3.0,,,1.0,2.0,2.0,3.0,,2.0,1.0,,1.0,1.0,,,,,26.0,8.0,7.3,2.0,0.0727985,1,,,,1.0,,,,,,,,,1.0,0.4182,1.0,,1.0,,,,,1.0,0.9743,,1.0,1.0,
11399416,away,Go Ahead Eagles,Bobby Adekanye,,,bobby-adekanye,B. Adekanye,M,11,170,177,M,825851,EUR,918950400,F,11,11,True,4.0,3.0,,,1.0,2.0,3.0,4.0,,3.0,2.0,,,2.0,,,,,11.0,11.0,6.6,5.0,0.0726926,0,,2.0,1.0,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,
11399416,away,Go Ahead Eagles,Thibo Baeten,,,thibo-baeten,T. Baeten,F,23,183,162,M,964766,EUR,1023148800,F,32,32,True,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,,1.0,,,,,3.0,6.0,,2.0,0.514109,0,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0
11399416,away,Go Ahead Eagles,Erwin Mulder,,,erwin-mulder,E. Mulder,G,,193,46,M,19019,EUR,604886400,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399416,away,Go Ahead Eagles,Sven Jansen,Sven Jansen,,sven-jansen,S. Jansen,G,30,192,44,M,1090199,EUR,1098403200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399416,away,Go Ahead Eagles,Gerrit Nauber,,,gerrit-nauber,G. Nauber,D,3,185,79,M,133168,EUR,703123200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399416,away,Go Ahead Eagles,Dean James,,,dean-james,D. James,D,5,177,6697,M,1046722,EUR,957052800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399416,away,Go Ahead Eagles,Pim Saathof,,,pim-saathof,P. Saathof,D,28,186,47,M,1171238,EUR,1072569600,D,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399416,away,Go Ahead Eagles,Luca Everink,,,luca-everink,L. Everink,D,36,179,80,M,1014260,EUR,981676800,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399416,away,Go Ahead Eagles,Rashaan Fernandes,,,rashaan-fernandes,R. Fernandes,M,7,170,40,M,803024,EUR,901670400,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399416,away,Go Ahead Eagles,Dario Serra,,,serra-dario,D. Serra,F,21,180,33,M,1431589,EUR,1042934400,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
