match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_wonTackle,stat_ownGoals,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_totalContest,stat_wonContest,stat_keyPass,stat_accurateCross,stat_goals,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_errorLeadToAGoal,stat_totalOffside
12530788,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187.0,289,M,190179,EUR,806803200,G,1,1,False,32.0,12.0,28.0,8.0,0.0,6.0,8.0,6.0,24.0,11.0,1.0,2.0,90.0,40.0,6.2,20.0,0.00186412,0,-1.3042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530788,home,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178.0,204,M,140735,EUR,684028800,D,18,18,False,39.0,23.0,14.0,3.0,0.0,4.0,8.0,19.0,34.0,5.0,,,90.0,59.0,6.4,21.0,0.0120868,1,,True,3.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0458,0.1645,,,,,,,,,,,,,,,,,,,,,
12530788,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185.0,293,M,187231,EUR,817862400,D,37,37,False,30.0,23.0,5.0,2.0,0.0,14.0,14.0,9.0,16.0,,,,90.0,39.0,6.2,8.0,0.00699352,0,,,,4.0,3.0,,,,4.0,,1.0,,,,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12530788,home,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185.0,366,M,803023,EUR,914112000,D,4,4,False,30.0,25.0,3.0,,0.0,22.0,25.0,3.0,6.0,3.0,,,90.0,42.0,6.3,6.0,0.00163789,0,,,1.0,5.0,5.0,,,,6.0,2.0,1.0,3.0,,,2.0,3.0,,1.0,,,1.0,,,,,,,,,,,,,,
12530788,home,Samsunspor,Soner Gönül,soner-gonul,S. Gönül,D,28,177.0,50,M,867727,EUR,865987200,D,28,28,False,34.0,26.0,6.0,2.0,0.0,16.0,20.0,10.0,16.0,6.0,,,89.0,62.0,6.3,14.0,0.0050546,1,,,2.0,3.0,3.0,2.0,,,7.0,2.0,2.0,,0.0311,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,
12530788,home,Samsunspor,Celil Yüksel,celil-yuksel,C. Yüksel,M,5,165.0,83,M,806972,EUR,883612800,M,5,5,False,29.0,24.0,2.0,2.0,0.0,8.0,11.0,16.0,18.0,8.0,,,90.0,52.0,7.6,10.0,0.0308454,1,,,,3.0,12.0,1.0,1.0,1.0,,2.0,6.0,1.0,0.0325,0.0245,,3.0,2.0,5.0,,4.0,2.0,,,,1.0,1.0,,,,,,,,,
12530788,home,Samsunspor,Youssef Aït Bennasser,youssef-ait-bennasser,Y. A. Bennasser,M,15,184.0,425,M,802850,EUR,836697600,M,6,6,False,60.0,46.0,9.0,5.0,0.0,19.0,22.0,27.0,38.0,7.0,,,90.0,76.0,7.1,15.0,0.030331,0,,,,5.0,7.0,1.0,1.0,,5.0,3.0,3.0,3.0,,,1.0,3.0,,2.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,
12530788,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174.0,320,M,202032,EUR,777600000,M,11,11,False,20.0,12.0,3.0,,0.0,2.0,3.0,11.0,18.0,6.0,,,84.0,42.0,7.3,15.0,0.0703534,1,,,1.0,10.0,6.0,3.0,,1.0,1.0,1.0,1.0,,0.2862,0.2843,2.0,1.0,,1.0,,1.0,2.0,,,,7.0,2.0,2.0,1.0,1.0,,,,,,
12530788,home,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177.0,633,M,837012,EUR,928281600,M,21,21,False,18.0,15.0,,,0.0,4.0,5.0,11.0,13.0,2.0,,,64.0,33.0,6.6,8.0,0.0193125,1,,,,7.0,5.0,2.0,1.0,,,,4.0,,0.0182,,4.0,,,3.0,,4.0,1.0,,,1.0,,,,,,,,,,,
12530788,home,Samsunspor,Arbnor Muja,arbnor-muja,A. Muja,M,7,179.0,520,M,890695,EUR,912297600,M,7,7,False,22.0,16.0,1.0,1.0,0.0,4.0,6.0,12.0,18.0,1.0,,,64.0,34.0,6.8,11.0,0.0239068,0,,,2.0,6.0,7.0,1.0,1.0,,,1.0,3.0,,,,3.0,1.0,,1.0,,1.0,3.0,Arbnor,Muja,,1.0,,1.0,,,,,,,,
12530788,home,Samsunspor,Landry Dimata,landry-dimata,L. Dimata,F,10,185.0,506,M,826944,EUR,873072000,F,14,14,False,25.0,16.0,1.0,,1.0,6.0,7.0,10.0,19.0,4.0,,,90.0,34.0,7.0,14.0,0.0384748,1,,,1.0,9.0,5.0,,1.0,,1.0,,,2.0,0.0961,,7.0,4.0,,,,3.0,,,,,1.0,1.0,2.0,,,1.0,1.0,,,,
12530788,home,Samsunspor,Soner Aydoğdu,soner-aydogdu,S. Aydoğdu,M,8,181.0,117,M,69351,EUR,663033600,M,8,8,True,10.0,8.0,,,0.0,4.0,4.0,4.0,6.0,2.0,,,26.0,14.0,6.2,3.0,0.0103347,1,,,,,1.0,,,,,,1.0,,0.1743,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,
12530788,home,Samsunspor,Kingsley Schindler,kingsley-schindler,K. Schindler,F,19,179.0,869,M,169113,EUR,742435200,F,17,17,True,5.0,4.0,,,0.0,,,5.0,8.0,2.0,,,26.0,13.0,6.9,5.0,0.101202,1,,,3.0,3.0,1.0,1.0,2.0,,,,,,0.0583,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,
12530788,home,Samsunspor,Nanú,nanu,Nanú,D,14,177.0,270,M,343965,EUR,769132800,D,2,2,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,1.0,,,13.0,4.0,6.0,,0.00256119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530788,home,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180.0,801,M,352676,EUR,823824000,M,10,10,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,1.0,4.0,,1.0,0.00137446,1,,,,2.0,,,1.0,,,,,1.0,0.0213,,,,,,,,,,,1.0,,,,,,,,,,,
12530788,home,Samsunspor,Taha Tosun,taha-tosun,T. Tosun,G,1,195.0,24,M,1431473,EUR,1114646400,G,64,64,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530788,home,Samsunspor,Halil Yeral,halil-yeral,H. Yeral,G,45,190.0,27,M,897441,EUR,946684800,G,45,45,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530788,home,Samsunspor,Yunus Emre Çift,yunus-emre-cift,Y. E. Çift,D,55,185.0,119,M,1063325,EUR,1062374400,D,55,55,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Yunus Cift,,,,,,,,,,,,,
12530788,home,Samsunspor,Flavien Tait,flavien-tait,F. Tait,M,,175.0,101,M,312388,EUR,728611200,M,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530788,home,Samsunspor,Muhammet Ali Özbaskıcı,muhammet-ali-ozbaskici,M. A. Özbaskıcı,M,20,176.0,36,M,1149024,EUR,1127779200,M,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Muhammet Ali Özbaskici,,,,,,,,,,,,,
