match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_wasFouled,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_goals,stat_dispossessed,stat_bigChanceMissed,player_sofascoreId,stat_punches,stat_errorLeadToAShot
13543985,home,Bologna,Federico Ravaglia,federico-ravaglia,F. Ravaglia,G,13,196.0,578,M,850952,EUR,942278400,G,34,34,False,66.0,48.0,31.0,13.0,0.0,38.0,40.0,10.0,26.0,8.0,1.0,3.0,3.0,1.0,1.0,90.0,71.0,7.2,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13543985,home,Bologna,Lorenzo De Silvestri,lorenzo-de-silvestri,L. De Silvestri,D,29,185.0,373,M,14718,EUR,580348800,D,29,29,False,47.0,45.0,3.0,3.0,0.0,29.0,29.0,16.0,19.0,,,,,,,90.0,71.0,7.0,6.0,1,True,1.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
13543985,home,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188.0,2245,M,898815,EUR,911260800,D,31,31,False,62.0,58.0,3.0,2.0,0.0,48.0,51.0,10.0,11.0,1.0,,,,,,90.0,69.0,6.6,5.0,0,,,1.0,1.0,2.0,3.0,1.0,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,
13543985,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185.0,4572,M,818481,EUR,898819200,D,26,26,False,40.0,38.0,1.0,,0.0,31.0,31.0,7.0,9.0,2.0,,,,,,45.0,51.0,7.1,3.0,1,,,2.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
13543985,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188.0,699,M,98212,EUR,751248000,D,22,22,False,44.0,32.0,12.0,6.0,1.0,15.0,21.0,21.0,35.0,2.0,,,,,,90.0,68.0,7.5,21.0,1,,12.0,1.0,2.0,3.0,5.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,3.0,4.0,1.0,,,,,,,,,
13543985,home,Bologna,Nikola Moro,nikola-moro,N. Moro,M,6,182.0,2512,M,814882,EUR,889660800,M,6,6,False,73.0,63.0,12.0,9.0,1.0,31.0,33.0,34.0,47.0,5.0,,,,,,90.0,90.0,7.9,16.0,1,,7.0,2.0,2.0,5.0,7.0,1.0,,1.0,5.0,4.0,,1.0,,1.0,,1.0,,,3.0,2.0,,1.0,,,,,,,,
13543985,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181.0,1912,M,115516,EUR,703296000,M,8,8,False,50.0,49.0,2.0,1.0,0.0,33.0,33.0,16.0,17.0,4.0,,,,,,82.0,66.0,7.1,4.0,1,,,2.0,1.0,3.0,5.0,,1.0,1.0,3.0,2.0,3.0,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,
13543985,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183.0,5797,M,793645,EUR,854064000,M,7,7,False,13.0,7.0,2.0,1.0,0.0,3.0,4.0,4.0,9.0,,,,,,,45.0,24.0,6.5,11.0,0,,,,,3.0,5.0,2.0,,,1.0,1.0,4.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,
13543985,home,Bologna,Giovanni Fabbian,giovanni-fabbian,G. Fabbian,M,80,186.0,1393,M,1067204,EUR,1042502400,M,80,80,False,19.0,15.0,1.0,1.0,0.0,6.0,6.0,9.0,13.0,3.0,,,,,,72.0,30.0,7.6,6.0,2,,,4.0,,5.0,5.0,2.0,,,,,2.0,1.0,3.0,,2.0,,,1.0,,,2.0,,,,1.0,,,,,
13543985,home,Bologna,Nicolò Cambiaghi,cambiaghi-nicolo,N. Cambiaghi,F,28,173.0,1137,M,971005,EUR,977961600,M,28,28,False,27.0,24.0,,,0.0,14.0,16.0,11.0,12.0,8.0,,,,,,72.0,50.0,7.0,9.0,3,,1.0,,,3.0,8.0,3.0,1.0,,3.0,2.0,3.0,1.0,4.0,,1.0,,,1.0,,1.0,,2.0,,,,1.0,,,,
13543985,home,Bologna,Thijs Dallinga,thijs-dallinga,T. Dallinga,F,24,190.0,2369,M,905381,EUR,965260800,F,24,24,False,33.0,26.0,2.0,2.0,0.0,8.0,9.0,18.0,24.0,4.0,,,,,,90.0,46.0,7.0,13.0,4,,,2.0,4.0,7.0,6.0,3.0,1.0,,2.0,2.0,2.0,1.0,1.0,,,,,,2.0,,2.0,1.0,,,1.0,1.0,2.0,,,
13543985,home,Bologna,Martin Erlić,martin-erlic,M. Erlić,D,6,192.0,1965,M,789234,EUR,885600000,D,5,5,True,29.0,26.0,3.0,2.0,0.0,21.0,24.0,5.0,5.0,2.0,,,,,,45.0,34.0,6.8,3.0,0,,,,2.0,1.0,2.0,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,
13543985,home,Bologna,Benjamín Domínguez,benjamin-dominguez,B. Domínguez,M,30,172.0,3287,M,1162611,EUR,1063929600,F,30,30,True,22.0,20.0,3.0,3.0,0.0,8.0,8.0,12.0,15.0,4.0,,,,,,45.0,36.0,7.1,10.0,1,,1.0,2.0,,3.0,4.0,3.0,1.0,,1.0,1.0,6.0,,1.0,,2.0,,,,1.0,,,,Benjamín Domínguez,,,,,,,
13543985,home,Bologna,Tommaso Pobega,tommaso-pobega,T. Pobega,M,4,188.0,1344,M,928796,EUR,931996800,M,18,18,True,5.0,4.0,1.0,,0.0,2.0,2.0,2.0,3.0,1.0,,,,,,18.0,9.0,6.7,2.0,0,,,,,,2.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,
13543985,home,Bologna,Estanis Pedrola,estanis-pedrola,E. Pedrola,F,39,185.0,756,M,1142256,EUR,1061683200,F,39,39,True,13.0,12.0,,,0.0,6.0,6.0,6.0,7.0,3.0,,,,,,18.0,22.0,7.4,2.0,1,,,,,1.0,6.0,5.0,,,,,1.0,,1.0,1.0,5.0,,,,1.0,,,1.0,,,,,,,,
13543985,home,Bologna,Oussama El Azzouzi,oussama-el-azzouzi,O. E. Azzouzi,M,17,189.0,7721,M,1127191,EUR,991094400,M,17,17,True,9.0,9.0,,,0.0,7.0,7.0,2.0,2.0,2.0,,,,,,8.0,12.0,6.5,2.0,0,,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,Oussama El Azzouzi,,,1.0,,o.elazzouzi,,
13543985,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187.0,4403,M,44906,EUR,673401600,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lukaszskorupski28,,
13543985,home,Bologna,Nicola Bagnolini,nicola-bagnolini,N. Bagnolini,G,1,194.0,128,M,1085555,EUR,1079222400,G,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13543985,home,Bologna,Juan Miranda,juan-miranda,J. Miranda,D,33,185.0,2211,M,855829,EUR,948240000,D,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13543985,home,Bologna,Davide Calabria,davide-calabria,D. Calabria,D,2,177.0,2434,M,318607,EUR,849830400,D,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13543985,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181.0,1987,M,907152,EUR,935452800,M,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13543985,home,Bologna,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182.0,1215,M,850891,EUR,852508800,M,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13543985,home,Bologna,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184.0,4722,M,944327,EUR,972432000,F,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
