match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_errorLeadToAGoal,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_goals,stat_expectedGoalsOnTarget,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_wasFouled,stat_fouls,captain,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,player_lastName,stat_shotOffTarget,stat_totalOffside,stat_clearanceOffLine
12436547,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,22,22,False,32.0,28.0,3.0,0.0,28.0,30.0,2.0,2.0,9.0,1.0,1.0,2.0,2.0,1.0,90.0,46.0,6.3,4.0,0.00050695,0,-0.5306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436547,home,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21624,M,jurrientimber,958959,EUR,992736000,D,12,12,False,78.0,73.0,3.0,1.0,35.0,37.0,41.0,,3.0,,,,,,90.0,88.0,6.8,8.0,0.0654639,0,,1.0,38.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12436547,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,166.0,163.0,1.0,0.0,103.0,104.0,62.0,5.0,3.0,,,,,,90.0,179.0,6.7,3.0,0.0213598,1,,,60.0,3.0,3.0,2.0,,2.0,2.0,1.0,,,1.0,1.0,2.0,1.0,0.1273,,,,,,,,,,,,,,,,,,
12436547,home,Arsenal,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189,15163,M,j_kiwior,976037,EUR,950572800,D,15,15,False,120.0,115.0,3.0,0.0,53.0,53.0,67.0,6.0,1.0,,,,,,90.0,135.0,8.1,7.0,0.0650383,1,,2.0,62.0,,,2.0,,,1.0,1.0,1.0,,,1.0,2.0,,0.0423,1.0,1.0,1.0,0.3827,,,,,,,,,,,,,,
12436547,home,Arsenal,Myles Lewis-Skelly,lewis-skelly-myles,M. Lewis-Skelly,D,49,178,16151,M,myleslewisskelly,1423711,EUR,1159228800,D,49,49,False,52.0,49.0,,0.0,23.0,24.0,29.0,2.0,3.0,,,,,,86.0,65.0,6.6,5.0,0.0398052,0,,,27.0,1.0,3.0,3.0,,,,,1.0,1.0,,,,,,1.0,,,,Myles Lewis-Skelly,1.0,1.0,1.0,2.0,1.0,,,,,,,,
12436547,home,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,54.0,43.0,1.0,1.0,19.0,20.0,37.0,,5.0,1.0,,,,,86.0,64.0,7.0,16.0,0.202212,2,,,25.0,,3.0,1.0,2.0,1.0,,,1.0,2.0,,,,,0.119,1.0,1.0,,,,3.0,1.0,,,,True,1.0,1.0,2.0,,,,
12436547,home,Arsenal,Thomas Partey,thomas-partey,T. Partey,M,16,185,42575,M,TPartey5,316148,EUR,739929600,M,5,5,False,88.0,81.0,3.0,0.0,44.0,44.0,44.0,1.0,8.0,,,,,,90.0,99.0,6.9,10.0,0.0221501,0,,2.0,37.0,,5.0,3.0,2.0,2.0,,,1.0,,,,1.0,,,2.0,2.0,,,,,,,1.0,2.0,,1.0,,,,,,
12436547,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,24.0,19.0,1.0,0.0,10.0,12.0,16.0,2.0,5.0,,,,,,90.0,42.0,6.4,11.0,0.0651456,2,,,11.0,1.0,7.0,1.0,3.0,,1.0,1.0,,1.0,,,,,0.0963,1.0,,,,,4.0,2.0,,,1.0,,1.0,,,,2.0,,
12436547,home,Arsenal,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36469,M,Sterling7,138534,EUR,786844800,F,30,30,False,10.0,10.0,,0.0,2.0,2.0,10.0,1.0,1.0,,,,,,60.0,19.0,6.4,5.0,0.0192234,0,,,8.0,,4.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,1.0,,,,,2.0,,,,,,2.0,,,,,,
12436547,home,Arsenal,Leandro Trossard,leandro-trossard,L. Trossard,F,19,172,31477,M,leandrotrossard,135666,EUR,786499200,F,19,19,False,32.0,25.0,1.0,0.0,8.0,9.0,24.0,,1.0,,,,,,90.0,47.0,7.1,13.0,0.0242994,3,,,17.0,1.0,3.0,2.0,1.0,,,,4.0,,1.0,2.0,,,0.6767,,,1.0,0.7252,,1.0,,,2.0,,,1.0,,,,1.0,,
