match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_clearanceOffLine,stat_unsuccessfulTouch,captain,stat_totalCross,stat_accurateCross,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,player_firstName,player_lastName,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed,stat_goalAssist,stat_goals
10388352,home,Hertha BSC,Oliver Christensen,oliver-christensen,O. Christensen,G,53,190,517,M,860306,EUR,922060800,G,1,1,False,25.0,17.0,12.0,4.0,16.0,18.0,1.0,7.0,2.0,1.0,2.0,1.0,2.0,16.0,1.0,4.0,5.0,1.0,1.0,1.0,90.0,44.0,7.4,9.0,0.0,0.0,0.00033055,0,0.3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388352,home,Hertha BSC,Jonjoe Kenny,jonjoe-kenny,J. Kenny,D,3,176,414,M,361310,EUR,858384000,D,16,16,False,38.0,27.0,7.0,5.0,18.0,20.0,9.0,18.0,2.0,3.0,4.0,1.0,,6.0,,,,,,,90.0,51.0,6.9,12.0,0.0453,0.2266,0.0122083,2,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10388352,home,Hertha BSC,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,882,M,226974,EUR,791251200,D,20,20,False,34.0,32.0,,,26.0,28.0,6.0,6.0,3.0,6.0,8.0,,3.0,4.0,,,,,,,80.0,51.0,8.3,3.0,0.0562,0.0,0.0166211,1,,4.0,,,1.0,,4.0,3.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10388352,home,Hertha BSC,Márton Dárdai,marton-dardai,M. Dárdai,D,31,186,1095,M,980618,EUR,1013472000,D,31,31,False,44.0,30.0,11.0,4.0,22.0,30.0,8.0,14.0,,2.0,1.0,1.0,3.0,6.0,,,,,,,90.0,53.0,6.3,15.0,0.0,0.0,0.00475722,0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
10388352,home,Hertha BSC,Marvin Plattenhardt,marvin-plattenhardt,M. Plattenhardt,D,,181,84,,108584,EUR,696384000,D,21,21,False,40.0,32.0,4.0,1.0,19.0,23.0,16.0,24.0,,4.0,4.0,,4.0,5.0,,,,,,,90.0,71.0,7.2,17.0,0.0,0.0,0.139896,0,,1.0,1.0,,,,,1.0,2.0,1.0,1.0,1.0,,2.0,True,7.0,3.0,2.0,4.0,,,,,,,,,,
10388352,home,Hertha BSC,Suat Serdar,suat-serdar,S. Serdar,M,8,183,677,M,800408,EUR,860716800,M,8,8,False,28.0,20.0,2.0,2.0,12.0,13.0,8.0,15.0,1.0,1.0,3.0,1.0,1.0,4.0,,,,,,,74.0,37.0,6.9,9.0,0.014,0.0,0.0118169,1,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,
10388352,home,Hertha BSC,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,M,29,29,False,26.0,20.0,5.0,3.0,7.0,8.0,13.0,18.0,5.0,5.0,12.0,,1.0,3.0,,,,,,,90.0,42.0,7.2,8.0,0.0752,0.0,0.055693,2,,3.0,2.0,,2.0,,,2.0,6.0,3.0,,,,2.0,,,,1.0,,,,,,,,,,,
10388352,home,Hertha BSC,Jean-Paul Boëtius,jean-paul-boetius,J. Boëtius,M,,178,281,M,138830,EUR,764294400,M,10,10,False,23.0,15.0,1.0,1.0,8.0,8.0,7.0,15.0,,3.0,3.0,1.0,1.0,1.0,,,,,,,55.0,34.0,6.3,14.0,0.0,0.0,0.014558,0,,,,,,,,,1.0,1.0,,2.0,,3.0,,,,2.0,,,,,,,,,,,
10388352,home,Hertha BSC,Dodi Lukebakio,dodi-lukebakio,D. Lukebakio,M,11,187,4899,M,823631,EUR,875059200,F,14,14,False,19.0,12.0,1.0,1.0,2.0,5.0,10.0,15.0,,6.0,7.0,6.0,,3.0,,,,,,,74.0,38.0,6.7,16.0,0.0307,0.0,0.0250163,1,,,2.0,4.0,,,,,2.0,1.0,,2.0,,4.0,,1.0,,1.0,,1.0,DLukebakio,,,,,,,,
10388352,home,Hertha BSC,Wilfried Kanga,wilfried-kanga,W. Kanga,F,7,189,938,M,838640,EUR,888019200,F,18,18,False,10.0,9.0,,,3.0,3.0,6.0,7.0,1.0,1.0,4.0,,,,,,,,,,90.0,16.0,6.9,1.0,0.0,0.0,0.0291975,0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,2.0,2.0,,,1.0,,,,,,,
