match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_fouls,stat_totalContest,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_accurateCross,stat_outfielderBlock,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_punches,stat_lastManTackle,stat_goals
12436886,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,35.0,28.0,13.0,6.0,0.0,25.0,27.0,3.0,8.0,2.0,3.0,1.0,9.0,1.0,2.0,1.0,2.0,2.0,90.0,46.0,6.5,7.0,0.00036388,0,-1.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436886,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,5.0,5.0,,,0.0,4.0,4.0,1.0,2.0,,,1.0,,,,,,,16.0,7.0,6.6,1.0,0.0001198,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436886,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,47.0,44.0,,,0.0,30.0,31.0,14.0,16.0,1.0,5.0,1.0,2.0,,2.0,,,,90.0,57.0,6.7,4.0,0.0070652,0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12436886,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,44.0,36.0,6.0,1.0,0.0,26.0,29.0,10.0,15.0,,2.0,2.0,2.0,,1.0,,,,90.0,51.0,6.2,9.0,0.00509868,0,,,,,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12436886,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,21.0,17.0,6.0,3.0,0.0,10.0,14.0,7.0,8.0,1.0,5.0,5.0,3.0,,,,,,76.0,39.0,6.9,8.0,0.0292475,0,,1.0,,,3.0,1.0,2.0,4.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12436886,home,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178,7677,M,leonbailey,808590,EUR,871084800,M,31,31,False,20.0,10.0,2.0,,0.0,3.0,6.0,7.0,15.0,1.0,5.0,3.0,5.0,,1.0,,,,90.0,34.0,6.6,14.0,0.0247126,1,,1.0,,,3.0,,,2.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,0.0373,0.0939,1.0,,,,,,,,,,,
12436886,home,Aston Villa,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,24,24,False,20.0,18.0,1.0,1.0,0.0,11.0,13.0,7.0,7.0,3.0,6.0,1.0,1.0,,2.0,,,,76.0,29.0,6.8,3.0,0.00614217,2,,,,,4.0,1.0,1.0,1.0,,,,2.0,,1.0,,,,0.1081,,,1.0,1.0,1.0,,,,,,,,
12436886,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,youritielemans,331737,EUR,862963200,M,8,8,False,29.0,27.0,4.0,2.0,0.0,14.0,15.0,14.0,18.0,,7.0,,4.0,,1.0,,,,90.0,50.0,7.1,8.0,0.0396632,0,,4.0,,,4.0,,,5.0,2.0,2.0,1.0,2.0,2.0,,1.0,,,,,2.0,,,,1.0,1.0,,,,,,
12436886,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,14.0,13.0,1.0,1.0,0.0,6.0,6.0,7.0,8.0,1.0,5.0,,3.0,,4.0,,,,65.0,23.0,6.7,4.0,0.00805385,0,,,,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,True,,,,,
12436886,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187,13638,M,mrogers,948261,EUR,1027641600,F,27,27,False,28.0,19.0,3.0,2.0,0.0,8.0,11.0,11.0,18.0,,8.0,,5.0,,1.0,,,,90.0,48.0,7.3,14.0,0.074305,3,,1.0,,,3.0,,,2.0,1.0,1.0,1.0,,7.0,,5.0,,,0.1077,,2.0,,3.0,,,,,1.0,,,,
