match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_fouls,stat_totalOffside,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_bigChanceMissed
12763940,home,Milan,Álvaro Morata,alvaro-morata,Á. Morata,F,7,189,27997,M,ÁMorata,125407,EUR,719798400,F,7,7,False,19.0,17.0,3.0,1.0,1.0,9.0,10.0,9.0,5.0,,1.0,2.0,,,,,84.0,29.0,7.2,4.0,0.00835772,0,,,8.0,,3.0,2.0,4.0,,1.0,2.0,,1.0,1.0,,2.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,
12763940,home,Milan,Lorenzo Torriani,lorenzo-torriani,L. Torriani,G,96,197,3872,M,,1403294,EUR,1107129600,G,96,96,True,14.0,11.0,6.0,3.0,0.0,11.0,12.0,2.0,,1.0,2.0,,,3.0,3.0,,39.0,19.0,7.0,3.0,3.098e-05,0,0.4292,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12763940,home,Milan,Tammy Abraham,tammy-abraham,T. Abraham,F,18,195,19707,M,tammy_abraham,610766,EUR,875750400,F,90,90,True,5.0,3.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,,3.0,2.0,,,,,21.0,9.0,6.9,3.0,0.00470268,0,,,2.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
12763940,home,Milan,Emerson Royal,emerson-royal,E. Royal,D,,183,10094,M,emerson_royal,856123,EUR,916272000,D,22,22,True,13.0,11.0,,,0.0,7.0,8.0,6.0,4.0,,1.0,2.0,,,,,20.0,19.0,6.6,4.0,0.0085437,0,,,4.0,1.0,1.0,1.0,3.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12763940,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185,3413,M,,826195,EUR,940464000,D,46,46,True,12.0,11.0,2.0,2.0,0.0,9.0,9.0,3.0,3.0,,1.0,,,,,,13.0,15.0,7.0,2.0,0.00056027,2,,,2.0,,,3.0,,,,,,,,,,,,2.0,1.0,0.2783,,,,,,,,,,,,,,
12763940,home,Milan,Noah Okafor,noah-okafor,N. Okafor,F,19,185,6208,M,noah.arinze,865523,EUR,959126400,F,17,17,True,2.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,1.0,,,,,,13.0,5.0,6.9,,0.0082098,0,,,1.0,,,,,,2.0,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,
12763940,home,Milan,Lapo Nava,lapo-nava,L. Nava,G,69,189,464,M,,1141168,EUR,1074729600,G,69,69,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763940,home,Milan,Davide Bartesaghi,davide-bartesaghi,D. Bartesaghi,D,33,193,5644,M,,1390489,EUR,1135814400,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763940,home,Milan,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181,1621,M,,1034303,EUR,1044662400,M,42,42,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763940,home,Milan,Kevin Zeroli,zeroli-kevin,K. Zeroli,M,8,187,1418,M,,1397348,EUR,1105401600,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763940,home,Milan,Yunus Musah,yunus-musah,Y. Musah,M,6,178,4201,M,yunusmusah8,983815,EUR,1038528000,M,80,80,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763940,home,Milan,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,19,172,21855,M,chukwuezesamuel8,822470,EUR,927331200,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763940,away,Liverpool,Alisson,alisson,Alisson,G,1,193,64485,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,26.0,19.0,7.0,1.0,0.0,18.0,22.0,4.0,,,3.0,,,1.0,1.0,,90.0,27.0,6.3,7.0,0.00081623,0,-0.3807,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
12763940,away,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,211619,M,TrentAA,795064,EUR,907718400,D,66,66,False,41.0,34.0,7.0,3.0,1.0,16.0,16.0,31.0,3.0,,2.0,,,,,,79.0,60.0,7.4,13.0,0.385671,1,,,19.0,6.0,,,3.0,3.0,,,,4.0,,1.0,3.0,1.0,1.0,,1.0,0.0313,,,,,,,1.0,,,,,,1.0,
12763940,away,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27486,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,56.0,52.0,5.0,4.0,0.0,40.0,41.0,15.0,5.0,6.0,8.0,2.0,,,,,90.0,70.0,7.6,4.0,0.00979614,1,,,12.0,,2.0,2.0,6.0,3.0,,1.0,,,1.0,,1.0,1.0,,,,0.4132,,,1.0,1.0,,0.3913,,,,,,,,
12763940,away,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,97860,M,VvD,151545,EUR,678931200,D,4,4,False,73.0,65.0,10.0,6.0,0.0,45.0,48.0,25.0,4.0,2.0,1.0,,,,,,90.0,80.0,7.7,9.0,0.0484179,2,,True,20.0,,1.0,4.0,1.0,,,1.0,,,1.0,,,,,1.0,,0.4055,,,1.0,1.0,,0.7639,,,,,,,,
12763940,away,Liverpool,Konstantinos Tsimikas,konstantinos-tsimikas,K. Tsimikas,D,12,178,16094,M,TK21,786259,EUR,831859200,D,21,21,False,50.0,47.0,3.0,1.0,1.0,24.0,24.0,31.0,1.0,,4.0,1.0,,,,,90.0,74.0,7.8,7.0,0.451211,4,,,25.0,5.0,1.0,,2.0,,,1.0,1.0,3.0,,1.0,,,2.0,4.0,,0.2205,,,,,,,,,,,,,1.0,
12763940,away,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190,31041,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,40.0,36.0,1.0,,0.0,16.0,19.0,21.0,3.0,1.0,10.0,2.0,,,,,90.0,57.0,6.9,7.0,0.0259674,0,,,20.0,,1.0,,7.0,2.0,,2.0,,,,7.0,1.0,1.0,,,,,3.0,,,,,,,,,,,,,
12763940,away,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71143,M,Macca10,895324,EUR,914457600,M,10,10,False,50.0,43.0,4.0,3.0,0.0,14.0,15.0,35.0,3.0,1.0,6.0,,,,,,89.0,57.0,7.3,9.0,0.252347,0,,,29.0,,,1.0,5.0,2.0,1.0,2.0,,3.0,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,1.0,
12763940,away,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,564007,M,MoSalah,159665,EUR,708566400,M,11,11,False,19.0,15.0,1.0,1.0,0.0,6.0,6.0,13.0,6.0,,1.0,1.0,,,,,89.0,32.0,7.9,5.0,0.0334651,5,,,9.0,,,,1.0,,4.0,,,1.0,,,2.0,1.0,,2.0,,0.3891,,3.0,2.0,,,0.5791,1.0,,,2.0,,,,
12763940,away,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,77108,M,DomSzobo,869856,EUR,972432000,M,8,8,False,46.0,37.0,4.0,3.0,0.0,20.0,20.0,27.0,1.0,,6.0,,,,,,90.0,61.0,7.6,16.0,0.0418691,3,,,17.0,1.0,,,3.0,,4.0,,1.0,1.0,,,,,,,1.0,0.799,,1.0,3.0,1.0,,1.2657,,,,,,,,
12763940,away,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193,51063,M,CodyGakpo,862967,EUR,926035200,M,18,18,False,22.0,18.0,,,1.0,6.0,7.0,17.0,7.0,,5.0,1.0,,,,,68.0,43.0,8.0,11.0,0.55785,3,,,12.0,2.0,,1.0,4.0,,7.0,,,2.0,,1.0,1.0,1.0,,,1.0,0.0874,1.0,4.0,2.0,,,0.0921,1.0,,,,,,1.0,
12763940,away,Liverpool,Diogo Jota,diogo-jota,D. Jota,F,,178,30963,M,DiogoJ18,606164,EUR,849657600,F,20,20,False,13.0,11.0,,,0.0,3.0,3.0,10.0,1.0,,,,,,,,68.0,23.0,6.1,8.0,0.037873,2,,,8.0,,2.0,,7.0,1.0,,3.0,1.0,2.0,,,1.0,1.0,,1.0,4.0,0.6763,1.0,,1.0,,,0.2383,,,,,,,,2.0
12763940,away,Liverpool,Luis Díaz,luis-diaz,L. Díaz,F,14,178,143410,M,LuisDíaz,883537,EUR,853113600,F,7,7,True,10.0,10.0,,,0.0,3.0,3.0,7.0,2.0,,1.0,,,,,,22.0,15.0,6.6,3.0,0.0168662,0,,,7.0,,,,3.0,,2.0,1.0,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,
12763940,away,Liverpool,Darwin Núñez,darwin-nunez,D. Núñez,F,7,188,70302,M,Darwin,924871,EUR,930182400,F,9,9,True,3.0,3.0,,,0.0,,,3.0,2.0,,,1.0,,,,,22.0,10.0,6.8,1.0,0.00564184,2,,,3.0,,3.0,,4.0,,2.0,,1.0,1.0,,,,,,,,0.0937,,1.0,1.0,,,0.1635,1.0,,,,,,,
12763940,away,Liverpool,Joe Gomez,joe-gomez,J. Gomez,D,2,188,14092,M,joegomez5,318927,EUR,864345600,D,2,2,True,8.0,8.0,,,0.0,6.0,6.0,3.0,,4.0,1.0,,,,,,11.0,14.0,6.7,1.0,0.00018329,0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763940,away,Liverpool,Wataru Endo,wataru-endo,W. Endo,M,3,178,19826,M,endowataru,143040,EUR,729216000,M,3,3,True,2.0,,1.0,,0.0,,1.0,1.0,2.0,,,,,,,,1.0,5.0,,2.0,,0,,,,,1.0,,2.0,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
12763940,away,Liverpool,Federico Chiesa,federico-chiesa,F. Chiesa,F,14,175,40103,M,FedeChiesa,845386,EUR,877737600,F,14,14,True,1.0,1.0,,,0.0,,,1.0,,,1.0,,,,,,1.0,1.0,,,0.00023138,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763940,away,Liverpool,Vítězslav Jaroš,vitezslav-jaros,V. Jaroš,G,1,190,4413,M,,927359,EUR,995846400,G,56,56,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763940,away,Liverpool,Caoimhin Kelleher,caoimhin-kelleher,C. Kelleher,G,1,188,9884,M,caoimhinkelleher98,827362,EUR,911779200,G,62,62,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763940,away,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24708,M,andyrobertson94,262911,EUR,763344000,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763940,away,Liverpool,Jarell Quansah,jarell-quansah,J. Quansah,D,4,190,10330,M,jarellquansah,1003339,EUR,1043798400,D,78,78,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763940,away,Liverpool,Conor Bradley,bradley-conor,C. Bradley,D,12,181,15948,M,conorbradley03,1008402,EUR,1057708800,D,84,84,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763940,away,Liverpool,Curtis Jones,curtis-jones,C. Jones,M,17,185,17589,M,curtisjones,927353,EUR,980812800,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763940,away,Liverpool,Tyler Morton,tyler-morton,T. Morton,M,23,185,6716,M,,979118,EUR,1036022400,M,80,80,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
