match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_totalContest,stat_totalOffside,captain,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_errorLeadToAShot,stat_lastManTackle
13473367,home,Juventude,Gustavo,gustavo,Gustavo,G,1,186,199,M,124766,EUR,731721600,G,1,1,False,28.0,24.0,7.0,3.0,0.0,23.0,23.0,1.0,5.0,1.0,8.0,1.0,1.0,1.0,90.0,36.0,6.8,4.0,0.00018139,0,-0.2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473367,home,Juventude,Ewerthon,ewerton,Ewerthon,D,2,171,176,M,992512,EUR,971222400,D,2,2,False,41.0,31.0,6.0,3.0,0.0,16.0,17.0,15.0,24.0,4.0,3.0,,,,77.0,61.0,6.9,12.0,0.117747,1,,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0154,1.0,,,,,,,,,,,,,,,,,,
13473367,home,Juventude,Abner,abner,Abner,D,23,189,249,M,1464653,EUR,1082332800,D,23,23,False,48.0,42.0,4.0,1.0,0.0,37.0,38.0,5.0,10.0,4.0,3.0,,,,90.0,59.0,6.9,6.0,0.00173922,0,,,,2.0,3.0,4.0,6.0,1.0,,1.0,,2.0,1.0,,,Abner,,1.0,1.0,1.0,,,,,,,,,,,,,
13473367,home,Juventude,Adriano Martins,adriano-martins,Adriano Martins,D,4,193,138,M,1008459,EUR,859852800,D,3,3,False,70.0,63.0,5.0,4.0,0.0,48.0,49.0,15.0,21.0,10.0,5.0,,,,90.0,85.0,7.2,8.0,0.0089447,0,,,,2.0,2.0,2.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
13473367,home,Juventude,Felipinho,felipinho,Felipinho,D,76,177,224,M,1048276,EUR,853113600,D,6,6,False,42.0,32.0,8.0,3.0,0.0,16.0,18.0,16.0,24.0,3.0,3.0,,,,90.0,61.0,6.7,14.0,0.0349481,1,,1.0,,,1.0,5.0,3.0,1.0,1.0,2.0,,1.0,2.0,0.0439,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
13473367,home,Juventude,Jádson,jadson,Jádson,M,16,171,454,M,243651,EUR,746668800,M,16,16,False,45.0,39.0,3.0,,0.0,15.0,17.0,24.0,28.0,3.0,11.0,,,,90.0,63.0,6.6,9.0,0.0167136,1,,1.0,,1.0,,4.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,0.2491,,,,,1.0,,,1.0,,True,1.0,1.0,,,,,,,
13473367,home,Juventude,Daniel Giraldo,daniel-giraldo,D. Giraldo,M,8,178,177,M,1136107,EUR,709948800,M,8,8,False,55.0,50.0,4.0,4.0,0.0,29.0,32.0,21.0,23.0,5.0,4.0,,,,86.0,70.0,7.1,8.0,0.0143477,1,,,,1.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,,1.0,0.0206,,,,,2.0,2.0,1.0,,,,,,,,,,,,
13473367,home,Juventude,Luis Mandaca,luis-mandaca,L. Mandaca,M,44,178,388,M,1116677,EUR,1001980800,M,44,44,False,23.0,16.0,1.0,,0.0,4.0,4.0,12.0,19.0,,,,,,65.0,39.0,7.5,14.0,0.0115458,3,,,,1.0,2.0,6.0,7.0,1.0,1.0,,4.0,2.0,1.0,0.2678,2.0,Luis Mandaca,,,2.0,1.0,1.0,3.0,,,1.0,,1.0,1.0,1.0,0.6054,,,
13473367,home,Juventude,Emerson Batalla,emerson-batalla,E. Batalla,M,27,171,428,M,1022945,EUR,993859200,F,27,27,False,22.0,21.0,1.0,1.0,1.0,5.0,5.0,16.0,17.0,,5.0,,,,65.0,39.0,7.6,6.0,0.165109,1,,4.0,2.0,2.0,,5.0,5.0,,,,1.0,3.0,1.0,0.0592,3.0,,,,,,1.0,3.0,,,2.0,,1.0,,,0.4467,1.0,,
13473367,home,Juventude,Gabriel Taliari,gabriel-taliari,G. Taliari,F,19,176,441,M,933955,EUR,860889600,F,19,19,False,10.0,6.0,,,0.0,2.0,2.0,4.0,8.0,,,,,,65.0,20.0,6.5,9.0,0.0143509,1,,,,,1.0,6.0,1.0,1.0,,,3.0,,3.0,0.059,1.0,,,,,,2.0,,,,,,,1.0,,,,,
