match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_keyPass,stat_dispossessed,stat_interceptionWon,stat_wasFouled,captain,stat_aerialLost,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,player_sofascoreId,stat_bigChanceMissed,stat_punches
12441738,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,35.0,16.0,24.0,5.0,0.0,14.0,17.0,2.0,18.0,1.0,11.0,2.0,1.0,3.0,1.0,1.0,90.0,46.0,6.9,19.0,0.00165011,0,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441738,home,FC Utrecht,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,37.0,32.0,4.0,2.0,0.0,18.0,21.0,15.0,19.0,5.0,2.0,,,,,,90.0,65.0,7.2,11.0,0.260313,0,,3.0,1.0,2.0,3.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12441738,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190,158,M,152414,EUR,719107200,D,3,3,False,33.0,28.0,6.0,4.0,1.0,20.0,22.0,8.0,11.0,2.0,2.0,,,,,,59.0,40.0,7.1,6.0,0.0208175,0,,,,5.0,2.0,6.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12441738,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182,150,M,46900,EUR,618105600,D,24,24,False,48.0,36.0,8.0,,0.0,25.0,28.0,11.0,20.0,6.0,8.0,,,,,,90.0,64.0,7.2,12.0,0.00685418,0,,,,2.0,4.0,4.0,,1.0,1.0,,1.0,,,2.0,,True,4.0,3.0,,,,,,,,,,,,
12441738,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,31.0,21.0,6.0,4.0,0.0,13.0,17.0,8.0,18.0,4.0,6.0,,,,,,90.0,63.0,7.4,22.0,0.00900078,2,,4.0,,2.0,4.0,4.0,,2.0,1.0,,1.0,,2.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,0.2601,0.3993,,,,,,
12441738,home,FC Utrecht,Oscar Fraulo,,,oscar-fraulo,O. Fraulo,M,29,180,841,M,1008245,EUR,1070668800,M,6,6,False,27.0,18.0,2.0,2.0,0.0,6.0,7.0,12.0,20.0,5.0,2.0,,,,,,90.0,46.0,6.7,14.0,0.0142395,0,,,,2.0,6.0,5.0,4.0,,,,2.0,1.0,1.0,3.0,1.0,,,,,,,1.0,,,4.0,1.0,,,,
12441738,home,FC Utrecht,Alonzo Engwanda,,,alonzo-engwanda,A. Engwanda,M,27,173,362,M,1000548,EUR,1043625600,M,27,27,False,31.0,25.0,4.0,2.0,0.0,15.0,16.0,10.0,15.0,6.0,2.0,,,,,,90.0,53.0,7.0,8.0,0.00561467,0,,,,,5.0,8.0,2.0,1.0,,,7.0,,,3.0,1.0,,1.0,,,,,4.0,,,1.0,1.0,,,,
12441738,home,FC Utrecht,Miguel Rodríguez,,,miguel-rodriguez,M. Rodríguez,M,22,179,648,M,1014118,EUR,1051574400,M,22,22,False,20.0,15.0,2.0,1.0,1.0,5.0,7.0,10.0,17.0,,5.0,,,,,,86.0,43.0,7.4,15.0,0.303208,0,,4.0,,1.0,7.0,9.0,1.0,9.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,,1.0,,,,,,,,1.0,,,,,
12441738,home,FC Utrecht,Paxten Aaronson,Paxten Aaronson,,paxten-aaronson,P. Aaronson,M,31,175,898,M,1035515,EUR,1061856000,M,21,21,False,28.0,20.0,2.0,,0.0,11.0,15.0,9.0,14.0,,4.0,,,,,,85.0,46.0,6.9,12.0,0.0246028,1,,1.0,,,5.0,6.0,,2.0,,,6.0,,,,,,1.0,1.0,,,,5.0,0.0522,,,2.0,1.0,,,
12441738,home,FC Utrecht,Yoann Cathline,,,cathline-yoann,Y. Cathline,M,10,176,517,M,1105700,EUR,1027296000,M,20,20,False,18.0,13.0,4.0,1.0,0.0,2.0,2.0,11.0,17.0,,4.0,,,,,,76.0,34.0,7.3,11.0,0.0270879,3,,1.0,,,7.0,3.0,1.0,4.0,2.0,,1.0,,1.0,2.0,,,3.0,,2.0,,1.0,1.0,0.1133,0.2318,2.0,,1.0,,,
12441738,home,FC Utrecht,Sébastien Haller,,,sebastien-haller,S. Haller,F,91,190,47139,M,149731,EUR,772243200,F,91,91,False,25.0,13.0,3.0,1.0,0.0,5.0,6.0,8.0,19.0,1.0,3.0,,,,,,85.0,47.0,7.1,18.0,0.0120116,3,,,,5.0,11.0,11.0,2.0,2.0,,,4.0,,1.0,,2.0,,4.0,,1.0,,1.0,1.0,0.8851,0.9846,3.0,2.0,2.0,SebHaller,1.0,
12441738,home,FC Utrecht,Matisse Didden,,,matisse-didden,M. Didden,D,40,198,170,M,996992,EUR,1002499200,D,40,40,True,11.0,9.0,2.0,1.0,0.0,6.0,7.0,3.0,4.0,2.0,2.0,,,,,,31.0,13.0,6.6,2.0,0.00246712,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12441738,home,FC Utrecht,Adrian Blake,Adrian Blake,,blake-adrian,A. Blake,F,10,170,323,M,1214695,EUR,1121385600,F,15,15,True,4.0,3.0,,,0.0,3.0,4.0,,1.0,,1.0,,,,,,14.0,9.0,6.9,2.0,8.134e-05,2,,1.0,,,,2.0,,,,,2.0,,,,,,,,,,,,0.1024,,,,2.0,,,
12441738,home,FC Utrecht,Victor Jensen,,,victor-jensen,V. Jensen,M,7,175,409,M,856648,EUR,949968000,M,7,7,True,6.0,4.0,,,0.0,3.0,4.0,1.0,2.0,,,,,,,,8.0,7.0,6.3,3.0,0.0003165,0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12441738,home,FC Utrecht,Noah Ohio,Noah Ohio,,noah-ohio,N. Ohio,F,39,185,960,M,1100456,EUR,1042675200,F,11,11,True,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,1.0,,,,,,9.0,7.0,6.7,3.0,0.00126921,0,,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,
12441738,home,FC Utrecht,Jens Toornstra,,,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,True,3.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,,1.0,,,,,,8.0,4.0,6.7,,0.00985135,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
