match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_bigChanceCreated,stat_keyPass,stat_wasFouled,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_shotOffTarget,stat_accurateCross,stat_goodHighClaim,stat_goalAssist,stat_totalOffside,stat_errorLeadToAShot,stat_goals
11373439,home,Derby County,Josh Vickers,josh-vickers,J. Vickers,G,31,183,50,M,370476,EUR,817776000,G,31,31,False,22.0,21.0,7.0,6.0,18.0,18.0,3.0,4.0,7.0,3.0,3.0,1.0,1.0,90.0,33.0,6.9,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373439,home,Derby County,Curtis Nelson,curtis-nelson,C. Nelson,D,25,183,42,M,115434,EUR,737942400,D,35,35,False,80.0,67.0,8.0,3.0,39.0,41.0,28.0,39.0,6.0,,,,,90.0,103.0,6.8,16.0,1,2.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11373439,home,Derby County,Sonny Bradley,sonny-bradley,S. Bradley,D,15,193,44,M,144679,EUR,684720000,D,5,5,False,56.0,51.0,8.0,7.0,48.0,51.0,3.0,5.0,4.0,,,,,45.0,58.0,6.6,5.0,0,,2.0,1.0,2.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11373439,home,Derby County,Eiran Cashin,cashin-eiran-joe,E. J. Cashin,D,20,184,469,M,998928,EUR,1005264000,D,6,6,False,106.0,86.0,16.0,4.0,48.0,51.0,38.0,56.0,4.0,,,,,90.0,132.0,7.0,22.0,0,3.0,3.0,5.0,7.0,,,5.0,,2.0,2.0,,1.0,,,1.0,1.0,2.0,2.0,4.0,,,,,,,,,,,,,,
11373439,home,Derby County,Kane Wilson,kane-wilson,K. Wilson,D,12,178,60,M,843765,EUR,952732800,M,2,2,False,19.0,15.0,3.0,2.0,8.0,9.0,7.0,11.0,,,,,,45.0,26.0,6.5,8.0,0,,1.0,3.0,2.0,1.0,,,,,,,,,,1.0,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,
11373439,home,Derby County,Korey Smith,korey-smith,K. Smith,M,8,183,26,M,38114,EUR,665280000,M,12,12,False,45.0,36.0,8.0,3.0,14.0,15.0,22.0,31.0,4.0,,,,,90.0,58.0,6.7,13.0,0,1.0,,5.0,6.0,2.0,,,,3.0,2.0,1.0,1.0,,,1.0,1.0,,,,,1.0,3.0,,,,,,,,,,,
11373439,home,Derby County,Max Bird,max-bird,M. Bird,M,6,183,135,M,906287,EUR,969235200,M,8,8,False,52.0,43.0,7.0,5.0,16.0,16.0,27.0,37.0,5.0,,,,,90.0,64.0,6.9,13.0,1,,,2.0,3.0,1.0,,,,2.0,1.0,1.0,,,,1.0,,1.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,
11373439,home,Derby County,Conor Hourihane,conor-hourihane,C. Hourihane,M,,181,137,M,100574,EUR,665452800,M,4,4,False,17.0,14.0,2.0,,2.0,2.0,12.0,21.0,,,,,,45.0,27.0,6.5,9.0,0,1.0,1.0,1.0,1.0,,,,,,,,,,,6.0,,,,,,,,,True,,,,,,,,,
11373439,home,Derby County,Callum Elder,callum-elder,C. Elder,D,20,180,121,M,786274,EUR,791164800,M,20,20,False,44.0,34.0,2.0,1.0,16.0,19.0,18.0,29.0,1.0,,,,,90.0,65.0,5.7,20.0,1,4.0,3.0,7.0,5.0,,1.0,2.0,,2.0,2.0,2.0,1.0,,,4.0,1.0,2.0,,,,2.0,,,,1.0,1.0,,,,,,,
11373439,home,Derby County,Conor Washington,conor-washington,C. Washington,F,14,178,47,M,291027,EUR,706147200,F,14,14,False,8.0,7.0,,,1.0,2.0,6.0,6.0,1.0,,,,,73.0,18.0,6.5,6.0,2,,,4.0,,3.0,1.0,,,,,2.0,1.0,Conor,Washington,,,,,,,,,1.0,,,,,,,,,,
