match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_lastManTackle,stat_penaltyConceded,stat_wasFouled,captain,stat_challengeLost,stat_hitWoodwork,stat_goals,stat_errorLeadToAShot,stat_totalCross,stat_accurateCross,player_sofascoreId,stat_blockedScoringAttempt,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
12450888,home,Nantes,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,16,16,False,20.0,12.0,15.0,7.0,0.0,7.0,8.0,5.0,12.0,6.0,3.0,1.0,3.0,90.0,27.0,7.3,8.0,0.00052762,0,0.5846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450888,home,Nantes,Kelvin Amian,,,kelvin-amian,K. Amian,D,98,179,199,M,802143,EUR,886896000,D,98,98,False,14.0,11.0,3.0,1.0,0.0,5.0,8.0,6.0,6.0,2.0,,,,85.0,29.0,6.8,7.0,0.0634522,1,,3.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,0.7024,0.7878,1.0,,,,,,,,,,,,,,,,,,,,,,
12450888,home,Nantes,Saïdou Sow,Saïdou,Sow,saidou-sow,S. Sow,D,4,185,2742,M,1063237,EUR,1025740800,D,24,24,False,41.0,28.0,13.0,3.0,0.0,24.0,29.0,4.0,12.0,4.0,,,,90.0,58.0,7.2,15.0,0.00161613,1,,5.0,6.0,2.0,1.0,,,6.0,1.0,3.0,2.0,,,0.1206,,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
12450888,home,Nantes,Jean-Charles Castelletto,,,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,44.0,41.0,7.0,5.0,0.0,30.0,30.0,11.0,14.0,2.0,,,,90.0,61.0,7.2,3.0,0.00651411,1,,,4.0,,,,,9.0,1.0,1.0,,,1.0,0.0375,,,,1.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
12450888,home,Nantes,Nicolas Pallois,,,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,35.0,29.0,7.0,3.0,0.0,12.0,12.0,17.0,23.0,5.0,,,,90.0,77.0,7.7,10.0,0.0100663,1,,3.0,11.0,1.0,,1.0,,3.0,2.0,9.0,3.0,1.0,1.0,0.4071,,,,,,,1.0,1.0,,,2.0,True,1.0,1.0,,,,,,,,,,
12450888,home,Nantes,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,8,8,False,29.0,24.0,2.0,1.0,0.0,10.0,12.0,14.0,17.0,7.0,,,,90.0,55.0,7.2,14.0,0.0659472,0,,8.0,12.0,7.0,4.0,,,1.0,1.0,4.0,3.0,5.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,3.0,,4.0,,,,,,,,,,,
12450888,home,Nantes,Douglas Augusto,,,douglas-augusto,D. Augusto,M,66,173,491,M,809034,EUR,853113600,M,6,6,False,54.0,49.0,3.0,2.0,0.0,27.0,29.0,22.0,25.0,4.0,,,,90.0,70.0,7.0,5.0,0.161822,2,,2.0,5.0,,,2.0,1.0,3.0,3.0,3.0,2.0,,1.0,0.3393,0.1321,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
12450888,home,Nantes,Louis Leroux,,,louis-leroux,L. Leroux,M,66,184,364,M,1405998,EUR,1137974400,M,66,66,False,24.0,20.0,2.0,1.0,0.0,7.0,8.0,13.0,16.0,4.0,,,,89.0,39.0,7.6,8.0,0.035286,2,,5.0,4.0,2.0,1.0,,2.0,,,3.0,3.0,2.0,1.0,0.3792,0.288,2.0,1.0,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,
12450888,home,Nantes,Matthis Abline,,,abline-matthis,M. Abline,F,10,182,1315,M,999070,EUR,1048809600,F,39,39,False,12.0,8.0,1.0,,0.0,3.0,3.0,7.0,12.0,6.0,,,,90.0,36.0,7.2,17.0,0.31017,1,,10.0,7.0,5.0,3.0,,1.0,,,1.0,,7.0,2.0,0.1054,0.1603,2.0,3.0,2.0,3.0,1.0,,,,,1.0,,,,,,3.0,2.0,,,,,,
12450888,home,Nantes,Mostafa Mohamed,,,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,False,21.0,14.0,,,0.0,5.0,5.0,9.0,16.0,3.0,,,,85.0,43.0,6.7,11.0,0.0279662,3,,7.0,9.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,,2.0,4.0,0.2059,0.2442,,3.0,3.0,,,1.0,,,,3.0,,,,,,,,mostafamohamed11,1.0,,,,
12450888,home,Nantes,Moses Simon,,,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,F,27,27,False,20.0,18.0,2.0,2.0,0.0,5.0,5.0,17.0,22.0,4.0,,,,89.0,52.0,7.5,12.0,0.78019,2,,7.0,9.0,9.0,5.0,1.0,1.0,1.0,,1.0,,1.0,,0.8492,0.719,1.0,1.0,,2.0,1.0,,,,,3.0,,,,1.0,,7.0,4.0,,1.0,,,,
12450888,home,Nantes,Sorba Thomas,,,sorba-thomas,S. Thomas,M,7,185,586,M,911039,EUR,917222400,M,22,22,True,1.0,,1.0,,0.0,,,,1.0,1.0,,,,14.0,7.0,6.4,3.0,1.26e-06,0,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
12450888,home,Nantes,Meschack Elia,,,meschack-elia,M. Elia,F,12,173,23062,M,862078,EUR,870825600,F,17,17,True,3.0,2.0,,,0.0,,,2.0,3.0,,,,,14.0,9.0,7.3,4.0,0.0559264,1,,2.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,,,0.8461,0.9895,,,,,,,,,,,,,,1.0,,,,meschackelialina,,,,,
12450888,home,Nantes,Marcus Coco,,,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,F,11,11,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,,1.0,5.0,,,0.505049,0,,,2.0,,,,,2.0,,,,,,,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,
12450888,home,Nantes,Francis Coquelin,,,francis-coquelin,F. Coquelin,M,13,178,472,M,40672,EUR,674092800,M,13,13,True,4.0,4.0,,,1.0,1.0,1.0,3.0,3.0,,,,,9.0,7.0,7.0,,0.0502311,2,,,1.0,,,1.0,,1.0,,,,,,0.5496,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,
12450888,home,Nantes,Patrik Carlgren,,,patrik-carlgren,P. Carlgren,G,30,188,122,M,156236,EUR,694828800,G,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450888,home,Nantes,Mathieu Acapandié,Mathieu Acapandié,,mathieu-acapandie,M. Acapandié,D,22,182,128,M,1405926,EUR,1102982400,D,41,41,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450888,home,Nantes,Dehmaine Tabibou,Dehmaine,Tabibou,dehmaine-assoumani,D. Tabibou,M,17,181,341,M,1405912,EUR,1113696000,M,59,59,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450888,home,Nantes,Florent Mollet,,,florent-mollet,F. Mollet,M,91,174,195,M,234230,EUR,690508800,M,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450888,home,Nantes,Bahereba Guirassy,,,bahereba-guirassy,B. Guirassy,F,11,177,1755,M,1406007,EUR,1156809600,F,62,62,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450888,away,RC Lens,Mathew Ryan,,,mathew-ryan,M. Ryan,G,13,184,1508,M,134029,EUR,702691200,G,30,30,False,23.0,23.0,4.0,4.0,0.0,23.0,23.0,,,7.0,5.0,1.0,5.0,90.0,36.0,7.9,,0.0001064,0,0.3209,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,
12450888,away,RC Lens,Ruben Aguilar,,,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,D,2,2,False,55.0,45.0,6.0,4.0,0.0,22.0,25.0,23.0,37.0,6.0,,,,85.0,96.0,6.7,23.0,0.0239273,0,,10.0,9.0,3.0,1.0,,,2.0,1.0,7.0,3.0,1.0,2.0,,,,,1.0,2.0,,,1.0,,,,,4.0,,,,7.0,,,,,,,
12450888,away,RC Lens,Jonathan Gradit,,,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,52.0,48.0,3.0,2.0,0.0,33.0,33.0,15.0,19.0,5.0,,,,90.0,69.0,6.8,5.0,0.00886022,0,,4.0,12.0,,,,,6.0,1.0,6.0,2.0,1.0,1.0,,,,3.0,4.0,,,,,,,2.0,True,,,,,,,,,,,,
