match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_aerialLost,captain,stat_outfielderBlock,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goalAssist,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt
11409063,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,39.0,18.0,25.0,4.0,17.0,21.0,1.0,18.0,8.0,1.0,2.0,2.0,90.0,46.0,6.9,21.0,0.0002845,0,0.5334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409063,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,38.0,30.0,5.0,,15.0,19.0,15.0,23.0,6.0,,,,90.0,63.0,7.4,14.0,0.0160411,0,,Zé,Carlos,4.0,1.0,3.0,5.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11409063,home,Gil Vicente,Gabriel Pereira,gabriel-pereira,G. Pereira,D,5,188,592,M,992652,EUR,957657600,D,13,13,False,49.0,39.0,9.0,4.0,33.0,39.0,6.0,10.0,5.0,,,,90.0,60.0,7.3,11.0,0.00117047,0,,,,,2.0,3.0,4.0,,,,6.0,1.0,2.0,2.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,
11409063,home,Gil Vicente,Rúben Fernandes,ruben-fernandes,R. Fernandes,D,26,186,38,M,59751,EUR,515721600,D,26,26,False,48.0,39.0,5.0,,33.0,35.0,6.0,13.0,4.0,,,,90.0,62.0,7.2,10.0,0.253805,0,,,,,1.0,,3.0,,,,4.0,1.0,,,,2.0,,,,True,1.0,1.0,,,,,,,,,,,,,,
11409063,home,Gil Vicente,Leonardo Buta,leonardo-buta,L. Buta,D,24,182,172,M,1120038,EUR,1023235200,D,23,23,False,38.0,33.0,4.0,3.0,18.0,20.0,15.0,20.0,7.0,,,,76.0,69.0,7.6,9.0,0.011842,0,,,,2.0,2.0,4.0,9.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,4.0,3.0,,,,,1.0,,,,,,,,,,,,,,
11409063,home,Gil Vicente,Maxime Dominguez,maxime-dominguez,M. Dominguez,M,10,172,688,M,282233,EUR,823132800,M,8,8,False,35.0,31.0,3.0,3.0,5.0,5.0,28.0,34.0,3.0,,,,89.0,59.0,7.9,11.0,0.0554052,1,,,,4.0,,6.0,5.0,,2.0,1.0,,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,,1.0,2.0,2.0,1.0,1.0,0.0583,0.4449,,,,,,,,
11409063,home,Gil Vicente,Jesús Castillo,jesus-castillo,J. Castillo,M,6,183,642,M,978543,EUR,992217600,M,6,6,False,39.0,32.0,2.0,,20.0,21.0,12.0,19.0,7.0,,,,89.0,54.0,6.6,10.0,0.0170826,0,,,,1.0,,7.0,3.0,3.0,,,5.0,1.0,1.0,,1.0,2.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,
11409063,home,Gil Vicente,Martim Neto,neto-martim,M. Neto,M,16,185,858,M,1100646,EUR,1042502400,M,76,76,False,40.0,34.0,2.0,1.0,16.0,18.0,18.0,23.0,6.0,,,,90.0,62.0,7.1,10.0,0.146267,1,,,,1.0,,7.0,6.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,,,,1.0,,,1.0,,0.083,0.5129,1.0,,,,,,,
11409063,home,Gil Vicente,Murilo Souza,murilo-souza,M. Souza,F,77,176,196,M,611880,EUR,783561600,M,77,77,False,25.0,20.0,2.0,,4.0,6.0,16.0,20.0,6.0,,,,90.0,48.0,7.0,13.0,0.329958,2,,,,1.0,1.0,7.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,3.0,,,1.0,,1.0,,,0.6008,,1.0,1.0,2.0,1.0,,,,
11409063,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,27,176,609,M,925987,EUR,930787200,F,10,10,False,26.0,22.0,,,2.0,4.0,20.0,22.0,2.0,,,,90.0,38.0,7.2,8.0,0.234764,3,,,,,,3.0,2.0,,1.0,1.0,2.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,,1.0,2.0,,0.3281,0.459,1.0,,1.0,,1.0,,,
