match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_wonTackle,stat_aerialWon,stat_wasFouled,captain,stat_accurateCross,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_hitWoodwork
10407044,home,KV Kortrijk,Marko Ilić,,,marko-ilic,M. Ilić,G,31,190,336,M,843151,EUR,886464000,G,31,31,False,28.0,20.0,11.0,4.0,17.0,18.0,3.0,10.0,1.0,8.0,1.0,4.0,1.0,90.0,37.0,6.7,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407044,home,KV Kortrijk,Nayel Mehssatou,,,nayel-mehssatou,N. Mehssatou,M,8,172,538,M,1064174,EUR,1018569600,D,25,25,False,53.0,43.0,5.0,2.0,18.0,23.0,25.0,35.0,1.0,7.0,,,,90.0,74.0,6.6,17.0,0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10407044,home,KV Kortrijk,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187,1359,M,942213,EUR,855100800,D,4,4,False,38.0,36.0,6.0,4.0,26.0,26.0,10.0,12.0,1.0,6.0,,,,90.0,43.0,6.7,2.0,0,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10407044,home,KV Kortrijk,Aleksandar Radovanović,,,aleksandar-radovanovic,A. Radovanović,D,16,189,129,M,823996,EUR,752976000,D,66,66,False,28.0,23.0,13.0,9.0,20.0,22.0,3.0,6.0,4.0,7.0,,,,75.0,38.0,7.1,5.0,0,,1.0,3.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10407044,home,KV Kortrijk,Kristof D'Haene,,,kristof-dhaene,K. D'Haene,M,,171,15,,121602,EUR,644630400,D,30,30,False,32.0,21.0,7.0,3.0,8.0,12.0,14.0,24.0,3.0,5.0,,,,90.0,54.0,6.4,15.0,0,4.0,4.0,4.0,4.0,,,1.0,3.0,,,,2.0,,1.0,True,1.0,1.0,,,,,,,,,,,
10407044,home,KV Kortrijk,Habib Keita,Habib Keita,,habib-keita,H. Keita,M,8,182,539,M,1082953,EUR,1012867200,M,12,12,False,41.0,31.0,10.0,5.0,14.0,17.0,17.0,26.0,4.0,12.0,,,,90.0,82.0,7.9,19.0,3,2.0,9.0,19.0,2.0,4.0,4.0,2.0,10.0,4.0,2.0,,8.0,,5.0,,,2.0,2.0,3.0,1.0,2.0,,,,,,,
10407044,home,KV Kortrijk,Alexandre De Bruyn,,,alexandre-de-bruyn,A. D. Bruyn,M,,177,20,M,844444,EUR,770688000,M,20,20,False,21.0,20.0,4.0,4.0,4.0,4.0,18.0,20.0,,3.0,,,,56.0,31.0,6.8,7.0,0,3.0,2.0,1.0,,1.0,1.0,,,3.0,,,,,,,2.0,2.0,,2.0,,,,,,,,,
10407044,home,KV Kortrijk,Sambou Sissoko,,,sambou-sissoko,S. Sissoko,M,14,171,138,M,1008225,EUR,962236800,M,14,14,False,22.0,19.0,5.0,3.0,10.0,10.0,9.0,12.0,1.0,2.0,,,,81.0,31.0,6.9,4.0,1,,3.0,2.0,,,,3.0,2.0,,2.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,
10407044,home,KV Kortrijk,Billal Messaoudi,,,billal-messaoudi,B. Messaoudi,M,9,184,643,M,1125840,EUR,882662400,F,9,9,False,26.0,19.0,4.0,4.0,6.0,8.0,13.0,19.0,,3.0,,,,90.0,46.0,7.3,16.0,6,1.0,4.0,5.0,,3.0,2.0,,1.0,5.0,1.0,,,1.0,1.0,,,1.0,,2.0,5.0,,1.0,1.0,,,,,
10407044,home,KV Kortrijk,Pape Habib Gueye,,,pape-habib-gueye,P. H. Gueye,F,77,188,358,M,880778,EUR,937785600,F,17,17,False,10.0,8.0,,,2.0,2.0,6.0,8.0,1.0,,,,,90.0,26.0,6.5,10.0,2,,13.0,4.0,,1.0,,1.0,,5.0,4.0,1.0,,4.0,,,,1.0,9.0,2.0,2.0,,,3.0,,,,,
