match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,player_id,player_name,from
12421115,FT,4.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,
12421115,,,,,90,1.0,,1,,,substitution,123261566.0,False,False,regular,,,,
12421115,,,,,90,0.0,,1,,,injuryTime,,,,,5.0,,,
12421115,,,,,85,,,6,,,substitution,123261540.0,False,True,regular,,,,
12421115,,,,,85,,,6,,,substitution,123261539.0,False,True,regular,,,,
12421115,,,,,79,,,12,,,substitution,123261451.0,False,True,regular,,,,
12421115,,,,,78,,,13,,,substitution,123261450.0,False,True,regular,,,,
12421115,,4.0,0.0,,77,,,14,,,goal,189720874.0,,True,regular,,795761.0,Kasper Dolberg,
12421115,,,,,75,,,16,,,substitution,123261426.0,False,False,regular,,,,
12421115,,,,,74,,,17,,,substitution,123261425.0,False,False,regular,,,,
12421115,,,,,62,,,29,,,substitution,123261239.0,False,False,regular,,,,
12421115,,,,,61,,,30,,,substitution,123261238.0,False,False,regular,,,,
12421115,,3.0,0.0,,57,,,34,,,goal,189719744.0,,True,regular,,1101702.0,Mario Stroeykens,
12421115,,2.0,0.0,,50,,,41,,,goal,189719182.0,,True,ownGoal,,1007528.0,Abdelkahar Kadri,owngoal
12421115,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,
12421115,,,,,45,0.0,,1,,,injuryTime,,,,,2.0,,,
12421115,,,,,38,,,8,,,substitution,123260970.0,True,True,injury,,,,
12421115,,1.0,0.0,,37,,,9,,,goal,189716239.0,,True,penalty,,795761.0,Kasper Dolberg,penalty
