match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_blockedScoringAttempt,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wonTackle,stat_penaltyWon,stat_bigChanceCreated,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goals,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_outfielderBlock,stat_clearanceOffLine,stat_penaltyConceded,stat_ownGoals,stat_bigChanceMissed
12421115,home,RSC Anderlecht,Colin Coosemans,,,colin-coosemans,C. Coosemans,G,26,185.0,265,M,122399,EUR,712800000,G,26,26,False,True,38.0,31.0,14.0,7.0,0.0,30.0,32.0,1.0,6.0,9.0,2.0,1.0,90.0,46.0,7.1,7.0,0.00057079,0,0.0138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421115,home,RSC Anderlecht,Killian Sardella,,,killian-sardella,K. Sardella,D,54,177.0,482,M,909964,EUR,1020297600,D,54,54,False,,55.0,46.0,7.0,2.0,0.0,13.0,14.0,35.0,50.0,6.0,,,90.0,87.0,7.9,22.0,0.108802,1,,9.0,2.0,1.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1499,3.0,,,,,,,,,,,,,,,,,,,,,
12421115,home,RSC Anderlecht,Jan-Carlo Simić,Jan-Carlo Simić,,jan-carlo-simic,J. Simić,D,4,185.0,1987,M,1214992,EUR,1114992000,D,4,4,False,,73.0,67.0,5.0,2.0,0.0,35.0,36.0,32.0,37.0,2.0,,,85.0,80.0,7.1,6.0,0.0269718,1,,,,,2.0,3.0,,,,,2.0,2.0,,,0.0736,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12421115,home,RSC Anderlecht,Zanka,,,zanka,Zanka,D,,189.0,459,M,26404,EUR,640828800,D,13,13,False,,113.0,108.0,9.0,7.0,0.0,73.0,74.0,35.0,39.0,2.0,,,90.0,124.0,7.7,7.0,0.451314,2,,,,2.0,4.0,3.0,,1.0,,,5.0,,,,0.2467,1.0,3.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
12421115,home,RSC Anderlecht,Moussa Ndiaye,,,moussa-ndiaye,M. Ndiaye,D,16,181.0,1546,M,982315,EUR,1024358400,D,5,5,False,,93.0,89.0,4.0,3.0,0.0,44.0,45.0,45.0,48.0,4.0,,,90.0,108.0,7.9,7.0,0.0402843,0,,,,,1.0,3.0,,,,,,2.0,1.0,2.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
12421115,home,RSC Anderlecht,Majeed Ashimeru,,,majeed-ashimeru,M. Ashimeru,M,18,182.0,1285,M,901149,EUR,876441600,M,18,18,False,,23.0,23.0,,,0.0,8.0,8.0,15.0,15.0,2.0,,,38.0,32.0,7.1,,0.0440127,2,,,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,0.1203,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
12421115,home,RSC Anderlecht,Mats Rits,,,mats-rits,M. Rits,M,23,180.0,216,M,70961,EUR,742953600,M,23,23,False,,70.0,62.0,9.0,6.0,0.0,32.0,34.0,30.0,36.0,6.0,,,90.0,77.0,7.0,10.0,0.271106,0,,,,1.0,2.0,3.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
12421115,home,RSC Anderlecht,Anders Dreyer,,,anders-dreyer,A. Dreyer,F,10,174.0,2337,M,809280,EUR,894067200,M,36,36,False,,44.0,35.0,2.0,1.0,1.0,7.0,7.0,30.0,42.0,2.0,,,85.0,66.0,8.4,17.0,0.803123,3,,5.0,2.0,1.0,3.0,4.0,,3.0,2.0,1.0,2.0,,1.0,1.0,0.0873,6.0,,2.0,,1.0,,4.0,1.0,,1.0,1.0,0.0305,,,,,,,,,,
12421115,home,RSC Anderlecht,Mario Stroeykens,Mathieu,Stroeykens,mario-stroeykens,M. Stroeykens,M,29,177.0,3682,M,1101702,EUR,1096416000,M,29,29,False,,69.0,62.0,1.0,1.0,0.0,12.0,12.0,51.0,59.0,6.0,,,90.0,96.0,8.5,17.0,0.327643,3,,2.0,1.0,,9.0,9.0,4.0,4.0,1.0,1.0,,1.0,4.0,3.0,0.2496,4.0,1.0,2.0,1.0,1.0,,1.0,3.0,,,,0.8784,1.0,,,,,,,,,
12421115,home,RSC Anderlecht,Samuel Edozie,Samuel Edozie,,samuel-edozie,S. Edozie,M,23,181.0,774,M,1065214,EUR,1043712000,M,27,27,False,,21.0,20.0,,,0.0,7.0,7.0,13.0,17.0,2.0,,,78.0,45.0,7.0,11.0,0.0344769,4,,3.0,,,7.0,5.0,2.0,6.0,2.0,1.0,,1.0,1.0,2.0,0.4666,1.0,,1.0,1.0,,2.0,1.0,1.0,,,,0.1336,,,,,,,,,,
