match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,captain,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wonContest,stat_blockedScoringAttempt,stat_dispossessed,stat_totalCross,stat_accurateCross,stat_hitWoodwork,stat_goals,stat_totalOffside,player_sofascoreId,stat_clearanceOffLine
12765204,home,Cercle Brugge,Paris Brunner,paris-brunner,P. Brunner,F,29,185,2040,M,1403216,EUR,1139961600,F,13,13,False,10.0,7.0,2.0,1.0,0.0,,,8.0,11.0,1.0,5.0,,,,,,90.0,49.0,7.0,20.0,0.0696327,6,,,,6.0,2.0,19.0,9.0,,,7.0,3.0,1.0,2.0,2.0,,2.0,2.0,,7.0,2.0,1.0,4.0,0.6731,0.8048,2.0,1.0,5.0,1.0,1.0,,1.0,,,
12765204,home,Cercle Brugge,Ibrahim Diakité,ibrahim-diakite,I. Diakité,D,2,178,2178,M,1168646,EUR,1067558400,D,2,2,True,3.0,2.0,,,0.0,,,2.0,3.0,3.0,1.0,,,,,,29.0,10.0,6.7,1.0,0.00052923,0,,Ibrahim Diakité,,2.0,1.0,2.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12765204,home,Cercle Brugge,Malamine Efekele,efekele-malamine,M. Efekele,M,21,180,213,M,1385508,EUR,1090195200,F,7,7,True,5.0,3.0,1.0,,0.0,1.0,1.0,2.0,4.0,,1.0,,,,,,28.0,10.0,7.2,3.0,0.0406721,1,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,0.0388,,,1.0,,,,,,,,
12765204,home,Cercle Brugge,Kazeem Olaigbe,kazeem-olaigbe,K. Olaigbe,F,70,178,767,M,1004346,EUR,1041465600,F,19,19,True,6.0,5.0,,,0.0,2.0,2.0,3.0,5.0,,4.0,,,,,,28.0,16.0,7.1,3.0,0.156163,1,,,,,1.0,1.0,3.0,1.0,,,,,1.0,,,,,,3.0,,,1.0,0.0824,0.1143,2.0,,,1.0,,,,,,
12765204,home,Cercle Brugge,Lawrence Agyekum,lawrence-agyekum,L. Agyekum,M,6,174,953,M,1185568,EUR,1069545600,M,6,6,True,9.0,7.0,2.0,1.0,0.0,6.0,7.0,1.0,2.0,2.0,2.0,,,,,,20.0,16.0,6.8,3.0,0.00124877,0,,Lawrence Agyekum,,,1.0,1.0,4.0,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,
12765204,home,Cercle Brugge,Hannes Van Der Bruggen,hannes-van-der-bruggen,H. V. D. Bruggen,M,28,180,74,M,94290,EUR,733622400,M,28,28,True,9.0,9.0,2.0,2.0,0.0,3.0,3.0,6.0,6.0,1.0,3.0,,,,,,9.0,16.0,7.0,2.0,0.0152736,0,,,,,,3.0,2.0,,,1.0,,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,,1.0,,,,,,,
12765204,home,Cercle Brugge,Tiemen De Bel,tiemen-de-bel,T. D. Bel,G,94,190,20,M,1893847,EUR,1162252800,G,95,95,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765204,home,Cercle Brugge,Bas Langenbick,langenbick-bas,B. Langenbick,G,84,189,32,M,1191211,EUR,1055635200,G,84,84,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765204,home,Cercle Brugge,Jonas Lietaert,lietaert-jonas,J. Lietaert,D,76,190,52,M,1469335,EUR,1089936000,D,76,76,True,,,,,,,,,,,,,,,,,,,,,,0,,Jonas Lietaert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765204,home,Cercle Brugge,Dalangunypole Gomis,dalangunypole-gomis,D. Gomis,D,4,184,50,M,1514298,EUR,1088380800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765204,away,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185,464,M,827418,EUR,852422400,G,16,16,False,44.0,23.0,32.0,11.0,0.0,16.0,19.0,7.0,25.0,,13.0,,5.0,7.0,,,90.0,58.0,8.0,23.0,0.00446235,1,1.1103,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,0.0505,0.1145,,,,,,,,,,
12765204,away,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,41.0,31.0,2.0,,0.0,19.0,26.0,12.0,16.0,5.0,5.0,,,,,,90.0,71.0,7.7,14.0,0.0132588,0,,,,1.0,6.0,2.0,14.0,,,,2.0,,,1.0,1.0,5.0,4.0,True,1.0,,,,,,1.0,,,1.0,,,,,,
12765204,away,Başakşehir FK,Ousseynou Ba,ousseynou-ba,O. Ba,D,27,192,385,M,889430,EUR,816048000,D,27,27,False,36.0,32.0,2.0,1.0,0.0,32.0,34.0,,2.0,13.0,3.0,,,,,,90.0,58.0,7.2,5.0,0.00039885,1,,,,1.0,2.0,2.0,4.0,,2.0,1.0,,1.0,,,,2.0,2.0,,,1.0,,1.0,0.1602,0.2792,,,,,,,,,,
12765204,away,Başakşehir FK,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1395,M,920514,EUR,908323200,D,3,3,False,42.0,34.0,9.0,3.0,0.0,31.0,34.0,3.0,8.0,8.0,4.0,,,,,,90.0,55.0,6.8,11.0,0.00076509,0,,,,1.0,2.0,3.0,3.0,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,
12765204,away,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178,140,M,248529,EUR,687052800,D,6,6,False,36.0,17.0,13.0,2.0,0.0,6.0,13.0,12.0,26.0,3.0,,,,,,,89.0,66.0,6.4,29.0,0.190989,0,,,,2.0,,4.0,1.0,1.0,,2.0,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,3.0,1.0,,,1.0,,
12765204,away,Başakşehir FK,Olivier Kemen,olivier-kemen,O. Kemen,M,8,177,827,M,280447,EUR,837820800,M,8,8,False,36.0,29.0,4.0,2.0,0.0,9.0,9.0,21.0,31.0,3.0,5.0,,,,,,90.0,54.0,6.9,12.0,0.104572,2,,,,3.0,3.0,7.0,6.0,,1.0,1.0,,1.0,2.0,2.0,,2.0,1.0,,2.0,2.0,1.0,1.0,0.5136,0.204,1.0,,,4.0,1.0,,,1.0,,
12765204,away,Başakşehir FK,Onur Ergün,onur-ergun,O. Ergün,M,4,185,45,M,893009,EUR,721785600,M,4,4,False,38.0,26.0,5.0,3.0,0.0,16.0,22.0,11.0,17.0,7.0,4.0,,,,,,89.0,60.0,7.1,14.0,0.0952949,1,,,,2.0,2.0,8.0,9.0,,1.0,1.0,,2.0,,3.0,1.0,7.0,5.0,,,,1.0,,0.0127,,,,1.0,1.0,1.0,,,,,
12765204,away,Başakşehir FK,Miguel Crespo,miguel-crespo,M. Crespo,M,13,187,618,M,972410,EUR,842400000,M,13,13,False,30.0,22.0,2.0,2.0,1.0,9.0,12.0,14.0,19.0,1.0,2.0,,,,,,87.0,48.0,6.7,18.0,0.304405,1,,,,,,6.0,3.0,,,4.0,1.0,,1.0,1.0,,1.0,,,4.0,1.0,1.0,,0.1462,,1.0,,2.0,1.0,1.0,,,,,
12765204,away,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175,292,M,252207,EUR,728265600,F,23,23,False,33.0,23.0,4.0,,0.0,7.0,7.0,16.0,29.0,1.0,3.0,,,,,,81.0,47.0,6.9,16.0,0.150979,0,,,,3.0,,4.0,4.0,1.0,,2.0,2.0,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,,1.0,3.0,,,,,,
12765204,away,Başakşehir FK,Krzysztof Piątek,krzysztof-piatek,K. Piątek,F,9,183,13169,M,558738,EUR,804556800,F,9,9,False,24.0,16.0,,,0.0,,2.0,16.0,22.0,5.0,3.0,,,,,,90.0,42.0,7.5,13.0,0.0625604,4,,,,7.0,6.0,11.0,8.0,,,2.0,2.0,2.0,,,,,,,1.0,,1.0,1.0,0.5192,0.6367,,2.0,1.0,,,,1.0,,pjona_9,
12765204,away,Başakşehir FK,Davidson,davidson,Davidson,M,,177,353,M,814334,EUR,668131200,F,91,91,False,34.0,23.0,1.0,1.0,0.0,11.0,14.0,12.0,21.0,1.0,6.0,,,,,,90.0,63.0,7.5,20.0,0.0639168,2,,,,,3.0,5.0,9.0,1.0,,4.0,3.0,2.0,2.0,,1.0,,,,4.0,,1.0,,0.0811,,3.0,1.0,2.0,1.0,,,,,,
12765204,away,Başakşehir FK,João Figueiredo,joao-figueiredo,J. Figueiredo,F,25,179,1278,M,841012,EUR,833155200,F,25,25,True,2.0,1.0,,,0.0,,,2.0,3.0,,1.0,,,,,,9.0,4.0,6.6,2.0,0.0426794,0,,,,1.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,
12765204,away,Başakşehir FK,Dimitrios Pelkas,dimitrios-pelkas,D. Pelkas,M,10,175,1186,M,139304,EUR,751593600,M,14,14,True,2.0,1.0,,,0.0,,1.0,3.0,5.0,,,,,,,,11.0,7.0,6.6,4.0,0.0908738,0,,,,1.0,,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,4.0,2.0,,,,,
12765204,away,Başakşehir FK,Hamza Güreler,hamza-gureler,H. Güreler,D,15,192,199,M,1562294,EUR,1144627200,D,15,15,True,1.0,1.0,,,0.0,1.0,1.0,,,,1.0,,,,,,1.0,2.0,,,3e-07,0,,Hamza Güreler,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12765204,away,Başakşehir FK,Emre Kaplan,emre-kaplan,E. Kaplan,M,75,174,33,M,1009308,EUR,979257600,D,75,75,True,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,,,,,,,,1.0,3.0,,1.0,0.00251798,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0
12765204,away,Başakşehir FK,Deniz Dilmen,deniz-dilmen,D. Dilmen,G,1,198,150,M,1065508,EUR,1117929600,G,98,98,True,,,,,,,,,,,,,,,,,,,,,,0,,Deniz Dilmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765204,away,Başakşehir FK,Volkan Babacan,volkan-babacan,V. Babacan,G,1,192,197,M,30143,EUR,587260800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765204,away,Başakşehir FK,Berat Ayberk Özdemir,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187,216,M,876857,EUR,895881600,M,2,2,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
