match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,player_sofascoreId,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_totalOffside
10388453,home,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,40.0,29.0,21.0,10.0,26.0,28.0,3.0,12.0,11.0,1.0,2.0,90.0,50.0,7.5,11.0,0.0,0.0,0.00083052,0,0.7177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388453,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,D,20,20,False,39.0,32.0,4.0,2.0,23.0,28.0,9.0,15.0,5.0,,,81.0,64.0,7.8,14.0,0.2511,0.261,0.0113295,4,,,,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
10388453,home,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,False,39.0,34.0,6.0,3.0,28.0,30.0,6.0,9.0,6.0,,,90.0,45.0,6.8,5.0,0.0,0.0,0.00235193,0,,,,,2.0,3.0,1.0,,,,,,,,1.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
10388453,home,VfL Wolfsburg,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12555,M,998247,EUR,987638400,D,5,5,False,42.0,35.0,4.0,3.0,30.0,34.0,5.0,8.0,7.0,,,90.0,49.0,7.0,8.0,0.0,0.0,0.00301487,0,,,,,1.0,4.0,4.0,,1.0,,,,,,2.0,1.0,1.0,,,1.0,3.0,mickyvdven,1.0,1.0,1.0,,,,,,,,,,,,
10388453,home,VfL Wolfsburg,Paulo Otávio,paulo-otavio,P. Otávio,D,6,173,323,M,552180,EUR,785548800,D,6,6,False,43.0,31.0,5.0,2.0,17.0,22.0,15.0,25.0,5.0,,,90.0,81.0,7.2,23.0,0.0215,0.0,0.207011,1,,,,4.0,2.0,7.0,4.0,1.0,4.0,,1.0,,,,2.0,5.0,3.0,1.0,,1.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,
10388453,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,43.0,35.0,12.0,8.0,18.0,18.0,20.0,36.0,13.0,,,90.0,73.0,9.0,19.0,0.0402,0.0,0.415687,2,,,,11.0,2.0,5.0,7.0,2.0,2.0,1.0,2.0,,,,4.0,,3.0,,1.0,,2.0,,,,2.0,2.0,3.0,2.0,3.0,True,,,,,,,
10388453,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1034,M,987504,EUR,991180800,M,39,39,False,19.0,15.0,1.0,1.0,2.0,3.0,14.0,18.0,6.0,,,67.0,40.0,7.2,14.0,0.0,0.0,0.260808,0,,,,2.0,1.0,8.0,3.0,3.0,4.0,1.0,,,,,1.0,2.0,,1.0,2.0,1.0,,,,,,1.0,1.0,2.0,5.0,,,,,,,,
10388453,home,VfL Wolfsburg,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,907463,EUR,971136000,M,22,22,False,17.0,10.0,2.0,,3.0,5.0,7.0,13.0,2.0,,,74.0,35.0,8.9,8.0,0.7185,0.8955,0.0343613,5,,,,1.0,1.0,5.0,7.0,,2.0,2.0,1.0,3.0,1.0,2.0,2.0,,2.0,,3.0,2.0,,,2.0,,2.0,,,1.0,1.0,,1.0,,,,,,
10388453,home,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184,166,M,169255,EUR,763516800,M,31,31,False,38.0,33.0,3.0,3.0,15.0,18.0,18.0,21.0,7.0,,,90.0,47.0,6.5,9.0,0.0346,0.0,0.0208689,1,,,,1.0,2.0,5.0,2.0,1.0,2.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,
10388453,home,VfL Wolfsburg,Jakub Kamiński,jakub-kaminski,J. Kamiński,M,16,178,5205,M,801263,EUR,1023235200,M,16,16,False,18.0,16.0,,,2.0,2.0,15.0,19.0,,,,81.0,31.0,6.5,8.0,0.1253,0.0,0.140081,2,,,,3.0,1.0,4.0,2.0,,4.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,jakub.kaminskii,,,1.0,,1.0,,1.0,,1.0,,,,,,
