match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_totalCross,stat_aerialWon,player_sofascoreId,stat_aerialLost,stat_interceptionWon,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_totalContest,captain,stat_unsuccessfulTouch,stat_dispossessed,stat_wonContest,stat_accurateCross,stat_penaltyConceded,stat_blockedScoringAttempt,stat_totalOffside,stat_shotOffTarget,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_penaltyWon,stat_bigChanceMissed,stat_goals
10385499,home,Crystal Palace,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,13,13,False,20.0,15.0,10.0,5.0,11.0,13.0,4.0,7.0,1.0,7.0,1.0,1.0,3.0,90.0,29.0,6.8,5.0,0.0,0.0,0.000383667,0,0.9471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385499,home,Crystal Palace,Nathaniel Clyne,nathaniel-clyne,N. Clyne,D,17,175,676,M,43215,EUR,670809600,D,17,17,False,7.0,4.0,,,4.0,6.0,,1.0,,1.0,,,,71.0,14.0,6.4,4.0,0.0,0.0,9.9301e-05,0,,,,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385499,home,Crystal Palace,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,16,16,False,42.0,34.0,10.0,5.0,26.0,28.0,8.0,15.0,9.0,1.0,,,,90.0,57.0,6.9,9.0,0.0,0.0,0.00206167,0,,,,1.0,3.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10385499,home,Crystal Palace,Marc Guéhi,marc-guehi,M. Guéhi,D,15,182,22326,M,877994,EUR,963446400,D,6,6,False,46.0,36.0,11.0,5.0,26.0,30.0,10.0,16.0,5.0,3.0,,,,90.0,60.0,6.9,10.0,0.0,0.0,0.00313146,0,,,,3.0,3.0,1.0,1.0,2.0,,,1.0,MarcGuehi13,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
10385499,home,Crystal Palace,Tyrick Mitchell,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,988275,EUR,936144000,D,3,3,False,26.0,19.0,,,9.0,12.0,10.0,14.0,2.0,2.0,,,,90.0,45.0,6.5,8.0,0.0,0.0,0.00257273,0,,,,4.0,3.0,3.0,1.0,,1.0,,,,,1.0,,3.0,3.0,,,,,,,,,,,,,,,
10385499,home,Crystal Palace,Albert Sambi Lokonga,albert-sambi-lokonga,A. S. Lokonga,M,6,183,3626,M,901892,EUR,940550400,M,8,8,False,31.0,28.0,3.0,2.0,20.0,21.0,8.0,10.0,3.0,3.0,,,,90.0,50.0,7.0,5.0,0.0,0.0,0.00606611,0,,,,3.0,8.0,1.0,,3.0,,,1.0,,1.0,1.0,,4.0,2.0,1.0,,,,,,,,,,,,,,
10385499,home,Crystal Palace,Luka Milivojević,luka-milivojevic,L. Milivojević,M,19,183,512,M,50294,EUR,670982400,M,4,4,False,16.0,9.0,5.0,1.0,4.0,6.0,5.0,10.0,,4.0,,,,61.0,19.0,6.2,8.0,0.0,0.0,0.00131428,0,,,,6.0,,1.0,,,3.0,,,,2.0,2.0,,,,,True,1.0,,,,,,,,,,,,
10385499,home,Crystal Palace,Jeffrey Schlupp,jeffrey-schlupp,J. Schlupp,D,27,178,764,M,148710,EUR,725068800,M,15,15,False,15.0,11.0,2.0,,2.0,2.0,9.0,15.0,1.0,2.0,,,,80.0,26.0,6.6,10.0,0.0,0.0,0.00193036,0,,,,1.0,3.0,,1.0,,,2.0,1.0,,,,,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,
10385499,home,Crystal Palace,Michael Olise,michael-olise,M. Olise,M,17,185,76795,M,978838,EUR,1008115200,F,7,7,False,21.0,17.0,2.0,,11.0,12.0,8.0,14.0,,10.0,,,,90.0,44.0,6.5,12.0,0.0,0.0,0.0789418,0,,,,8.0,5.0,2.0,,3.0,2.0,5.0,1.0,MOlise,2.0,1.0,2.0,1.0,1.0,1.0,,3.0,1.0,,2.0,1.0,,,,,,,,
10385499,home,Crystal Palace,Wilfried Zaha,wilfried-zaha,W. Zaha,M,10,180,18787,M,111850,EUR,721353600,F,11,11,False,17.0,10.0,1.0,,4.0,8.0,6.0,9.0,,4.0,,,,90.0,42.0,6.4,19.0,0.1403,0.0,0.00620519,3,,,,6.0,7.0,1.0,,4.0,,,,wilfriedzaha,,,,,,5.0,,6.0,3.0,3.0,,,3.0,1.0,,,,,,
