match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_fouls,player_sofascoreId,stat_aerialWon,stat_wasFouled,stat_aerialLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_punches,stat_blockedScoringAttempt,stat_hitWoodwork
11392813,home,Olympique de Marseille,Pau López,pau-lopez,P. López,G,25,189,1242,M,548848,EUR,787276800,G,16,16,False,34.0,28.0,9.0,5.0,23.0,26.0,5.0,8.0,5.0,1.0,1.0,90.0,40.0,7.1,6.0,0.00154824,0,0.2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392813,home,Olympique de Marseille,Jonathan Clauss,jonathan-clauss,J. Clauss,M,92,178,2004,M,821728,EUR,717379200,D,7,7,False,45.0,36.0,3.0,,16.0,18.0,21.0,30.0,3.0,,,90.0,75.0,7.5,14.0,0.22012,2,,,,3.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0465,1.0,,,,,,,,,,,,,,,
11392813,home,Olympique de Marseille,Samuel Gigot,samuel-gigot,S. Gigot,D,2,187,808,M,339231,EUR,750384000,D,4,4,False,45.0,42.0,2.0,1.0,32.0,33.0,11.0,13.0,4.0,,,68.0,56.0,7.0,4.0,0.0335906,0,,,,1.0,1.0,1.0,3.0,,,,,,5.0,,3.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,
11392813,home,Olympique de Marseille,Chancel Mbemba,chancel-mbemba,C. Mbemba,D,18,182,34725,M,238612,EUR,776304000,D,99,99,False,74.0,71.0,5.0,4.0,46.0,46.0,25.0,28.0,6.0,,,90.0,82.0,7.3,4.0,0.0124465,0,,,,,,1.0,2.0,,,,,,4.0,,,,1.0,,,,1.0,1.0,chancel22,2.0,,,,,,,,,,,
11392813,home,Olympique de Marseille,Renan Lodi,renan-lodi,R. Lodi,D,16,173,4176,M,851150,EUR,891993600,D,12,12,False,39.0,31.0,4.0,2.0,18.0,19.0,13.0,24.0,6.0,,,90.0,60.0,7.1,16.0,0.00674561,0,,,,4.0,,2.0,4.0,1.0,,,,,4.0,,1.0,1.0,3.0,1.0,,,,1.0,renan_lodi,,3.0,,,,,,,,,,
11392813,home,Olympique de Marseille,Geoffrey Kondogbia,geoffrey-kondogbia,G. Kondogbia,M,19,188,2269,M,96544,EUR,729734400,M,19,19,False,37.0,36.0,3.0,3.0,16.0,17.0,20.0,20.0,7.0,,,90.0,53.0,7.2,6.0,0.0384729,1,,,,,,6.0,6.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,0.0203,,,2.0,,2.0,2.0,1.0,2.0,1.0,0.0953,,,,,,
11392813,home,Olympique de Marseille,Valentin Rongier,valentin-rongier,V. Rongier,M,21,172,1149,M,581314,EUR,786758400,M,21,21,False,55.0,49.0,5.0,2.0,18.0,19.0,31.0,36.0,6.0,,,90.0,68.0,7.2,9.0,0.0321754,1,,,,,,5.0,5.0,1.0,2.0,1.0,,,1.0,2.0,4.0,1.0,2.0,,0.0943,2.0,,3.0,,,,,,1.0,0.0209,True,,,,,
11392813,home,Olympique de Marseille,Jordan Veretout,jordan-veretout,J. Veretout,M,21,177,1268,M,151124,EUR,730944000,M,27,27,False,13.0,7.0,3.0,,5.0,7.0,2.0,6.0,3.0,,,68.0,18.0,6.4,9.0,0.00045446,1,,,,,,5.0,2.0,1.0,,,,,,,,,1.0,1.0,0.0278,,,1.0,,1.0,1.0,2.0,2.0,1.0,0.1861,,,,,,
11392813,home,Olympique de Marseille,Ismaïla Sarr,ismaila-sarr,I. Sarr,F,7,185,26789,M,845286,EUR,888364800,F,23,23,False,16.0,10.0,2.0,,1.0,2.0,9.0,17.0,2.0,,,77.0,31.0,6.7,14.0,0.0168137,0,,,,3.0,,6.0,5.0,,2.0,,,,,,2.0,1.0,1.0,,,,1.0,,ismaila_sarr18,2.0,1.0,3.0,1.0,,,,,,,,
11392813,home,Olympique de Marseille,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,P. Aubameyang,F,17,187,49773,M,51498,EUR,614131200,F,10,10,False,9.0,6.0,,,1.0,2.0,5.0,8.0,3.0,,,77.0,17.0,7.1,4.0,0.0253406,1,,,,1.0,,1.0,3.0,,,,,1.0,1.0,,2.0,2.0,,,0.0414,,1.0,,Auba,1.0,,1.0,,,,,,,,,
11392813,home,Olympique de Marseille,Amine Harit,amine-harit,A. Harit,M,25,179,11445,M,827522,EUR,866592000,F,11,11,False,25.0,22.0,1.0,1.0,2.0,2.0,22.0,26.0,5.0,,,90.0,42.0,7.1,8.0,0.147914,1,,,,3.0,2.0,4.0,5.0,1.0,2.0,2.0,,1.0,,,,,2.0,,0.5064,2.0,2.0,1.0,amineharit,,3.0,1.0,1.0,,,,1.0,,,,
11392813,home,Olympique de Marseille,Bamo Meïté,bamo-meite,B. Meïté,D,5,183,525,M,1131541,EUR,992995200,M,18,18,True,20.0,18.0,1.0,1.0,14.0,14.0,4.0,6.0,2.0,,,22.0,24.0,7.0,2.0,0.00127822,1,,,,,,,3.0,,1.0,1.0,,1.0,,1.0,,,,,0.0592,,,,,1.0,1.0,,,,,,,,,,
11392813,home,Olympique de Marseille,Iliman Ndiaye,iliman-ndiaye,I. Ndiaye,M,10,180,54701,M,914309,EUR,952300800,F,29,29,True,8.0,5.0,,,1.0,1.0,4.0,7.0,,,,22.0,15.0,6.5,7.0,0.00369205,0,,,,,,5.0,3.0,1.0,5.0,3.0,,,,,,,1.0,,,,,,ilimanndiaye10,,,1.0,1.0,,,,,,,,
11392813,home,Olympique de Marseille,Vitinha,vitinha,Vitinha,F,9,183,2248,M,1093695,EUR,953078400,F,9,9,True,,,,,,,,1.0,,,,13.0,5.0,6.9,2.0,,0,,,,1.0,,,2.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,
11392813,home,Olympique de Marseille,Joaquín Correa,joaquin-correa,J. Correa,F,30,188,5676,M,249929,EUR,776736000,F,20,20,True,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,13.0,4.0,6.7,,0.180431,0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,tucocorrea,,,1.0,,,,,,,,,
11392813,home,Olympique de Marseille,Rubén Blanco,ruben-blanco,R. Blanco,G,,188,391,M,180515,EUR,806630400,G,36,36,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392813,home,Olympique de Marseille,Amir Murillo,michael-murillo,A. Murillo,D,62,183,3561,M,839493,EUR,823996800,D,62,62,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392813,home,Olympique de Marseille,Emran Soglo,soglo-emran,E. Soglo,D,17,178,350,M,1403124,EUR,1121040000,M,37,37,True,,,,,,,,,,,,,,,,,0,,Emran Soglo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392813,home,Olympique de Marseille,Noam Mayoka-Tika,noam-mayoka-tika,N. Mayoka-Tika,M,3,184,127,M,1134471,EUR,1067731200,M,66,66,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392813,home,Olympique de Marseille,Bilal Nadir,bilal-nadir,B. Nadir,M,26,178,4739,M,1129527,EUR,1069891200,M,34,34,True,,,,,,,,,,,,,,,,,0,,Bilal,Nadir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392813,away,Lille,Lucas Chevalier,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,37.0,33.0,5.0,1.0,32.0,33.0,1.0,4.0,7.0,,3.0,90.0,45.0,7.3,4.0,0.00064168,0,0.3023,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,
11392813,away,Lille,Tiago Santos,tiago-santos,T. Santos,D,22,175,1632,M,1087364,EUR,1027382400,D,22,22,False,40.0,37.0,1.0,1.0,20.0,20.0,17.0,21.0,6.0,,,90.0,61.0,7.2,9.0,0.0204963,0,,,,1.0,,4.0,5.0,,3.0,2.0,,,5.0,1.0,,,3.0,,,1.0,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,
