match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_interceptionWon,stat_bigChanceCreated,stat_dispossessed,player_sofascoreId,captain,player_firstName,player_lastName,stat_punches,stat_totalOffside,stat_goals,stat_penaltyWon,stat_penaltyMiss,stat_goalAssist
11368593,home,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183,223,M,848980,EUR,868406400,G,13,13,False,19.0,10.0,12.0,3.0,8.0,9.0,2.0,10.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,90.0,27.0,6.9,9.0,0.0,0.0,0.00056399,0,0.5312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368593,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,D,3,3,False,32.0,24.0,3.0,1.0,6.0,9.0,21.0,33.0,4.0,3.0,,2.0,,,,,90.0,64.0,7.1,18.0,0.3579,0.0,0.114098,3,,10.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,
11368593,home,Celta Vigo,Joseph Aidoo,joseph-aidoo,J. Aidoo,D,4,184,857,M,796320,EUR,812332800,D,15,15,False,42.0,32.0,8.0,3.0,18.0,21.0,14.0,21.0,5.0,5.0,,1.0,,,,,90.0,52.0,6.7,10.0,0.0,0.0,0.0120476,0,,,,3.0,8.0,2.0,,,,,,4.0,3.0,1.0,,,,5.0,,,,,,,,,,,,,,,
11368593,home,Celta Vigo,Carl Starfelt,carl-starfelt,C. Starfelt,D,2,185,781,M,360718,EUR,801964800,D,2,2,False,24.0,23.0,1.0,,20.0,21.0,3.0,3.0,2.0,5.0,,1.0,,,,,90.0,32.0,6.8,1.0,0.0,0.0,0.00140367,0,,,,1.0,1.0,1.0,,,,,,5.0,,,,,,1.0,2.0,,,,,,,,,,,,,,
11368593,home,Celta Vigo,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,4,4,False,51.0,41.0,9.0,4.0,28.0,33.0,13.0,18.0,6.0,4.0,,4.0,,,,,90.0,62.0,6.8,10.0,0.0182,0.0514,0.0124264,1,,,,1.0,3.0,1.0,1.0,1.0,,,,4.0,1.0,,,,,1.0,,1.0,2.0,,,,,,,,,,,,
11368593,home,Celta Vigo,Franco Cervi,franco-cervi,F. Cervi,M,11,165,1013,M,557008,EUR,769910400,D,11,11,False,17.0,15.0,,,7.0,8.0,8.0,11.0,1.0,3.0,,,,,,,45.0,26.0,7.0,4.0,0.0,0.0,0.477488,0,,2.0,,1.0,3.0,,,,,,,1.0,1.0,,,2.0,1.0,,,,,1.0,,,,,,,,,,,
11368593,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,36.0,29.0,2.0,1.0,6.0,11.0,23.0,26.0,7.0,8.0,,1.0,,,,,90.0,49.0,6.4,11.0,0.0,0.0,0.0275903,0,,1.0,,1.0,3.0,3.0,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,
11368593,home,Celta Vigo,Luca De La Torre,luca-de-la-torre,L. D. L. Torre,M,14,178,551,M,846492,EUR,895881600,M,14,14,False,29.0,27.0,,,7.0,7.0,20.0,23.0,2.0,2.0,,2.0,,,,,80.0,34.0,6.7,4.0,0.0193,0.0,0.0190352,1,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,
11368593,home,Celta Vigo,Jonathan Bamba,jonathan-bamba,J. Bamba,F,19,175,1936,M,595576,EUR,827798400,M,17,17,False,27.0,18.0,1.0,1.0,7.0,10.0,12.0,20.0,3.0,5.0,,,,,,,90.0,49.0,7.3,17.0,0.0772,0.0,0.216163,1,,3.0,1.0,1.0,5.0,,4.0,2.0,,1.0,,,2.0,2.0,4.0,1.0,2.0,,,,2.0,,,,,,,,,,,,
11368593,home,Celta Vigo,Jørgen Strand Larsen,jorgen-strand-larsen,J. S. Larsen,F,22,193,4810,M,876599,EUR,949795200,F,18,18,False,21.0,15.0,,,6.0,7.0,9.0,14.0,10.0,5.0,,5.0,,,,,77.0,33.0,7.1,9.0,0.3448,0.1237,0.0311982,5,,,,1.0,5.0,4.0,,,,2.0,1.0,,,,3.0,2.0,1.0,3.0,,2.0,1.0,,,,,,,,,,,,
