match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_totalContest,stat_totalClearance,stat_fouls,player_firstName,player_lastName,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_dispossessed,stat_shotOffTarget,stat_wasFouled,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_goalAssist,stat_goals
11396397,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,25.0,23.0,5.0,3.0,22.0,22.0,1.0,3.0,7.0,90.0,28.0,6.0,2.0,0.00036691,0,-0.7354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396397,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,D,28,28,False,29.0,25.0,,,4.0,4.0,22.0,39.0,1.0,83.0,55.0,7.0,18.0,0.348116,1,,True,14.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0066,0.4953,2.0,,,,,,,,,,,,,,,,,,,,,
11396397,home,1. FC Union Berlin,Leonardo Bonucci,leonardo-bonucci,L. Bonucci,D,19,190,2803,M,15444,EUR,546825600,D,23,23,False,37.0,29.0,11.0,4.0,16.0,16.0,14.0,26.0,4.0,83.0,53.0,6.5,14.0,0.0304732,0,,,5.0,1.0,1.0,1.0,2.0,4.0,,,,1.0,3.0,2.0,1.0,,,1.0,bonuccileo,1.0,2.0,,,,,,,,,,,,,,,,,,
11396397,home,1. FC Union Berlin,Robin Knoche,robin-knoche,R. Knoche,D,31,190,148,M,130433,EUR,706492800,D,31,31,False,54.0,50.0,2.0,2.0,34.0,36.0,16.0,18.0,13.0,90.0,67.0,6.4,7.0,0.00855326,0,,,,,3.0,,7.0,4.0,2.0,,,1.0,4.0,3.0,3.0,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,
11396397,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,76.0,58.0,12.0,3.0,23.0,31.0,35.0,46.0,4.0,90.0,91.0,6.5,21.0,0.03479,0,,,1.0,,2.0,1.0,3.0,4.0,,,,1.0,1.0,1.0,1.0,,,,,2.0,4.0,1.0,,,2.0,,,,,,,,,,,,,,
11396397,home,1. FC Union Berlin,Robin Gosens,robin-gosens,R. Gosens,D,21,183,3171,M,377118,EUR,773366400,D,6,6,False,53.0,44.0,2.0,1.0,18.0,19.0,26.0,38.0,4.0,90.0,82.0,6.9,15.0,0.0337916,1,,,4.0,,4.0,1.0,4.0,3.0,,,,3.0,2.0,2.0,,0.03,,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,
11396397,home,1. FC Union Berlin,Sheraldo Becker,sheraldo-becker,S. Becker,F,23,180,1505,M,352544,EUR,792288000,M,27,27,False,24.0,20.0,1.0,,4.0,5.0,18.0,33.0,5.0,83.0,50.0,6.3,21.0,0.104466,1,,,14.0,2.0,,,5.0,,,,,,,,1.0,0.0151,,1.0,,3.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,
11396397,home,1. FC Union Berlin,Alex Král,alex-kral,A. Král,M,33,185,619,M,825740,EUR,895536000,M,33,33,False,30.0,23.0,4.0,1.0,10.0,13.0,13.0,18.0,7.0,73.0,41.0,6.8,11.0,0.00928615,2,,,1.0,,,2.0,3.0,4.0,1.0,,,,1.0,1.0,,0.0638,,1.0,,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,,,,
11396397,home,1. FC Union Berlin,Aissa Laïdouni,aissa-laidouni,A. Laïdouni,M,93,182,3217,M,828077,EUR,850435200,M,20,20,False,65.0,55.0,6.0,4.0,14.0,16.0,42.0,51.0,10.0,90.0,84.0,7.4,17.0,0.0923153,1,,,2.0,1.0,1.0,2.0,5.0,6.0,,1.0,,3.0,1.0,1.0,1.0,0.0252,,1.0,laids_93,3.0,1.0,1.0,,,2.0,,,2.0,1.0,1.0,,,,,,,,,
11396397,home,1. FC Union Berlin,Benedict Hollerbach,benedict-hollerbach,B. Hollerbach,F,17,181,519,M,975800,EUR,990057600,M,16,16,False,10.0,6.0,,,3.0,4.0,4.0,8.0,2.0,56.0,34.0,6.0,14.0,0.0055356,0,,,2.0,1.0,1.0,,9.0,2.0,1.0,,,1.0,1.0,,5.0,,,,,4.0,,3.0,,,1.0,,,1.0,,,,,,,,,,,
