match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_ownGoals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_wonTackle,stat_errorLeadToAGoal,captain,stat_blockedScoringAttempt,stat_wonContest,stat_dispossessed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,player_sofascoreId
12421180,home,Sint-Truidense VV,Léo Kokubo,,,leo-kokubo,L. Kokubo,G,16,193.0,966,M,997020,EUR,980208000,G,16,16,False,27.0,22.0,12.0,8.0,0.0,20.0,23.0,2.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,36.0,6.4,7.0,0.00055335,0,-1.1452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421180,home,Sint-Truidense VV,Louis Patris,,,louis-patris,L. Patris,M,27,187.0,275,M,923972,EUR,991872000,D,19,19,False,31.0,19.0,1.0,,1.0,3.0,6.0,18.0,27.0,1.0,6.0,1.0,3.0,,,,,,,90.0,51.0,7.4,13.0,0.261516,1,,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,0.3602,3.0,,,,,,,,,,,,
12421180,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187.0,193,M,1047163,EUR,1027468800,D,20,20,False,46.0,42.0,6.0,3.0,0.0,24.0,26.0,18.0,20.0,1.0,5.0,9.0,5.0,,,,,,,90.0,62.0,7.0,4.0,0.0156436,0,,,,,1.0,,,,,,,,4.0,,1.0,,,3.0,,,,,,,,,,,
12421180,home,Sint-Truidense VV,Zineddine Belaid,,,zineddine-belaid,Z. Belaid,D,5,187.0,3379,M,1018822,EUR,921888000,D,4,4,False,44.0,40.0,6.0,3.0,0.0,33.0,34.0,7.0,10.0,2.0,5.0,4.0,7.0,,,,,,,90.0,59.0,6.6,4.0,0.143795,0,,,,4.0,5.0,,,,,,4.0,,3.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,
12421180,home,Sint-Truidense VV,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190.0,68,M,247321,EUR,705456000,D,31,31,False,56.0,52.0,10.0,8.0,0.0,34.0,34.0,18.0,22.0,1.0,1.0,4.0,7.0,,,,,,,90.0,66.0,6.6,4.0,0.01544,1,,,,2.0,3.0,1.0,,,,,,2.0,,,,0.0534,,,,True,1.0,,,,,,,,
12421180,home,Sint-Truidense VV,Ryoya Ogawa,,,ryoya-ogawa,R. Ogawa,M,7,182.0,155,M,790973,EUR,848793600,D,2,2,False,34.0,24.0,2.0,,0.0,8.0,13.0,17.0,24.0,,4.0,2.0,3.0,,,,,,,90.0,57.0,7.1,14.0,0.220267,0,,3.0,1.0,,3.0,,3.0,1.0,,,1.0,1.0,3.0,,1.0,,3.0,,,,,1.0,,,,,,,
12421180,home,Sint-Truidense VV,Billal Brahimi,,,billal-brahimi,B. Brahimi,F,26,183.0,3098,M,948250,EUR,952992000,M,7,7,False,32.0,27.0,4.0,1.0,0.0,15.0,15.0,13.0,21.0,,1.0,1.0,3.0,,,,,,,84.0,44.0,7.1,10.0,0.112188,3,,4.0,1.0,,1.0,,,,,,,,,1.0,,0.1661,,,,,,,1.0,3.0,1.0,0.2261,,,
12421180,home,Sint-Truidense VV,Joel Chima Fujita,,,joel-chima-fujita,J. C. Fujita,M,16,175.0,1436,M,1002461,EUR,1013817600,M,8,8,False,53.0,44.0,10.0,6.0,0.0,21.0,25.0,24.0,29.0,,5.0,4.0,10.0,,,,,,,90.0,67.0,7.2,10.0,0.0754252,1,,1.0,1.0,1.0,6.0,2.0,1.0,,,,2.0,,3.0,1.0,3.0,0.0342,2.0,2.0,,,,1.0,,1.0,1.0,0.0595,,,
12421180,home,Sint-Truidense VV,Ryotaro Ito,Ryotaro,Ito,ryotaro-ito,R. Ito,M,13,174.0,672,M,831697,EUR,886723200,M,13,13,False,43.0,39.0,1.0,1.0,1.0,18.0,19.0,21.0,26.0,,8.0,1.0,7.0,,,,,,,88.0,64.0,7.8,11.0,0.183478,2,,2.0,,,6.0,2.0,3.0,,,2.0,,2.0,5.0,2.0,1.0,0.3235,3.0,2.0,,,,1.0,1.0,,2.0,,,,
12421180,home,Sint-Truidense VV,Adriano Bertaccini,,,adriano-bertaccini,A. Bertaccini,F,91,173.0,746,M,867250,EUR,966124800,M,91,91,False,27.0,22.0,1.0,1.0,0.0,8.0,10.0,14.0,18.0,,8.0,1.0,4.0,,,,,,,90.0,54.0,8.7,15.0,0.0359342,5,,1.0,,,7.0,1.0,9.0,,,2.0,,,,2.0,1.0,0.5807,,,,,1.0,6.0,2.0,2.0,3.0,1.1796,2.0,,
12421180,home,Sint-Truidense VV,Andrés Ferrari,,,andres-ferrari,A. Ferrari,F,9,183.0,452,M,1177406,EUR,1041552000,F,9,9,False,10.0,8.0,,,0.0,4.0,4.0,4.0,6.0,2.0,3.0,1.0,2.0,,,,,,,76.0,23.0,6.7,7.0,0.029121,2,,,,1.0,4.0,1.0,3.0,,,1.0,,1.0,,,,0.0801,,,,,1.0,1.0,,,3.0,,,1.0,
12421180,home,Sint-Truidense VV,Rihito Yamamoto,,,rihito-yamamoto,R. Yamamoto,M,6,179.0,455,M,1030211,EUR,1008115200,M,6,6,True,2.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,1.0,1.0,,,,,,,,14.0,7.0,6.5,3.0,0.00114434,0,,2.0,,,3.0,3.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,
12421180,home,Sint-Truidense VV,Robert-Jan Vanwesemael,,,vanwesemael-robert-jan,R. Vanwesemael,M,60,175.0,67,M,1047164,EUR,1017100800,D,60,60,True,2.0,1.0,,,0.0,1.0,1.0,,2.0,,,1.0,,,,,,,,15.0,6.0,6.5,2.0,1.096e-05,0,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
12421180,home,Sint-Truidense VV,Olivier Dumont,Olivier Dumont,,olivier-dumont,O. Dumont,M,14,182.0,41,M,1127338,EUR,1015372800,M,14,14,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,1.0,,,,,,,11.0,3.0,6.4,1.0,1.311e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421180,home,Sint-Truidense VV,Jo Coppens,,,jo-coppens,J. Coppens,G,12,190.0,48,M,45854,EUR,661737600,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421180,home,Sint-Truidense VV,Frederic Ananou,,,frederic-ananou,F. Ananou,D,27,182.0,65,M,842276,EUR,874713600,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421180,home,Sint-Truidense VV,Wolke Janssens,,,janssens-wolke,W. Janssens,D,22,185.0,37,M,794418,EUR,789782400,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
