match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_wasFouled,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_errorLeadToAShot
11392825,home,Le Havre,Arthur Desmas,arthur-desmas,A. Desmas,G,16,196,105,M,798306,EUR,765676800,G,30,30,False,34.0,18.0,26.0,10.0,9.0,14.0,9.0,20.0,9.0,5.0,7.0,90.0,45.0,8.4,16.0,0.00101758,0,1.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392825,home,Le Havre,Yoann Salmier,yoann-salmier,Y. Salmier,D,21,188,61,M,785518,EUR,722304000,D,22,22,False,26.0,21.0,5.0,1.0,10.0,10.0,12.0,17.0,2.0,,,90.0,36.0,7.2,7.0,0.22833,0,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11392825,home,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189,741,M,1035988,EUR,1018569600,D,93,93,False,31.0,23.0,7.0,4.0,16.0,19.0,7.0,12.0,4.0,,,90.0,46.0,7.2,11.0,0.00495973,1,,,,8.0,,5.0,1.0,2.0,1.0,4.0,,1.0,,,True,2.0,3.0,5.0,1.0,2.0,1.0,2.0,2.0,0.0519,,,,,,,,,,,,
11392825,home,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,False,42.0,37.0,5.0,1.0,31.0,34.0,6.0,8.0,10.0,,,90.0,51.0,6.9,5.0,0.0054601,0,,,,4.0,,3.0,1.0,2.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11392825,home,Le Havre,Josué Casimir,josue-casimir,J. Casimir,M,7,178,9086,M,1035986,EUR,1001289600,M,23,23,False,33.0,20.0,7.0,2.0,10.0,16.0,10.0,19.0,9.0,,,90.0,77.0,6.4,23.0,0.0100228,0,,2.0,,6.0,,2.0,,2.0,,,,,,,,,,1.0,,2.0,,1.0,,,4.0,,,,,,,,,,,
11392825,home,Le Havre,Daler Kuzyaev,daler-kuzyaev,D. Kuzyaev,M,14,182,744,M,541426,EUR,727056000,M,14,14,False,44.0,37.0,4.0,2.0,15.0,17.0,22.0,28.0,6.0,,,90.0,60.0,7.1,10.0,0.050003,1,,1.0,,5.0,,1.0,,1.0,,2.0,,,,,,1.0,3.0,7.0,1.0,1.0,1.0,4.0,2.0,0.0126,,,,,,,,,,,,
11392825,home,Le Havre,Abdoulaye Touré,abdoulaye-toure,A. Touré,M,94,187,3161,M,149732,EUR,762652800,M,94,94,False,43.0,38.0,2.0,2.0,25.0,26.0,13.0,17.0,9.0,,,88.0,57.0,7.2,7.0,0.0149987,0,,,,3.0,,,,2.0,1.0,,,2.0,,,,1.0,,4.0,1.0,1.0,,,,,2.0,2.0,2.0,,,,,,,,,
11392825,home,Le Havre,Christopher Operi,christopher-operi,C. Operi,D,21,182,1311,M,858977,EUR,862272000,M,27,27,False,6.0,3.0,1.0,,2.0,4.0,1.0,2.0,,,,23.0,13.0,6.3,5.0,0.00014243,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11392825,home,Le Havre,Emmanuel Sabbi,emmanuel-sabbi,E. Sabbi,F,11,175,311,M,880765,EUR,882921600,F,11,11,False,17.0,12.0,,,3.0,5.0,9.0,12.0,1.0,,,76.0,27.0,6.3,8.0,0.0178318,2,,,,5.0,,,,,2.0,2.0,,,,,,2.0,,2.0,,1.0,,,,0.4646,,,2.0,1.0,1.0,1.0,0.8495,,,,,
11392825,home,Le Havre,Nabil Alioui,alioui-nabil,N. Alioui,F,10,175,375,M,873049,EUR,919296000,F,10,10,False,25.0,19.0,1.0,1.0,3.0,5.0,19.0,24.0,4.0,,,76.0,49.0,7.6,16.0,0.435157,2,,4.0,3.0,6.0,2.0,,,,4.0,,,4.0,,,,1.0,1.0,4.0,,3.0,1.0,,,0.0669,4.0,2.0,1.0,,,1.0,,,,,,
