match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_punches
14131859,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,12.0,11.0,1.0,0.0,11.0,11.0,1.0,3.0,1.0,1.0,1.0,1.0,90.0,15.0,6.5,1.0,9.34e-05,0.2052,0,-0.1112,0.01,0.0,-0.06,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131859,home,Benfica,Amar Dedić,amar-dedic,A. Dedić,D,17,180,5379,M,,1102791,EUR,1029628800,D,17,17,False,55.0,49.0,2.0,0.0,17.0,18.0,37.0,6.0,,,,,90.0,85.0,7.1,14.0,0.101797,,0,,0.28,0.38,-0.2,,2.0,32.0,2.0,6.0,10.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
14131859,home,Benfica,António Silva,antonio-silva,A. Silva,D,4,187,8155,M,antoniosilva.66,1006069,EUR,1067472000,D,4,4,False,77.0,73.0,8.0,0.0,26.0,26.0,51.0,5.0,,,,,90.0,91.0,8.1,5.0,0.121806,,0,,0.59,0.28,0.0,,6.0,47.0,1.0,3.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,,1.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,
14131859,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,Notamendi30,74915,EUR,571622400,D,30,30,False,90.0,84.0,9.0,0.0,32.0,35.0,55.0,3.0,,,,,90.0,108.0,8.4,8.0,0.0765086,,0,,0.41,0.36,0.22,,8.0,52.0,,4.0,15.0,,1.0,,,4.0,8.0,6.0,1.0,2.0,1.0,1.0,,,,2.0,5.0,,,True,,,,,,,,,,,
14131859,home,Benfica,Samuel Dahl,dahl-samuel,S. Dahl,D,26,171,2179,M,,993101,EUR,1046736000,D,26,26,False,49.0,42.0,1.0,0.0,13.0,14.0,35.0,3.0,,,,,65.0,79.0,6.6,16.0,0.0833989,,0,,0.31,0.18,-0.12,,1.0,29.0,4.0,8.0,2.0,3.0,,2.0,,,2.0,2.0,2.0,,1.0,1.0,,,,2.0,,1.0,,,,,,,,,,,,,
14131859,home,Benfica,Richard Ríos,richard-rios,R. Ríos,M,8,185,34088,M,richardrios,1015292,EUR,959904000,M,20,20,False,40.0,34.0,2.0,0.0,13.0,14.0,26.0,3.0,,,,,89.0,52.0,6.0,9.0,0.0624813,,4,,-0.19,0.05,-0.11,,2.0,21.0,,6.0,4.0,1.0,,,,,1.0,1.0,3.0,1.0,3.0,,,,,3.0,2.0,,,,1.0,3.0,1.0,0.8931,0.0333,-0.69,,,,,
14131859,home,Benfica,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186,6499,M,,1087316,EUR,990489600,M,5,5,False,76.0,68.0,3.0,0.0,25.0,26.0,50.0,11.0,,,,,90.0,89.0,7.1,10.0,0.201004,,0,,0.13,0.14,-0.07,,3.0,43.0,,6.0,7.0,1.0,,2.0,1.0,2.0,3.0,,,2.0,3.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,
14131859,home,Benfica,Georgiy Sudakov,georgiy-sudakov,G. Sudakov,M,10,177,6474,M,,1123925,EUR,1030838400,M,10,10,False,53.0,46.0,1.0,0.0,13.0,13.0,40.0,4.0,,,,,89.0,75.0,8.7,16.0,0.338908,,2,,0.73,0.28,-0.01,,,33.0,12.0,2.0,3.0,,1.0,2.0,2.0,,,,1.0,1.0,,2.0,,,5.0,1.0,,,,,,,1.0,0.3953,0.5385,0.49,,1.0,1.0,,
14131859,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,,228364,EUR,818553600,F,8,8,False,39.0,31.0,2.0,0.0,9.0,9.0,30.0,6.0,,,,,90.0,66.0,6.6,18.0,0.0555078,,1,,-0.07,0.14,0.15,,,22.0,6.0,8.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,,1.0,1.0,,,1.0,4.0,,1.0,,,,1.0,,0.0355,,-0.08,,,,,
14131859,home,Benfica,Vangelis Pavlidis,vangelis-pavlidis,V. Pavlidis,F,14,186,15120,M,vangelis_pavlidis,795236,EUR,911606400,F,14,14,False,18.0,9.0,,0.0,3.0,3.0,15.0,1.0,,,,,90.0,36.0,6.2,17.0,0.0197071,,7,,-0.07,0.23,0.14,,,6.0,1.0,5.0,2.0,,4.0,,,,,,3.0,,,,,,,1.0,2.0,1.0,,,1.0,1.0,4.0,0.7493,1.0571,-0.17,,2.0,,,
14131859,home,Benfica,Franjo Ivanović,franjo-ivanovic,F. Ivanović,F,9,185,6286,M,,1103333,EUR,1064966400,F,9,9,False,18.0,13.0,1.0,0.0,2.0,3.0,15.0,3.0,,,,,65.0,39.0,6.1,17.0,0.010232,,1,,-0.27,0.19,-0.07,,1.0,11.0,2.0,10.0,7.0,1.0,4.0,7.0,4.0,,,,3.0,2.0,3.0,,,,,,1.0,,,,,,,0.0514,,-0.3,,1.0,,,
14131859,home,Benfica,Dodi Lukebakio,dodi-lukebakio,D. Lukebakio,M,11,187,4874,M,DLukebakio,823631,EUR,875059200,F,11,11,True,9.0,8.0,2.0,1.0,,,9.0,,,,,,25.0,25.0,7.8,10.0,0.539215,,3,,0.56,0.52,0.0,,1.0,8.0,8.0,2.0,1.0,,1.0,1.0,,,,,,1.0,,2.0,,,1.0,,,,,,1.0,1.0,1.0,0.4186,0.6457,0.03,2.0,1.0,,1.0,
14131859,home,Benfica,Andreas Schjelderup,andreas-schjelderup,A. Schjelderup,F,21,177,8800,M,andreasschjelderup,1100952,EUR,1086048000,F,21,21,True,11.0,9.0,,0.0,,,11.0,1.0,,,,,25.0,19.0,7.3,6.0,0.0689288,,1,,0.52,0.28,-0.03,,,9.0,2.0,3.0,1.0,1.0,,2.0,1.0,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,0.028,,-0.05,,1.0,,1.0,
14131859,home,Benfica,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170,2462,M,,906800,EUR,946857600,M,18,18,True,5.0,3.0,,0.0,3.0,4.0,1.0,,,,,,11.0,7.0,6.4,2.0,6.838e-05,,0,,-0.06,-0.23,-0.06,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14131859,home,Benfica,Henrique Araújo,henrique-araujo,H. Araújo,F,39,183,1642,M,,998870,EUR,1011398400,F,39,39,True,,,,0.0,,,,,,,,,8.0,,6.4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131859,home,Benfica,Samuel Soares,samuel-soares,S. Soares,G,24,189,1436,M,,983550,EUR,1024099200,G,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131859,home,Benfica,Rafael Obrador,rafael-obrador,R. Obrador,D,33,181,1945,M,,1142692,EUR,1077580800,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131859,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,,983542,EUR,1021507200,D,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131859,home,Benfica,João Veloso,veloso-joao,J. Veloso,M,68,186,861,M,,1215905,EUR,1119744000,M,68,68,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
