match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_wonContest,stat_totalCross,stat_wasFouled,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,player_sofascoreId,stat_totalOffside,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
12499494,home,FC St. Pauli,Nikola Vasilj,,,nikola-vasilj,N. Vasilj,G,22,194,1626,M,325061,EUR,817862400,G,22,22,False,37.0,27.0,15.0,5.0,0.0,25.0,26.0,2.0,11.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,90.0,43.0,7.2,10.0,0.00071029,0,0.5271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499494,home,FC St. Pauli,David Nemeth,,,david-nemeth,D. Nemeth,D,4,191,155,M,966889,EUR,984873600,D,4,4,False,36.0,31.0,3.0,1.0,0.0,23.0,26.0,8.0,10.0,1.0,5.0,2.0,5.0,,,,,90.0,45.0,6.6,5.0,0.00663003,0,,1.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499494,home,FC St. Pauli,Hauke Wahl,,,hauke-wahl,H. Wahl,D,5,189,150,M,253469,EUR,766368000,D,5,5,False,68.0,61.0,4.0,2.0,0.0,37.0,41.0,24.0,27.0,1.0,3.0,3.0,6.0,,,,,90.0,78.0,6.9,8.0,0.0203144,0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499494,home,FC St. Pauli,Siebe Van Der Heyden,,,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,270,M,842164,EUR,896486400,D,44,44,False,58.0,51.0,7.0,3.0,0.0,32.0,34.0,19.0,26.0,3.0,4.0,5.0,5.0,,,,,90.0,71.0,6.7,10.0,0.0222207,0,,1.0,4.0,,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12499494,home,FC St. Pauli,Manolis Saliakas,,,manolis-saliakas,M. Saliakas,M,2,175,358,M,280551,EUR,842486400,M,2,2,False,35.0,24.0,7.0,2.0,0.0,12.0,17.0,13.0,21.0,2.0,5.0,1.0,1.0,,,,,90.0,66.0,6.9,18.0,0.111512,1,,,4.0,2.0,1.0,,,,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.2878,,,,,,,,,,,,,,
12499494,home,FC St. Pauli,Carlo Boukhalfa,,,carlo-boukhalfa,C. Boukhalfa,M,11,185,501,M,939623,EUR,925689600,M,16,16,False,25.0,14.0,5.0,,0.0,5.0,9.0,10.0,18.0,2.0,6.0,1.0,5.0,,,,,85.0,39.0,8.0,13.0,0.646145,4,,3.0,3.0,3.0,2.0,,,,2.0,1.0,1.0,,,2.0,,1.0,0.5116,1.0,2.0,1.0,0.8416,2.0,,,,,,,,,
12499494,home,FC St. Pauli,Eric Smith,,,eric-smith,E. Smith,D,8,191,412,M,542038,EUR,852681600,M,8,8,False,55.0,50.0,8.0,4.0,0.0,20.0,20.0,30.0,35.0,,4.0,5.0,6.0,,,,,90.0,74.0,7.4,6.0,0.0499524,2,,1.0,3.0,2.0,,1.0,,,,2.0,,,1.0,,1.0,,0.1016,,1.0,,0.0885,,True,1.0,,,,,,,
12499494,home,FC St. Pauli,Philipp Treu,,,treu-philipp,P. Treu,M,29,172,176,M,979820,EUR,975801600,M,23,23,False,44.0,35.0,5.0,,0.0,14.0,15.0,21.0,30.0,1.0,5.0,3.0,3.0,,,,,90.0,62.0,6.8,12.0,0.0570306,0,,1.0,3.0,1.0,,1.0,1.0,,1.0,3.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,
12499494,home,FC St. Pauli,Connor Metcalfe,,,connor-metcalfe,C. Metcalfe,M,24,178,230,M,888854,EUR,941760000,F,24,24,False,9.0,6.0,,,0.0,2.0,3.0,4.0,6.0,2.0,3.0,1.0,,,,,,59.0,13.0,6.7,4.0,0.00794943,0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12499494,home,FC St. Pauli,Danel Sinani,,,danel-sinani,D. Sinani,F,10,185,628,M,887500,EUR,860198400,F,10,10,False,30.0,26.0,1.0,,0.0,14.0,14.0,14.0,23.0,2.0,2.0,,4.0,,,,,89.0,48.0,7.0,13.0,0.196514,2,,5.0,8.0,,,2.0,,,7.0,,2.0,,1.0,,,3.0,0.0567,,1.0,,0.0584,2.0,,1.0,1.0,,,,,,
12499494,home,FC St. Pauli,Morgan Guilavogui,,,morgan-guilavogui,M. Guilavogui,F,29,188,3047,M,990743,EUR,889488000,F,29,29,False,21.0,18.0,1.0,,0.0,5.0,7.0,13.0,15.0,,2.0,1.0,4.0,,,,,89.0,37.0,6.4,8.0,0.0321841,1,,2.0,7.0,,,4.0,2.0,1.0,1.0,1.0,,,1.0,,2.0,2.0,0.1432,,1.0,,0.2116,,,,,MorganGuila,,,,,
12499494,home,FC St. Pauli,Noah Weißhaupt,,,noah-weisshaupt,N. Weißhaupt,F,10,181,339,M,1048820,EUR,1000944000,F,13,13,True,8.0,5.0,,,0.0,3.0,3.0,2.0,6.0,1.0,3.0,,2.0,,,,,31.0,17.0,6.7,8.0,0.00313433,0,,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,3.0,,,,,,,,,,,1.0,,,,
12499494,home,FC St. Pauli,Robert Wagner,,,wagner-robert,R. Wagner,M,18,181,160,M,1131338,EUR,1058140800,M,39,39,True,,,,,0.0,,,,,,,,,,,,,10.0,1.0,6.5,1.0,,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12499494,home,FC St. Pauli,Elias Saad,Elias Saad,,elias-saad,E. Saad,F,24,185,4301,M,1130946,EUR,946252800,F,26,26,True,1.0,,,,0.0,,,,1.0,,,,,,,,,1.0,2.0,,1.0,,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12499494,home,FC St. Pauli,Oladapo Afolayan,,,oladapo-afolayan,O. Afolayan,F,21,180,303,M,871621,EUR,873936000,F,17,17,True,,,,,0.0,,,,,,,,,,,,,1.0,1.0,,,,0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499494,home,FC St. Pauli,Ben Voll,,,ben-voll,B. Voll,G,1,195,91,M,987437,EUR,976320000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499494,home,FC St. Pauli,Lars Ritzka,,,lars-ritzka,L. Ritzka,D,21,185,86,M,873347,EUR,894499200,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
