match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_shotValueNormalized,stat_outfielderBlock,stat_fouls,stat_wasFouled,stat_totalOffside,stat_keyPass,captain,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_errorLeadToAShot,stat_bigChanceMissed,stat_hitWoodwork
14109810,home,Eyüpspor,Jankat Yılmaz,jankat-yilmaz,J. Yılmaz,G,24,193.0,1049,M,1210422,EUR,1092614400,G,24,24,False,41.0,38.0,5.0,2.0,0.0,37.0,38.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,13.0,1.0,2.0,4.0,2.0,90.0,58.0,7.9,4.0,0.00174965,62.549434331174,12.0,34.248478729909,0.0,0.5899,0,0.9205,0.03,-0.02,0.29,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109810,home,Eyüpspor,Talha Ülvan,talha-ulvan,T. Ülvan,D,17,179.0,42,M,1084164,EUR,987724800,D,17,17,False,34.0,27.0,6.0,3.0,0.0,13.0,17.0,14.0,17.0,2.0,,6.0,6.0,1.0,4.0,,,,,83.0,63.0,7.7,14.0,0.189095,147.69012404475,12.0,91.754547222893,3.0,,2,,0.48,0.25,-0.08,,Talha Gür,,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,0.0791,0.3324,32.071940468891,79.130375805009,0.01,,,,,,,,,,,,
14109810,home,Eyüpspor,Jérôme Onguene,jerome-onguene,J. Onguene,D,68,186.0,225,M,580750,EUR,882748800,D,68,68,False,50.0,43.0,1.0,,0.0,38.0,42.0,5.0,8.0,1.0,1.0,4.0,3.0,8.0,3.0,,,,,90.0,67.0,7.0,7.0,0.00228024,164.30660677813,16.0,103.23491017842,0.0,,0,,0.02,0.12,0.36,,Jérôme,Onguene,,,1.0,,,,,,1.0,2.0,1.0,,,,,,,2.0,2.0,,,,,,,,,,
14109810,home,Eyüpspor,Baran Ali Gezek,baran-ali-gezek,B. A. Gezek,M,55,182.0,95,M,1215110,EUR,1125014400,D,55,55,False,66.0,63.0,7.0,6.0,0.0,50.0,52.0,13.0,14.0,1.0,1.0,1.0,2.0,1.0,4.0,,,,,90.0,71.0,7.7,3.0,0.0537939,346.29309494771,39.0,217.09425598994,0.0,,0,,0.38,0.12,0.34,,Baran Ali Gezek,,,,,,,,,,1.0,,,,,,,,,2.0,,1.0,,,,,,,,,
14109810,home,Eyüpspor,Umut Meraş,umut-meras,U. Meraş,D,77,178.0,154,M,609746,EUR,819417600,D,77,77,False,35.0,31.0,4.0,2.0,0.0,19.0,20.0,12.0,15.0,1.0,2.0,2.0,5.0,2.0,5.0,,,,,90.0,65.0,7.4,11.0,0.0235191,93.40780913281,13.0,15.746462342033,0.0,,0,,0.28,0.02,0.24,,,,3.0,,,,,,,,2.0,2.0,2.0,3.0,,,,,,,1.0,1.0,,,,,,,,,
14109810,home,Eyüpspor,Emre Akbaba,emre-akbaba,E. Akbaba,M,8,180.0,414,M,343527,EUR,718156800,M,8,8,False,23.0,21.0,1.0,1.0,0.0,12.0,12.0,9.0,11.0,1.0,,4.0,1.0,,3.0,,,,,65.0,37.0,6.5,11.0,0.0721377,55.881876964366,7.0,27.996872449685,1.0,,1,,0.23,0.09,-0.04,,,,5.0,1.0,1.0,1.0,,,,1.0,1.0,,,4.0,0.13,0.5579,10.117897789074,12.113882986062,-0.35,,2.0,1.0,1.0,1.0,,,,,,,
14109810,home,Eyüpspor,Taşkın Ilter,taskin-ilter,T. Ilter,M,28,185.0,82,M,171911,EUR,773366400,M,28,28,False,55.0,48.0,3.0,2.0,0.0,33.0,35.0,15.0,20.0,,1.0,4.0,7.0,,4.0,,,,,83.0,68.0,7.3,9.0,0.0304022,185.24445780993,24.0,50.6658695053,1.0,,2,,0.25,0.08,-0.03,,,,,,1.0,1.0,,,,2.0,1.0,4.0,2.0,1.0,0.0749,0.2731,23.662028602867,24.37442694711,0.17,,2.0,2.0,,,True,,,,,,
14109810,home,Eyüpspor,Mateusz Łęgowski,mateusz-legowski,M. Łęgowski,M,20,181.0,793,M,1064080,EUR,1043798400,M,20,20,False,32.0,26.0,,,0.0,16.0,16.0,10.0,16.0,,,2.0,4.0,3.0,4.0,,,,,90.0,43.0,7.0,9.0,0.0413738,166.51915657896,12.0,67.893311561964,2.0,,0,,0.15,0.13,0.26,,,,1.0,,,,2.0,1.0,,,,1.0,1.0,1.0,,,22.803980928315,51.887959339256,,,1.0,2.0,,1.0,,,,,,,
14109810,home,Eyüpspor,Ángel Torres,angel-torres,Á. Torres,M,10,182.0,417,M,954090,EUR,954979200,F,10,10,False,28.0,21.0,1.0,1.0,0.0,12.0,13.0,9.0,15.0,1.0,1.0,4.0,3.0,,8.0,,,,,73.0,39.0,6.7,11.0,0.135432,177.20233686011,12.0,105.99454317676,3.0,,1,,0.19,0.25,-0.02,,,,2.0,1.0,1.0,,4.0,2.0,1.0,,,,,1.0,0.0369,,41.357550963101,91.644421136685,-0.06,,,,,1.0,,,,,,,
14109810,home,Eyüpspor,Umut Bozok,umut-bozok,U. Bozok,F,19,178.0,386,M,869839,EUR,843091200,F,19,19,False,18.0,14.0,,,0.0,4.0,4.0,10.0,14.0,3.0,1.0,10.0,6.0,,2.0,,,,,90.0,32.0,6.4,13.0,0.203439,88.401526256192,9.0,3.9277639807246,1.0,,0,,0.18,-0.63,-0.08,,,,1.0,,1.0,3.0,2.0,1.0,,,,,,4.0,,,17.187737718165,17.235883528267,,,2.0,4.0,,,,,,,,,
