match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_aerialLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_shotOffTarget,player_firstName,player_lastName,stat_expectedGoalsOnTarget,captain,stat_goals,stat_outfielderBlock,stat_clearanceOffLine,stat_totalOffside
12437760,home,Rayo Vallecano,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186.0,1488,M,358910,EUR,830822400,G,13,13,False,32.0,25.0,8.0,1.0,0.0,25.0,25.0,7.0,1.0,10.0,1.0,1.0,1.0,3.0,90.0,43.0,7.3,7.0,9.517e-05,0,0.3508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437760,home,Rayo Vallecano,Andrei Rațiu,andrei-ratiu,A. Rațiu,D,2,183.0,8158,M,965031,EUR,898300800,D,2,2,False,57.0,48.0,6.0,3.0,0.0,20.0,24.0,36.0,6.0,6.0,2.0,,,,90.0,96.0,7.5,19.0,0.35503,0,,Sonic,28.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12437760,home,Rayo Vallecano,Florian Lejeune,florian-lejeune,F. Lejeune,D,24,190.0,1047,M,88528,EUR,674697600,D,24,24,False,86.0,72.0,17.0,8.0,0.0,41.0,44.0,44.0,4.0,7.0,,,,,90.0,98.0,7.3,15.0,0.40267,2,,,33.0,2.0,3.0,6.0,1.0,1.0,,,2.0,,,1.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0424,,,,,,,,,,,,
12437760,home,Rayo Vallecano,Abdul Mumin,abdul-mumin,A. Mumin,D,16,188.0,1245,M,846147,EUR,897091200,D,16,16,False,81.0,73.0,9.0,4.0,0.0,48.0,49.0,33.0,3.0,4.0,,,,,90.0,93.0,7.1,11.0,0.0125326,1,,,25.0,1.0,3.0,2.0,,,1.0,,5.0,,1.0,,,,1.0,,,,0.1149,1.0,1.0,1.0,,,,,,,,,
12437760,home,Rayo Vallecano,Josep Chavarría,josep-chavarria,J. Chavarría,D,3,174.0,630,M,1010421,EUR,892166400,D,3,3,False,62.0,54.0,4.0,1.0,0.0,22.0,24.0,38.0,6.0,,3.0,,,,90.0,81.0,7.5,9.0,0.0838428,1,,,32.0,,2.0,1.0,,1.0,,,1.0,3.0,,1.0,3.0,,,,,,0.4189,1.0,,,1.0,,,,,,,,
12437760,home,Rayo Vallecano,Unai López,unai-lopez,U. López,M,17,169.0,518,M,588566,EUR,815011200,M,17,17,False,18.0,15.0,1.0,1.0,0.0,7.0,8.0,10.0,3.0,1.0,1.0,,,,23.0,24.0,6.7,6.0,0.00457976,0,,,8.0,,1.0,1.0,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12437760,home,Rayo Vallecano,Pathé Ismaël Ciss,ismaila-ciss,P. I. Ciss,M,6,183.0,4735,M,913679,EUR,763776000,M,6,6,False,36.0,30.0,5.0,3.0,0.0,13.0,16.0,20.0,5.0,2.0,2.0,,,,45.0,43.0,6.9,7.0,0.0127895,1,,,17.0,,3.0,4.0,,1.0,,,1.0,2.0,,,1.0,,1.0,,,2.0,0.0395,,,,1.0,,,,,,,,
12437760,home,Rayo Vallecano,Jorge de Frutos,jorge-de-frutos,J. de Frutos,M,19,173.0,1878,M,900003,EUR,849312000,M,19,19,False,23.0,18.0,1.0,1.0,1.0,4.0,4.0,24.0,4.0,3.0,1.0,,,,83.0,44.0,6.9,18.0,0.253142,1,,,16.0,5.0,1.0,6.0,,4.0,1.0,1.0,,,5.0,1.0,2.0,2.0,,1.0,,2.0,0.1952,1.0,1.0,,,,,0.4287,,,,,
12437760,home,Rayo Vallecano,Isi Palazón,isi-palazon,I. Palazón,M,7,169.0,2151,M,899982,EUR,788486400,M,7,7,False,50.0,44.0,3.0,3.0,0.0,9.0,9.0,45.0,7.0,2.0,,,,,83.0,73.0,7.4,13.0,0.0464511,5,,,35.0,4.0,1.0,6.0,,,3.0,1.0,,,1.0,5.0,1.0,,2.0,,2.0,2.0,0.2435,,1.0,,2.0,,,0.0359,True,,,,
12437760,home,Rayo Vallecano,Álvaro García,alvaro-garcia,Á. García,M,18,168.0,1132,M,345111,EUR,720144000,M,18,18,False,33.0,26.0,4.0,1.0,0.0,6.0,7.0,34.0,,3.0,,,,,90.0,51.0,7.9,17.0,0.0940337,5,,,20.0,8.0,,2.0,1.0,,,,,,2.0,,2.0,,,,1.0,1.0,0.8017,,2.0,,2.0,,,0.2383,,1.0,,,
