match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_hitWoodwork,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_lastManTackle,stat_challengeLost,stat_onTargetScoringAttempt,stat_wasFouled,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,player_sofascoreId,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_punches,stat_bigChanceMissed
11401858,home,PEC Zwolle,Jasper Schendelaar,Jasper,Schendelaar,jasper-schendelaar,J. Schendelaar,G,1,182,179,M,856636,EUR,967852800,G,1,1,False,25.0,23.0,10.0,8.0,20.0,20.0,3.0,5.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,90.0,33.0,6.9,2.0,0.0,0.0,0.00102684,0,-0.3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401858,home,PEC Zwolle,Bram van Polen,,,bram-van-polen,B. v. Polen,D,,179,52,M,17032,EUR,497836800,D,2,2,False,35.0,30.0,4.0,2.0,14.0,17.0,16.0,20.0,4.0,5.0,1.0,3.0,,,,76.0,46.0,7.0,7.0,0.0604,0.0,0.42342,1,,True,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11401858,home,PEC Zwolle,Sam Kersten,,,sam-kersten,S. Kersten,D,4,191,83,M,847072,EUR,886118400,D,4,4,False,52.0,47.0,4.0,3.0,25.0,28.0,22.0,25.0,1.0,5.0,1.0,6.0,,,,90.0,64.0,7.2,7.0,0.0,0.0,0.0953183,0,,,1.0,,1.0,,,3.0,4.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11401858,home,PEC Zwolle,Thomas Lam,,,thomas-lam,T. Lam,D,3,188,86,M,110934,EUR,756172800,D,13,13,False,85.0,71.0,10.0,3.0,35.0,39.0,36.0,46.0,6.0,9.0,,7.0,,,,90.0,100.0,7.6,14.0,0.0853,0.0322,0.168323,2,,,,,2.0,1.0,,5.0,2.0,,1.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
11401858,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187,281,M,1005693,EUR,1045612800,D,15,15,False,49.0,41.0,9.0,5.0,14.0,16.0,29.0,40.0,1.0,3.0,2.0,6.0,,,,90.0,74.0,7.5,15.0,0.0575,0.1419,0.212684,1,,,7.0,1.0,2.0,,,1.0,,,,2.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,
11401858,home,PEC Zwolle,Zico Buurmeester,Zico Buurmeester,,zico-buurmeester,Z. Buurmeester,M,8,182,150,M,1050828,EUR,1023408000,M,28,28,False,54.0,49.0,6.0,4.0,18.0,18.0,32.0,40.0,,1.0,1.0,13.0,,,,90.0,69.0,7.4,10.0,0.1292,0.0,0.283438,2,,,4.0,2.0,4.0,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,1.0,,,1.0,,,,,,,,
11401858,home,PEC Zwolle,Davy van den Berg,,,davy-van-den-berg,D. v. d. Berg,M,6,185,272,M,1001468,EUR,949622400,M,11,11,False,70.0,64.0,6.0,3.0,17.0,20.0,48.0,54.0,,3.0,,6.0,,,,90.0,87.0,7.5,11.0,0.0529,0.1016,0.381223,2,,,4.0,2.0,4.0,,,1.0,1.0,1.0,,2.0,,,,1.0,1.0,,1.0,3.0,2.0,1.0,1.0,,,,,,,
11401858,home,PEC Zwolle,Younes Namli,,,younes-namli,Y. Namli,M,9,180,239,M,235538,EUR,772070400,M,7,7,False,37.0,31.0,2.0,1.0,6.0,6.0,27.0,40.0,,8.0,,2.0,,,,84.0,65.0,8.0,17.0,0.1546,0.1455,0.529802,4,,,9.0,,1.0,1.0,,,1.0,,,3.0,,,,,1.0,2.0,2.0,6.0,5.0,2.0,3.0,,,,,,,
11401858,home,PEC Zwolle,Lennart Thy,,,lennart-thy,L. Thy,F,9,184,263,M,109126,EUR,698976000,M,9,9,False,24.0,21.0,,,8.0,9.0,14.0,18.0,3.0,4.0,,7.0,,,,90.0,39.0,7.1,9.0,0.1615,0.4463,0.215851,3,,,3.0,,3.0,,,,,,3.0,1.0,1.0,,,,2.0,,1.0,1.0,1.0,1.0,3.0,,,,,,,
11401858,home,PEC Zwolle,Eliano Reijnders,,,eliano-reijnders,E. Reijnders,D,2,168,8068,M,960112,EUR,972259200,M,23,23,False,29.0,21.0,,,3.0,6.0,19.0,27.0,1.0,2.0,1.0,1.0,,,,76.0,42.0,7.9,12.0,1.0268,0.9463,0.146692,2,,,4.0,1.0,3.0,1.0,,1.0,1.0,1.0,1.0,5.0,1.0,,,,1.0,,1.0,,,,,eliano.r,1.0,,,,,
11401858,home,PEC Zwolle,Ferdy Druijf,,,ferdy-druijf,F. Druijf,F,9,190,223,M,893741,EUR,887241600,F,10,10,False,21.0,12.0,,,4.0,8.0,8.0,14.0,6.0,8.0,,2.0,,,,90.0,38.0,8.1,15.0,0.5589,0.7673,0.597174,5,,,1.0,1.0,3.0,,,3.0,1.0,1.0,1.0,2.0,1.0,,,,3.0,1.0,,,,2.0,4.0,,,1.0,1.0,,,
11401858,home,PEC Zwolle,Nico Serrano,,,nico-serrano,N. Serrano,M,22,178,464,M,1019318,EUR,1046822400,F,19,19,True,8.0,6.0,1.0,,,,8.0,13.0,,2.0,,1.0,,,,14.0,22.0,7.0,6.0,0.0464,0.0,0.301211,2,,,5.0,,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,2.0,,,1.0,,,,,,,,
11401858,home,PEC Zwolle,Apostolos Vellios,Apostolos,Vellios,apostolos-vellios,A. Vellios,F,,191,184,M,51021,EUR,694828800,F,14,14,True,1.0,,,,,,,1.0,,,,,,,,14.0,4.0,6.7,1.0,0.4452,0.1052,0.0,3,,,,2.0,3.0,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,2.0,,
11401858,home,PEC Zwolle,Odysseus Velanas,Odysseus,Velanas,odysseus-velanas,O. Velanas,M,18,180,83,M,846003,EUR,897004800,M,18,18,True,5.0,5.0,,,2.0,2.0,5.0,6.0,,1.0,,1.0,,,,13.0,12.0,6.9,2.0,0.0,0.0,0.141856,0,,,3.0,,,,,,1.0,1.0,,2.0,,,,,,,2.0,,,,1.0,,,,,,,
11401858,home,PEC Zwolle,Mike Hauptmeijer,,,mike-hauptmeijer,M. Hauptmeijer,G,1,190,66,M,376448,EUR,858643200,G,40,40,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401858,home,PEC Zwolle,Duke Verduin,Duke Verduin,,duke-verduin,D. Verduin,G,41,195,34,M,1394059,EUR,1067472000,G,41,41,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401858,home,PEC Zwolle,Luis Görlich,,,luis-gorlich,L. Görlich,D,2,182,16,M,944299,EUR,954547200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
