match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_lastManTackle,stat_wasFouled,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_wonContest,stat_bigChanceMissed,stat_accurateCross,stat_totalOffside,captain,stat_penaltyWon,stat_penaltyFaced,stat_clearanceOffLine,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_penaltyConceded
11352400,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,36.0,23.0,21.0,8.0,16.0,18.0,7.0,18.0,13.0,3.0,4.0,7.0,90.0,51.0,7.9,13.0,0.00277113,0,0.7553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352400,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190,9725,M,axel_disasi,827243,EUR,889574400,D,2,2,False,33.0,27.0,2.0,1.0,15.0,16.0,12.0,17.0,4.0,,,,90.0,49.0,6.9,9.0,0.00501674,0,,2.0,4.0,5.0,7.0,1.0,5.0,1.0,1.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352400,home,Chelsea,Thiago Silva,thiago-silva,T. Silva,D,3,181,42659,M,ThiagoSilva,33541,EUR,464659200,D,6,6,False,33.0,31.0,4.0,3.0,23.0,23.0,8.0,10.0,3.0,,,,90.0,49.0,7.3,2.0,0.0143762,0,,,3.0,1.0,6.0,1.0,10.0,1.0,1.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11352400,home,Chelsea,Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,194,10555,M,badiashile,904827,EUR,985564800,D,5,5,False,35.0,33.0,3.0,2.0,25.0,26.0,8.0,9.0,3.0,,,,90.0,50.0,7.3,2.0,0.562075,0,,2.0,,3.0,2.0,,8.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11352400,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,26,26,False,21.0,18.0,,,9.0,9.0,9.0,13.0,2.0,,,,90.0,41.0,7.3,7.0,0.00444701,1,,1.0,1.0,2.0,2.0,,4.0,,2.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,2.0,0.2282,0.3697,,,,,,,,,,,,,,
11352400,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,32.0,30.0,,,22.0,23.0,8.0,9.0,6.0,,,,90.0,51.0,6.5,8.0,0.0114722,1,,,,10.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,,2.0,,,,,,,,,,0.0265,,4.0,1.0,1.0,,,,,,,,,,,
11352400,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,38.0,26.0,8.0,4.0,14.0,20.0,12.0,18.0,3.0,,,,90.0,52.0,7.8,16.0,0.019885,3,,,1.0,4.0,6.0,2.0,,,1.0,2.0,,1.0,,2.0,,,,,,,3.0,2.0,1.0,1.5084,1.6135,,2.0,,1.0,1.0,,,,,,,,,
11352400,home,Chelsea,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36469,M,Sterling7,138534,EUR,786844800,M,7,7,False,19.0,12.0,1.0,1.0,6.0,8.0,7.0,13.0,6.0,,,,66.0,36.0,6.5,15.0,0.0265905,0,,,,4.0,2.0,,,,1.0,,,1.0,,2.0,,,,,,2.0,,,4.0,,,,3.0,,,,1.0,1.0,,,,,,,
11352400,home,Chelsea,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,23,23,False,19.0,18.0,,,10.0,11.0,10.0,13.0,1.0,,,,45.0,31.0,5.6,5.0,0.060415,0,,,1.0,4.0,5.0,,,,,2.0,1.0,4.0,,1.0,,,,,,5.0,,,1.0,,,,1.0,,1.0,,2.0,,True,,,,,,
11352400,home,Chelsea,Mykhaylo Mudryk,mykhaylo-mudryk,M. Mudryk,M,10,175,54452,M,MMudryk10,958966,EUR,978652800,M,10,10,False,12.0,8.0,,,4.0,4.0,4.0,10.0,,,,,81.0,31.0,6.8,13.0,0.00641203,1,,1.0,,6.0,5.0,,,,1.0,1.0,,1.0,,2.0,,,,,,2.0,,,3.0,0.0274,,,6.0,1.0,2.0,,,,,1.0,,,,,
11352400,home,Chelsea,Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,186,89434,M,NJackson11,1085381,EUR,992995200,F,15,15,False,9.0,8.0,,,2.0,2.0,6.0,8.0,2.0,,,,72.0,18.0,6.7,7.0,0.353914,1,,1.0,1.0,8.0,3.0,1.0,,,,,,1.0,,1.0,Nicolas Jackson,,1.0,,1.0,1.0,,,,0.2905,,3.0,3.0,1.0,1.0,,,1.0,,,,,,,
11352400,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,20,20,True,12.0,8.0,1.0,,6.0,9.0,2.0,3.0,5.0,,,,24.0,18.0,6.6,6.0,0.00337495,1,,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,1.0,0.0242,0.065,,1.0,,,,,,,,,,,,
