match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_dispossessed,stat_blockedScoringAttempt,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,stat_totalOffside,player_sofascoreId,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_errorLeadToAGoal
11396221,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188.0,564,M,822564,EUR,890956800,G,1,1,False,40.0,31.0,17.0,9.0,24.0,25.0,7.0,15.0,9.0,3.0,3.0,90.0,48.0,7.5,10.0,0.00341202,0,0.3184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396221,home,FC Augsburg,Maximilian Bauer,maximilian-bauer,M. Bauer,D,5,189.0,96,M,940393,EUR,950054400,D,23,23,False,33.0,31.0,2.0,1.0,17.0,17.0,14.0,17.0,,,,80.0,62.0,7.3,9.0,0.0125999,0,,1.0,1.0,1.0,4.0,9.0,1.0,2.0,1.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11396221,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187.0,229,M,146853,EUR,679104000,D,6,6,False,73.0,59.0,11.0,3.0,39.0,40.0,20.0,34.0,5.0,,,90.0,83.0,7.3,16.0,0.0548842,1,,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,,1.0,,,,1.0,1.0,1.0,0.0579,0.1581,,,,,,,,,,,,,,,,
11396221,home,FC Augsburg,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193.0,1726,M,792142,EUR,873763200,D,19,19,False,55.0,46.0,7.0,1.0,31.0,33.0,15.0,22.0,3.0,,,90.0,70.0,7.5,9.0,0.00672824,0,,,4.0,4.0,6.0,7.0,,,,7.0,1.0,2.0,2.0,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,
11396221,home,FC Augsburg,Mads Pedersen,mads-pedersen,M. Pedersen,D,3,179.0,157,M,809219,EUR,841536000,D,3,3,False,36.0,27.0,7.0,3.0,10.0,15.0,17.0,22.0,4.0,,,90.0,58.0,7.1,11.0,0.0725415,0,,1.0,5.0,1.0,8.0,7.0,1.0,1.0,1.0,2.0,,2.0,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
11396221,home,FC Augsburg,Arne Engels,engels-arne,A. Engels,M,27,185.0,1608,M,1001867,EUR,1062979200,M,27,27,False,25.0,20.0,2.0,,7.0,8.0,13.0,20.0,4.0,,,73.0,45.0,7.3,11.0,0.0128192,0,,3.0,1.0,1.0,3.0,8.0,1.0,,,4.0,,6.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11396221,home,FC Augsburg,Tim Breithaupt,tim-breithaupt,T. Breithaupt,M,6,192.0,115,M,1049177,EUR,1013040000,M,18,18,False,44.0,37.0,2.0,1.0,21.0,24.0,16.0,21.0,7.0,,,90.0,68.0,7.1,9.0,0.00578266,1,,1.0,,1.0,7.0,8.0,4.0,,,3.0,4.0,5.0,1.0,,2.0,2.0,,,0.0267,,,,1.0,1.0,1.0,,,,,,,,,,,
11396221,home,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183.0,359,M,836706,EUR,915753600,M,10,10,False,46.0,41.0,6.0,4.0,18.0,20.0,26.0,32.0,3.0,,,90.0,66.0,7.3,12.0,0.147542,2,,6.0,,1.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,,,,2.0,0.1676,,,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,
11396221,home,FC Augsburg,Ruben Vargas,ruben-vargas,R. Vargas,M,11,179.0,2677,M,872919,EUR,902275200,M,16,16,False,16.0,14.0,1.0,1.0,4.0,4.0,11.0,17.0,1.0,,,62.0,32.0,6.5,11.0,0.078467,1,,5.0,1.0,,6.0,2.0,2.0,3.0,1.0,,,,,2.0,1.0,,,,0.0505,,,,1.0,1.0,,,1.0,,,,,,,,,
11396221,home,FC Augsburg,Phillip Tietz,tietz-phillip,P. Tietz,F,20,190.0,467,M,822340,EUR,868406400,F,21,21,False,13.0,5.0,,,1.0,1.0,4.0,12.0,2.0,,,73.0,23.0,7.1,12.0,0.0766344,1,,,3.0,2.0,6.0,3.0,2.0,,,1.0,,,,3.0,1.0,,1.0,,0.5653,0.2115,,,1.0,,,,,,,1.0,1.0,,,,,
