match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_keyPass,captain,stat_totalContest,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceCreated,stat_goalAssist,player_sofascoreId,stat_shotOffTarget,stat_goals,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAGoal
10408382,home,Espanyol,Fernando Pacheco,fernando-pacheco,F. Pacheco,G,1,186,220,M,144501,EUR,706147200,G,13,13,False,38.0,24.0,25.0,11.0,15.0,15.0,9.0,23.0,1.0,12.0,1.0,3.0,1.0,90.0,47.0,6.8,14.0,0.0,0.0,0.00278591,0,-0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408382,home,Espanyol,Óscar Gil,oscar-gil,Ó. Gil,D,27,175,90,M,959820,EUR,893548800,D,2,2,False,20.0,14.0,8.0,3.0,11.0,13.0,3.0,7.0,4.0,6.0,,,,90.0,35.0,6.4,7.0,0.0,0.0,0.00180302,0,,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10408382,home,Espanyol,César Montes,cesar-montes,C. Montes,D,23,195,1738,M,818406,EUR,856742400,D,23,23,False,46.0,30.0,13.0,4.0,24.0,29.0,6.0,17.0,6.0,10.0,,,,90.0,56.0,7.0,16.0,0.0,0.0,0.00246833,0,,4.0,4.0,,,,,,4.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10408382,home,Espanyol,Sergi Gómez,sergi-gomez,S. Gómez,D,5,185,195,M,125625,EUR,701740800,D,24,24,False,38.0,29.0,3.0,,25.0,29.0,4.0,9.0,6.0,4.0,,,,89.0,52.0,7.2,9.0,0.2338,0.2094,0.00101018,1,,1.0,9.0,,,,,,1.0,6.0,1.0,1.0,,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10408382,home,Espanyol,Brian Oliván,brian-olivan,B. Oliván,D,12,179,147,M,351500,EUR,765158400,D,14,14,False,30.0,20.0,5.0,3.0,11.0,15.0,10.0,17.0,4.0,3.0,,,,90.0,62.0,6.9,19.0,0.0,0.0,0.0223202,0,,5.0,2.0,,,1.0,,,4.0,1.0,,2.0,,1.0,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,
10408382,home,Espanyol,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,110783,EUR,756518400,M,10,10,False,25.0,20.0,5.0,1.0,12.0,13.0,8.0,13.0,3.0,2.0,,,,90.0,40.0,6.6,11.0,0.0,0.0,0.02662,0,,3.0,6.0,2.0,3.0,1.0,,,,1.0,,1.0,,2.0,,,,1.0,,,True,1.0,4.0,,,,,,,,,
10408382,home,Espanyol,Vinícius Souza,vinicius-souza,Vinicius,M,5,187,1714,M,979290,EUR,929577600,M,12,12,False,23.0,17.0,5.0,3.0,7.0,9.0,10.0,14.0,4.0,2.0,,,,90.0,42.0,7.2,6.0,0.0,0.0,0.00570143,0,,8.0,11.0,1.0,4.0,1.0,,,6.0,4.0,2.0,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,
10408382,home,Espanyol,Denis Suárez,denis-suarez,D. Suárez,M,4,176,1456,M,138383,EUR,757814400,M,6,6,False,20.0,17.0,3.0,1.0,8.0,9.0,9.0,11.0,,4.0,,,,71.0,31.0,6.4,7.0,0.0,0.0,0.164002,0,,11.0,2.0,1.0,1.0,4.0,,,3.0,,1.0,1.0,,1.0,,,,,,1.0,,,1.0,3.0,1.0,,,,,,,
10408382,home,Espanyol,Aleix Vidal,aleix-vidal,A. Vidal,D,,178,364,,41218,EUR,619660800,F,22,22,False,7.0,5.0,1.0,,2.0,2.0,3.0,5.0,1.0,4.0,,,,45.0,14.0,7.0,4.0,0.0,0.0,0.2535,0,,2.0,1.0,,1.0,2.0,,,,,,1.0,,,,,,,,1.0,,,2.0,,1.0,1.0,,,,,,
10408382,home,Espanyol,Martin Braithwaite,martin-braithwaite,M. Braithwaite,F,22,180,6808,M,66471,EUR,676080000,F,17,17,False,18.0,11.0,1.0,1.0,3.0,3.0,8.0,15.0,,1.0,,,,88.0,31.0,8.0,13.0,0.7876,1.3329,0.00763565,4,,8.0,5.0,,2.0,1.0,,,4.0,3.0,,,,,1.0,2.0,,,,,,1.0,3.0,2.0,,,braithwaite,2.0,2.0,,,
