match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_interceptionWon,stat_aerialLost,stat_outfielderBlock,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10437934,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,23.0,15.0,20.0,12.0,8.0,10.0,7.0,13.0,1.0,1.0,5.0,1.0,2.0,90.0,29.0,6.5,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437934,home,Vitória SC,André Amaro,andre-amaro,A. Amaro,D,13,185,207,M,1095752,EUR,1029196800,D,13,13,False,,46.0,40.0,8.0,4.0,20.0,22.0,20.0,24.0,,4.0,3.0,,,90.0,60.0,6.6,8.0,0,André Amaro,,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10437934,home,Vitória SC,Ibrahima Bamba,ibrahima-bamba,I. Bamba,D,22,184,312,M,1131044,EUR,1019433600,D,22,22,False,,42.0,37.0,10.0,9.0,25.0,27.0,12.0,15.0,1.0,6.0,4.0,,,90.0,53.0,7.1,5.0,0,Ibrahima Bamba,,,,,4.0,3.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,
10437934,home,Vitória SC,Mikel Villanueva,mikel-villanueva,M. Villanueva,D,17,192,343,M,836279,EUR,734745600,D,3,3,False,,42.0,34.0,10.0,4.0,20.0,22.0,14.0,20.0,,1.0,4.0,,,90.0,54.0,6.9,9.0,0,,,2.0,,,3.0,,,1.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,
10437934,home,Vitória SC,Zé Carlos,ze-carlos,Z. Carlos,M,6,172,109,M,1138915,EUR,1004400000,M,28,28,False,,42.0,34.0,4.0,1.0,14.0,16.0,21.0,28.0,,6.0,8.0,,,75.0,74.0,8.0,15.0,1,Zé Carlos,,3.0,,,1.0,3.0,,1.0,2.0,3.0,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,
10437934,home,Vitória SC,Dani Silva,daniel-silva,D. Silva,M,80,180,228,M,974863,EUR,955411200,M,80,80,False,,40.0,36.0,2.0,1.0,14.0,14.0,22.0,26.0,2.0,3.0,7.0,,,75.0,46.0,6.7,5.0,0,,,4.0,1.0,,,1.0,,,,3.0,,,,,,1.0,,,,2.0,,,,,,,
10437934,home,Vitória SC,André André,andre-andre,A. André,M,11,174,123,M,59777,EUR,620092800,M,21,21,False,,39.0,34.0,2.0,2.0,18.0,18.0,16.0,21.0,2.0,11.0,3.0,,,89.0,53.0,6.7,8.0,0,,,10.0,2.0,1.0,,5.0,3.0,1.0,3.0,,2.0,,,,,1.0,1.0,,,5.0,,,,,,,
10437934,home,Vitória SC,Afonso Freitas,afonso-freitas,A. Freitas,D,25,180,35,M,928812,EUR,955065600,M,72,72,False,,33.0,24.0,1.0,1.0,9.0,11.0,15.0,25.0,3.0,5.0,3.0,,,90.0,63.0,6.8,17.0,2,,,8.0,,1.0,5.0,,,2.0,2.0,1.0,3.0,,,3.0,,,,,1.0,4.0,1.0,1.0,,,,,
10437934,home,Vitória SC,Nelson Luz,nelson-luz,N. Luz,M,10,177,198,M,841743,EUR,886550400,F,20,20,False,,18.0,17.0,1.0,,7.0,7.0,11.0,14.0,1.0,6.0,1.0,,,66.0,40.0,8.3,11.0,3,,,10.0,,3.0,2.0,3.0,2.0,4.0,2.0,,3.0,,,3.0,1.0,1.0,,,,3.0,,3.0,2.0,,,,
10437934,home,Vitória SC,Michael Johnston,michael-johnston,M. Johnston,M,11,171,843,M,847125,EUR,924480000,F,90,90,False,,22.0,13.0,7.0,2.0,2.0,5.0,11.0,19.0,,4.0,6.0,,,90.0,37.0,8.0,17.0,2,,,6.0,,3.0,,1.0,1.0,2.0,2.0,,2.0,,1.0,2.0,,2.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,,
