match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,captain,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goals,stat_lastManTackle
11388453,away,FC Volendam,Benaissa Benamar,benaissa-benamar,B. Benamar,D,5,191,226,M,970791,EUR,860457600,D,6,6,False,28.0,24.0,2.0,2.0,13.0,15.0,11.0,13.0,4.0,4.0,6.0,7.0,,,,,,72.0,41.0,7.2,5.0,0.00601392,1,,,4.0,2.0,,,1.0,,,,4.0,,,,1.0,,0.101,,,,,,,,,,,1.0,,0.2568,,
11388453,away,FC Volendam,Josh Flint,josh-flint,J. Flint,D,28,186,47,M,966460,EUR,971395200,D,28,28,False,43.0,32.0,9.0,3.0,23.0,29.0,9.0,14.0,4.0,5.0,6.0,4.0,,,,,,90.0,61.0,6.8,14.0,0.0152353,1,,,4.0,,1.0,,2.0,,,,4.0,,,,1.0,,0.0436,,,,,,,1.0,,,,1.0,,,,
11388453,away,FC Volendam,George Cox,george-cox,G. Cox,M,,171,91,M,920556,EUR,884736000,D,5,5,False,33.0,15.0,15.0,6.0,5.0,12.0,11.0,24.0,2.0,6.0,5.0,3.0,,,,,,90.0,60.0,7.0,23.0,0.0946045,2,,3.0,5.0,,2.0,2.0,2.0,,George,Cox,2.0,1.0,,1.0,4.0,2.0,0.0388,,1.0,2.0,,1.0,,1.0,,,,,,,,
11388453,away,FC Volendam,Damon Mirani,damon-mirani,D. Mirani,D,4,182,56,M,318575,EUR,831945600,M,4,4,False,40.0,17.0,12.0,7.0,6.0,12.0,11.0,28.0,12.0,14.0,7.0,4.0,,,,,,90.0,57.0,6.9,26.0,0.015862,1,,,7.0,,2.0,2.0,3.0,1.0,,,4.0,,,,,,0.011,True,,2.0,,1.0,,2.0,,,,,,,,
11388453,away,FC Volendam,Zach Booth,booth-zach,Z. Booth,M,21,184,134,M,1138450,EUR,1076976000,M,7,7,False,15.0,12.0,1.0,,3.0,4.0,9.0,12.0,3.0,5.0,,1.0,,,,,,90.0,27.0,6.2,10.0,0.0155666,2,,1.0,10.0,,1.0,,1.0,1.0,Zach Booth,,4.0,1.0,,2.0,1.0,1.0,0.5162,,,1.0,3.0,,,1.0,,,1.0,,,,,
11388453,away,FC Volendam,Luke Le Roux,le-roux-luke,L. L. Roux,M,16,180,299,M,931035,EUR,952646400,M,8,8,False,33.0,24.0,3.0,2.0,14.0,17.0,10.0,16.0,,3.0,4.0,8.0,,,,,,72.0,44.0,6.7,10.0,0.00692928,1,,,7.0,,3.0,1.0,1.0,3.0,Luke,Le Roux,2.0,,,1.0,1.0,,0.0327,,,2.0,,,,,,,,,,,,1.0
11388453,away,FC Volendam,Robin Maulun,robin-maulun,R. Maulun,M,,176,35,M,787388,EUR,848707200,M,10,10,False,41.0,36.0,2.0,1.0,19.0,22.0,19.0,29.0,,1.0,1.0,4.0,,,,,,78.0,61.0,6.9,17.0,0.118599,1,,10.0,3.0,,1.0,,2.0,1.0,,,,,,,,,0.0666,,2.0,,2.0,1.0,,4.0,,,,,,,,
11388453,away,FC Volendam,Darius Johnson,darius-johnson,D. Johnson,M,22,182,68,M,990952,EUR,953078400,M,38,38,False,15.0,9.0,1.0,,3.0,6.0,6.0,10.0,,3.0,1.0,1.0,,,,,,78.0,28.0,6.7,10.0,0.18676,1,,1.0,5.0,,,,,1.0,,,2.0,,,,,3.0,0.0202,,,,2.0,,,1.0,,,,1.0,1.0,0.04,,
11388453,away,FC Volendam,Vivaldo,vivaldo,V. Semedo,F,18,192,419,M,1414275,EUR,1106870400,F,9,9,False,7.0,4.0,,,2.0,3.0,2.0,4.0,1.0,2.0,,3.0,,,,,,45.0,16.0,6.8,5.0,0.00069577,4,,,3.0,,,,2.0,1.0,,,2.0,1.0,1.0,3.0,,,0.0884,,,,,1.0,,,,,,,,,,
11388453,away,FC Volendam,Quincy Hoeve,quincy-hoeve,Q. Hoeve,M,,190,38,M,1381645,EUR,1049328000,F,27,27,True,12.0,4.0,,,3.0,3.0,1.0,9.0,8.0,10.0,,1.0,,,,,,45.0,24.0,7.4,12.0,0.107769,1,,,4.0,,,,3.0,,,,3.0,1.0,,,,2.0,0.0419,,,,,,,1.0,1.0,1.0,,1.0,,,,
11388453,away,FC Volendam,Deron Payne,payne-deron,D. Payne,D,2,182,39,M,1423743,EUR,1032912000,D,26,26,True,13.0,5.0,4.0,1.0,1.0,7.0,4.0,6.0,1.0,2.0,1.0,2.0,,,,,,18.0,19.0,6.7,9.0,0.0123955,0,,,3.0,,1.0,,,,Deron Payne,,2.0,,,,2.0,,,,,1.0,,,,,,,,,,,,
11388453,away,FC Volendam,Brian Plat,brian-plat,B. Plat,D,4,191,60,M,980673,EUR,954892800,D,3,3,True,6.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,,,,,,18.0,11.0,6.6,6.0,0.00159775,0,,,1.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11388453,away,FC Volendam,Robert Mühren,robert-muhren,R. Mühren,M,21,187,188,M,156676,EUR,611452800,F,21,21,True,2.0,,1.0,,,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,12.0,5.0,7.4,2.0,,1,,,1.0,,,,,,,,1.0,,,,,,0.5859,,,,,,,,,,,1.0,,0.3845,1.0,
11388453,away,FC Volendam,Safouane Karim,karim-safouane,S. Karim,F,,167,46,M,1656961,EUR,1090108800,F,30,30,True,5.0,2.0,,,2.0,2.0,,3.0,2.0,2.0,,4.0,,,,,,12.0,14.0,6.5,6.0,8.841e-05,1,,,4.0,,,,1.0,2.0,Safouane Karim,,,2.0,,,,,0.0307,,,,,,,,,,,1.0,,0.1571,,
11388453,away,FC Volendam,Barry Lauwers,barry-lauwers,B. Lauwers,G,,187,20,M,959060,EUR,943833600,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Barry,Lauwers,,,,,,,,,,,,,,,,,,,,,,
11388453,away,FC Volendam,Kayne van Oevelen,kayne-van-oevelen,K. v. Oevelen,G,1,199,269,M,1393970,EUR,1060300800,G,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Kayne van Oevelen,,,,,,,,,,,,,,,,,,,,,,,
11388453,away,FC Volendam,Axel Guessand,axel-guessand,A. Guessand,D,19,192,125,M,1136819,EUR,1099699200,D,50,50,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Axel Guessand,,,,,,,,,,,,,,,,,,,,,,,
11388453,away,FC Volendam,Ibrahim El Kadiri,ibrahim-el-kadiri,I. E. Kadiri,M,11,170,417,M,1006443,EUR,1011744000,F,34,34,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388453,away,FC Volendam,Achraf Douiri,achraf-douiri,A. Douiri,F,,180,38,M,1084535,EUR,943660800,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Achraf Douiri,,,,,,,,,,,,,,,,,,,,,,,
