match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_fouls,captain,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented
10408390,home,Osasuna,Aitor Fernández,aitor-fernandez,A. Fernández,G,13,182,248,M,99516,EUR,673228800,G,25,25,False,25.0,15.0,15.0,6.0,12.0,14.0,3.0,11.0,8.0,1.0,1.0,90.0,30.0,6.9,10.0,0.0,0.0,0.00155725,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408390,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,D,7,7,False,64.0,49.0,12.0,7.0,25.0,30.0,25.0,41.0,10.0,,,90.0,94.0,7.5,23.0,0.0,0.0,0.066614,0,7.0,1.0,1.0,2.0,5.0,6.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10408390,home,Osasuna,Aridane Hernández,aridane-hernandez,A. Hernández,D,15,186,254,M,41013,EUR,606614400,D,23,23,False,79.0,68.0,10.0,6.0,48.0,49.0,20.0,30.0,8.0,,,90.0,85.0,7.0,12.0,0.0157,0.0,0.00537539,1,,,,3.0,3.0,4.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10408390,home,Osasuna,David García,david-garcia,D. García,D,5,185,306,M,591136,EUR,761184000,D,5,5,False,75.0,67.0,10.0,4.0,36.0,37.0,31.0,38.0,6.0,,,90.0,86.0,7.4,8.0,0.0,0.0,0.00839886,0,,,,1.0,1.0,4.0,,,3.0,1.0,,,,,,5.0,1.0,True,2.0,2.0,,,,,,,,,,,,,
10408390,home,Osasuna,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,20,20,False,52.0,44.0,3.0,2.0,21.0,22.0,25.0,33.0,4.0,,,90.0,78.0,7.1,12.0,0.0,0.0,0.14671,0,3.0,2.0,,,2.0,3.0,1.0,,,1.0,1.0,,2.0,,,2.0,,,3.0,2.0,1.0,,,,,,,,,,,,
10408390,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,M,22,22,False,41.0,35.0,1.0,1.0,11.0,12.0,24.0,29.0,2.0,,,85.0,60.0,6.4,13.0,0.1341,0.3188,0.0706499,1,,,2.0,2.0,7.0,7.0,2.0,,1.0,,,3.0,,1.0,,,1.0,,4.0,2.0,4.0,,,1.0,1.0,,,,,,,,
10408390,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,67.0,59.0,5.0,3.0,23.0,25.0,36.0,42.0,15.0,,,90.0,82.0,7.2,11.0,0.0,0.0,0.0210765,0,,,,3.0,6.0,7.0,1.0,,4.0,3.0,1.0,,1.0,1.0,,1.0,3.0,,2.0,1.0,1.0,,,,,,,,,,,,
10408390,home,Osasuna,Moi Gómez,moi-gomez,M. Gómez,M,16,174,627,M,149370,EUR,772329600,M,16,16,False,86.0,74.0,13.0,8.0,34.0,35.0,43.0,57.0,5.0,,,90.0,104.0,7.6,16.0,0.034,0.1403,0.148956,1,6.0,3.0,,,1.0,4.0,1.0,,1.0,,,1.0,1.0,,,,,,3.0,3.0,1.0,,,,1.0,,,,,,,,
10408390,home,Osasuna,Chimy Ávila,chimy-avila,C. Ávila,F,9,171,2160,M,789381,EUR,760492800,F,9,9,False,25.0,14.0,3.0,1.0,4.0,5.0,11.0,26.0,1.0,,,77.0,46.0,6.8,20.0,0.0971,0.0,0.0158446,2,6.0,1.0,,1.0,4.0,4.0,,,,1.0,,1.0,,,1.0,1.0,3.0,,2.0,1.0,2.0,,,,,1.0,1.0,,,,,,
10408390,home,Osasuna,Ante Budimir,ante-budimir,A. Budimir,F,17,190,8134,M,37318,EUR,680140800,F,17,17,False,9.0,6.0,,,2.0,2.0,4.0,7.0,,,,67.0,17.0,6.7,7.0,0.1744,0.2011,0.00318193,2,,,3.0,2.0,4.0,2.0,,,,,,,,,1.0,,,,1.0,,3.0,,,,1.0,,,budimir_ante,,,,,
10408390,home,Osasuna,Abdessamad Ezzalzouli,abdessamad-ezzalzouli,A. Ezzalzouli,M,10,177,44492,M,1011375,EUR,1008547200,F,12,12,False,25.0,23.0,1.0,1.0,12.0,12.0,12.0,18.0,2.0,,,77.0,58.0,7.3,14.0,0.0349,0.0,0.0260852,1,5.0,1.0,2.0,,6.0,12.0,,,,,,4.0,,,,,2.0,,10.0,8.0,5.0,,,,,1.0,,ez_abde,,,,,
10408390,home,Osasuna,Pablo Ibáñez,pablo-ibanez-lumbreras,P. Ibáñez,M,19,179,350,M,1084381,EUR,883612800,M,19,19,True,9.0,8.0,2.0,1.0,3.0,3.0,5.0,6.0,1.0,,,23.0,19.0,6.8,4.0,0.2947,0.8909,0.00417676,2,,,4.0,1.0,4.0,3.0,,,1.0,2.0,,,,,,,,,,,3.0,,,1.0,2.0,,,,,,,,
10408390,home,Osasuna,Kike Barja,kike-barja,K. Barja,F,11,178,163,M,591132,EUR,860112000,F,11,11,True,3.0,1.0,,,,,1.0,7.0,1.0,,,13.0,14.0,6.6,10.0,0.0,0.0,0.00048991,0,4.0,,,,3.0,3.0,1.0,,,1.0,,,,1.0,,,1.0,,2.0,2.0,2.0,,,,,,,,,,,,
10408390,home,Osasuna,Kike García,kike-garcia,K. García,F,19,186,1005,M,84972,EUR,627955200,F,18,18,True,4.0,3.0,,,,,3.0,4.0,,,,13.0,7.0,6.8,2.0,0.0,0.0,0.138175,0,,,2.0,,3.0,1.0,,,,,,,1.0,,,,,,2.0,1.0,,,,,,,,,1.0,,,,
10408390,home,Osasuna,Darko Brašanac,darko-brasanac,D. Brašanac,M,5,178,208,M,94539,EUR,697852800,M,8,8,True,1.0,1.0,,,1.0,1.0,,,,,,11.0,1.0,6.5,,0.0,0.0,8.93e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
