match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_unsuccessfulTouch,stat_totalOffside,stat_shotOffTarget,stat_lastManTackle,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_onTargetScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_goalAssist,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
11067440,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,23.0,18.0,12.0,7.0,13.0,14.0,5.0,9.0,4.0,1.0,2.0,90.0,28.0,7.4,5.0,0.0,0.0,0.00116042,0,0.6989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067440,home,São Paulo,Rafinha,rafinha,Rafinha,D,13,172,1493,M,12634,EUR,494899200,D,13,13,False,68.0,58.0,5.0,3.0,13.0,17.0,46.0,55.0,4.0,,,90.0,87.0,8.1,14.0,0.016,0.0,0.420396,1,,True,4.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
11067440,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,43.0,39.0,7.0,6.0,20.0,20.0,19.0,23.0,3.0,,,90.0,50.0,7.0,5.0,0.0202,0.0,0.00683631,1,,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,
11067440,home,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,44.0,39.0,4.0,2.0,20.0,23.0,19.0,21.0,8.0,,,90.0,49.0,7.3,6.0,0.0261,0.0,0.00958086,1,,,,,3.0,4.0,,,,,2.0,1.0,,1.0,1.0,,,2.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,
11067440,home,São Paulo,Patryck,patryck,Patryck,D,30,180,1405,M,1002528,EUR,1042848000,D,36,36,False,36.0,26.0,2.0,,9.0,15.0,18.0,22.0,5.0,,,90.0,62.0,6.9,13.0,0.0741,0.0,0.108548,2,,,1.0,1.0,6.0,5.0,1.0,,,,2.0,1.0,1.0,,1.0,,,2.0,2.0,2.0,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,
11067440,home,São Paulo,Gabriel Neves,gabriel-neves,G. Neves,M,8,171,741,M,875294,EUR,871257600,M,20,20,False,44.0,39.0,2.0,1.0,9.0,9.0,30.0,38.0,3.0,,,58.0,58.0,6.9,9.0,0.0,0.0,0.0253628,0,,,3.0,,7.0,4.0,,,,,4.0,3.0,,3.0,,,,1.0,,,1.0,,,,3.0,,,,,,,,,,,,,
11067440,home,São Paulo,Pablo Maia,pablo-maia,P. Maia,M,29,178,3211,M,1120721,EUR,1010620800,M,29,29,False,67.0,61.0,6.0,4.0,21.0,24.0,40.0,43.0,12.0,,,90.0,85.0,7.7,9.0,0.1674,0.7733,0.0850438,5,,,,,4.0,6.0,1.0,,2.0,,4.0,3.0,,1.0,4.0,Pablo Maia,,,2.0,,1.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,,
11067440,home,São Paulo,Rodrigo Nestor,rodrigo-nestor,R. Nestor,M,11,174,2064,M,905461,EUR,965779200,M,11,11,False,30.0,24.0,1.0,,6.0,6.0,20.0,26.0,3.0,,,75.0,48.0,6.9,11.0,0.0838,0.0,0.188597,3,,,2.0,2.0,8.0,6.0,8.0,5.0,2.0,,1.0,,,3.0,2.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
11067440,home,São Paulo,Rodriguinho,rodriguinho,Rodriguinho,M,15,185,1942,M,1200730,EUR,1079395200,M,18,18,False,14.0,11.0,,,3.0,3.0,8.0,12.0,3.0,,,45.0,29.0,6.3,8.0,0.0,0.0,0.00318354,0,,,1.0,,12.0,5.0,3.0,2.0,,,2.0,2.0,1.0,5.0,,Rodriguinho,,3.0,,1.0,2.0,,,,2.0,1.0,,,,,,,,,,,,
11067440,home,São Paulo,Juan Santos da Silva,juan,Juan,F,9,176,1031,M,1009928,EUR,1015459200,F,31,31,False,10.0,6.0,1.0,,,1.0,6.0,9.0,3.0,,,75.0,22.0,6.6,8.0,0.3438,0.4937,0.0208696,2,,,,,6.0,7.0,2.0,2.0,,,1.0,1.0,2.0,,,,,4.0,2.0,,2.0,1.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,
