match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_outfielderBlock,stat_fouls,stat_penaltyConceded,stat_wonTackle,player_firstName,player_lastName,stat_aerialLost,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,stat_goals,player_sofascoreId,stat_lastManTackle,stat_bigChanceCreated,stat_errorLeadToAShot
12117345,home,Criciúma,Gustavo,gustavo,Gustavo,G,1,186,199,M,124766,EUR,731721600,G,1,1,False,21.0,12.0,14.0,6.0,0.0,8.0,12.0,4.0,9.0,9.0,1.0,1.0,4.0,90.0,27.0,6.6,9.0,0.00288933,0,-0.9886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117345,home,Criciúma,Dudu,dudu,Dudu,D,53,175,147,M,859083,EUR,864950400,D,20,20,False,53.0,46.0,5.0,4.0,0.0,21.0,23.0,27.0,35.0,8.0,,,,90.0,81.0,7.4,13.0,0.158538,3,,5.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0665,0.0559,5.0,,,,,,,,,,,,,,,,,
12117345,home,Criciúma,Walisson Maia,walisson-maia,W. Maia,D,14,187,68,M,552176,EUR,682732800,D,33,33,False,31.0,22.0,11.0,5.0,0.0,13.0,19.0,9.0,12.0,5.0,,,,90.0,42.0,6.8,9.0,0.0221907,0,,,,2.0,1.0,5.0,1.0,,1.0,1.0,,,,,5.0,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,
12117345,home,Criciúma,Tobias Figueiredo,tobias-figueiredo,T. Figueiredo,D,4,188,200,M,96999,EUR,760147200,D,29,29,False,34.0,31.0,3.0,3.0,0.0,20.0,22.0,11.0,12.0,8.0,,,,90.0,37.0,5.9,3.0,0.00330474,0,,,,3.0,3.0,3.0,1.0,,,,,,,3.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,
12117345,home,Criciúma,Miguel Trauco,miguel-trauco,M. Trauco,D,,175,1359,M,247665,EUR,714700800,D,14,14,False,18.0,15.0,2.0,2.0,0.0,7.0,8.0,8.0,10.0,5.0,,,,45.0,29.0,6.7,6.0,0.00787543,0,,,,,,1.0,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,
12117345,home,Criciúma,Ronald,ronald,Ronald,M,8,171,426,M,931521,EUR,866592000,M,6,6,False,43.0,39.0,2.0,,0.0,20.0,20.0,20.0,26.0,8.0,,,,90.0,69.0,6.5,12.0,0.147532,0,,3.0,1.0,,15.0,9.0,7.0,2.0,4.0,2.0,,,,1.0,1.0,7.0,2.0,,,,1.0,,3.0,,4.0,,,1.0,,,,,,,,,,
12117345,home,Criciúma,Barreto,barreto,Barreto,M,5,182,107,M,599688,EUR,818553600,M,88,88,False,27.0,23.0,2.0,1.0,0.0,14.0,15.0,9.0,12.0,3.0,,,,61.0,36.0,6.5,7.0,0.00468805,1,,,,2.0,4.0,3.0,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,0.0156,,,,2.0,,,,,,,,,,,,,,,
12117345,home,Criciúma,Marcelo Hermes,marcelo-hermes,M. Hermes,D,22,177,288,M,783490,EUR,791596800,M,22,22,False,30.0,26.0,4.0,3.0,0.0,8.0,9.0,21.0,30.0,5.0,,,,90.0,55.0,6.9,13.0,0.104885,4,,9.0,3.0,,9.0,4.0,3.0,1.0,1.0,,1.0,1.0,2.0,3.0,,4.0,1.0,,0.1053,0.0175,2.0,,2.0,,4.0,,,2.0,True,,,,,,,,,
12117345,home,Criciúma,Matheusinho,matheusinho,Matheusinho,M,98,164,482,M,822523,EUR,887155200,M,17,17,False,17.0,11.0,2.0,,0.0,2.0,4.0,9.0,13.0,,,,,45.0,24.0,6.5,10.0,0.0259004,1,,,,,5.0,1.0,,,2.0,1.0,1.0,,,,,,3.0,,0.1068,,2.0,,1.0,,,,,3.0,,,,,,,,,,
12117345,home,Criciúma,Arthur Caíke,arthur-caike,Arthur Caíke,F,,174,195,M,829832,EUR,708566400,F,45,45,False,15.0,10.0,,,0.0,4.0,4.0,6.0,11.0,2.0,,,,61.0,20.0,6.8,6.0,0.0386543,2,,,,5.0,2.0,5.0,,,,,1.0,,1.0,,,,1.0,,0.2035,,3.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,
