match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_lastManTackle,stat_totalCross,stat_errorLeadToAGoal,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_goals,stat_shotOffTarget,stat_errorLeadToAShot,stat_penaltyWon,stat_accurateCross,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceCreated,stat_bigChanceMissed
12450958,home,Angers,Yahia Fofana,yahia-fofana,Y. Fofana,G,75,194,3568,M,yahia.fofana_,877977,EUR,966816000,G,30,30,False,21.0,15.0,10.0,5.0,0.0,12.0,14.0,3.0,7.0,1.0,4.0,3.0,4.0,1.0,90.0,28.0,6.5,6.0,0.00037973,0,-0.6999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450958,home,Angers,Carlens Arcus,carlens-arcus,C. Arcus,D,2,180,5908,M,,794373,EUR,835920000,D,2,2,False,15.0,12.0,1.0,,0.0,9.0,10.0,3.0,5.0,3.0,2.0,,,,45.0,23.0,6.3,5.0,0.0118842,0,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12450958,home,Angers,Abdoulaye Bamba,abdoulaye-bamba,A. Bamba,D,25,182,172,M,,121180,EUR,641001600,D,25,25,False,32.0,27.0,2.0,,0.0,17.0,18.0,10.0,14.0,4.0,4.0,,,,76.0,50.0,6.5,7.0,0.00364798,0,,1.0,1.0,5.0,,,,,2.0,1.0,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12450958,home,Angers,Cédric Hountondji,cedric-hountondji,C. Hountondji,D,4,195,551,M,,342911,EUR,758937600,D,22,22,False,42.0,39.0,2.0,,0.0,34.0,35.0,5.0,7.0,3.0,4.0,,,,90.0,50.0,6.5,3.0,0.0174747,0,,3.0,3.0,5.0,1.0,,,,2.0,1.0,,2.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
12450958,home,Angers,Jordan Lefort,jordan-lefort,J. Lefort,D,21,184,183,M,,363042,EUR,741225600,D,21,21,False,77.0,68.0,8.0,4.0,0.0,32.0,35.0,36.0,43.0,1.0,8.0,,,,90.0,95.0,6.6,11.0,0.0249176,0,,2.0,1.0,11.0,,1.0,,,8.0,,1.0,,1.0,6.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
12450958,home,Angers,Jacques Ekomié,jacques-ekomie,J. Ekomie,D,3,179,570,M,,1170532,EUR,1061251200,D,3,3,False,15.0,12.0,1.0,,0.0,5.0,6.0,7.0,15.0,3.0,2.0,,,,64.0,31.0,6.3,11.0,0.00380633,0,,1.0,4.0,1.0,,2.0,,,,1.0,,,2.0,,,,1.0,,6.0,,Jacques Ekomie,,,,,,,,,,,,,,,,
12450958,home,Angers,Yassin Belkhdim,belkhdim-yassin,Y. Belkhdim,M,14,175,1155,M,,1195241,EUR,1013644800,M,14,14,False,27.0,24.0,3.0,2.0,0.0,11.0,12.0,13.0,15.0,1.0,5.0,,,,76.0,39.0,6.7,5.0,0.00867964,1,,,3.0,4.0,,,,,3.0,3.0,1.0,,1.0,1.0,,1.0,,,,,,,1.0,0.0485,0.0674,,,,,,,,,,,,
12450958,home,Angers,Jean-Eudes Aholou,jean-eudes-aholou,J. Aholou,M,6,187,438,M,,156004,EUR,764121600,M,6,6,False,37.0,33.0,1.0,,0.0,14.0,15.0,19.0,22.0,1.0,5.0,,,,64.0,46.0,6.8,4.0,0.0244851,1,,1.0,7.0,4.0,3.0,,1.0,1.0,1.0,2.0,2.0,,3.0,1.0,,1.0,2.0,,,,,,,0.0194,,1.0,,,,,,,,,,,
12450958,home,Angers,Himad Abdelli,himad-abdelli,H. Abdelli,M,8,185,7344,M,,945830,EUR,942796800,M,10,10,False,74.0,68.0,4.0,1.0,0.0,19.0,21.0,49.0,57.0,,8.0,,,,90.0,96.0,7.7,16.0,0.265616,2,,,6.0,5.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,,,1.0,2.0,,,,4.0,,,,2.0,0.8132,0.9475,,True,1.0,,,,,,,,,
12450958,home,Angers,Farid El Melali,farid-el-melali,F. El Melali,M,28,173,1171,M,,930584,EUR,862790400,F,28,28,False,23.0,20.0,2.0,1.0,0.0,6.0,7.0,14.0,20.0,,3.0,,,,90.0,50.0,7.1,16.0,0.0138485,3,,1.0,9.0,10.0,2.0,3.0,5.0,3.0,3.0,1.0,,,,,3.0,3.0,1.0,,4.0,,,,2.0,0.2272,0.1619,,,,1.0,,,,,,,,
