match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_unsuccessfulTouch,captain,player_sofascoreId,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_hitWoodwork,stat_outfielderBlock,stat_totalOffside,stat_goodHighClaim,stat_lastManTackle,stat_goals
12114515,home,Granada,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186,1488,M,358910,EUR,830822400,G,25,25,False,53.0,33.0,33.0,13.0,21.0,22.0,12.0,31.0,1.0,1.0,13.0,1.0,1.0,1.0,2.0,2.0,90.0,58.0,6.8,20.0,0.0182367,0,-0.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12114515,home,Granada,Bruno Méndez,bruno-mendez,Bruno Méndez,D,4,184,752,M,923000,EUR,936921600,D,2,2,False,29.0,16.0,6.0,2.0,7.0,9.0,9.0,21.0,6.0,1.0,4.0,,,,,,65.0,49.0,6.9,15.0,0.00987823,0,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12114515,home,Granada,Miguel Rubio,miguel-rubio,M. Rubio,D,15,191,184,M,934351,EUR,889574400,D,4,4,False,61.0,46.0,12.0,4.0,34.0,37.0,12.0,24.0,11.0,4.0,6.0,,,,,,90.0,69.0,6.8,15.0,0.00955625,1,,,,,2.0,10.0,4.0,1.0,1.0,,,,2.0,1.0,1.0,0.0481,1.0,,,,,,,,,,,,,,,,
12114515,home,Granada,Ignasi Miquel,ignasi-miquel,I. Miquel,D,5,189,102,M,144606,EUR,717638400,D,14,14,False,57.0,47.0,8.0,3.0,35.0,36.0,12.0,21.0,5.0,4.0,7.0,1.0,,,,,90.0,68.0,7.0,12.0,0.166429,1,,,,,1.0,4.0,3.0,,,,,,2.0,,1.0,0.0188,1.0,1.0,,,,,,,,,,,,,,,
12114515,home,Granada,Carlos Neva,neva-carlos,C. Neva,D,21,174,128,M,914178,EUR,834537600,D,15,15,False,41.0,31.0,10.0,3.0,16.0,19.0,15.0,25.0,1.0,3.0,3.0,1.0,,,,,90.0,60.0,6.6,16.0,0.0196502,0,,,,3.0,1.0,,2.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,
12114515,home,Granada,Facundo Pellistri,facundo-pellistri,F. Pellistri,M,28,174,7659,M,989803,EUR,1008806400,M,19,19,False,26.0,21.0,,,6.0,6.0,16.0,24.0,6.0,,6.0,2.0,,,,,90.0,50.0,6.8,16.0,0.130301,2,,,,4.0,4.0,2.0,13.0,,,,2.0,1.0,5.0,,,0.0947,3.0,4.0,,facupellistri,1.0,1.0,3.0,1.0,1.0,0.0986,,,,,,,
12114515,home,Granada,Sergio Ruiz Alonso,sergio-ruiz-alonso,S. R. Alonso,M,20,171,83,M,857227,EUR,787536000,M,20,20,False,34.0,31.0,3.0,2.0,19.0,19.0,12.0,16.0,5.0,,4.0,1.0,,,,,79.0,45.0,7.1,6.0,0.14519,0,,,,1.0,,,2.0,1.0,1.0,,3.0,3.0,,,,,1.0,2.0,,,,2.0,,,,,,,,,,,
12114515,home,Granada,Gerard Gumbau,gerard-gumbau,G. Gumbau,M,15,187,380,M,326471,EUR,787708800,M,23,23,False,55.0,45.0,10.0,7.0,19.0,22.0,30.0,42.0,1.0,,4.0,,,,,,90.0,70.0,7.4,16.0,0.229513,1,,,,9.0,1.0,,3.0,1.0,1.0,,,,1.0,,1.0,0.0154,1.0,,,,4.0,,1.0,,,,1.0,1.0,,,,,
12114515,home,Granada,Theo Corbeanu,theo-corbeanu,T. Corbeanu,M,7,190,261,M,1121430,EUR,1021593600,M,17,17,False,14.0,8.0,2.0,,2.0,3.0,6.0,11.0,1.0,,3.0,,,,,,57.0,17.0,6.6,6.0,0.00352611,1,,,,,,1.0,1.0,,,,,,,,1.0,0.0173,,,,,,1.0,,,,,,,,,,,
12114515,home,Granada,Lucas Boyé,lucas-boye,L. Boyé,F,15,183,1345,M,814385,EUR,825465600,F,7,7,False,21.0,13.0,,,1.0,1.0,12.0,20.0,4.0,2.0,6.0,2.0,,,,,90.0,44.0,6.8,17.0,0.167871,2,,,,,7.0,2.0,12.0,2.0,,,,,3.0,,1.0,0.1034,2.0,6.0,,,,,,,1.0,,,,1.0,,,,
12114515,home,Granada,Myrto Uzuni,myrto-uzuni,M. Uzuni,F,10,178,1807,M,895533,EUR,801878400,F,11,11,False,9.0,8.0,,,2.0,2.0,6.0,7.0,3.0,1.0,3.0,3.0,,,,,79.0,19.0,7.0,3.0,0.0904564,3,,,,,,,2.0,,,,,,1.0,,,0.1574,,1.0,,,,,1.0,2.0,1.0,0.1469,,,,1.0,,,
12114515,home,Granada,Kamil Jóźwiak,kamil-jozwiak,K. Jóźwiak,M,72,176,2028,M,814820,EUR,893203200,F,18,18,True,11.0,7.0,,,2.0,3.0,5.0,8.0,5.0,,4.0,3.0,,,,,33.0,17.0,6.6,5.0,0.00994569,0,,,,,1.0,1.0,4.0,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,
12114515,home,Granada,Ricard Sánchez,ricard-sanchez,R. Sánchez,D,2,175,157,M,986726,EUR,951177600,D,12,12,True,11.0,8.0,3.0,1.0,5.0,5.0,3.0,8.0,3.0,3.0,,,,,,,25.0,26.0,6.6,6.0,0.0030182,0,,,,2.0,1.0,,1.0,1.0,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
12114515,home,Granada,Gonzalo Villar,gonzalo-villar,G. Villar,M,12,181,1019,M,914765,EUR,890611200,M,24,24,True,8.0,7.0,,,2.0,2.0,5.0,6.0,2.0,,1.0,1.0,,,,,11.0,11.0,6.7,1.0,0.001553,1,,,,,,,2.0,,,,1.0,,2.0,,1.0,0.0148,,,,,,,,,,,,,,,,,
12114515,home,Granada,Matías Arezo,matias-arezo,M. Arezo,F,19,178,2640,M,975814,EUR,1037836800,F,8,8,True,3.0,1.0,,,1.0,1.0,,3.0,1.0,,,,,,,,11.0,7.0,6.7,3.0,0.00036244,1,,,,1.0,,1.0,,,,,,,,,1.0,0.1523,,,,,,,,,,,,,,,,,
12114515,home,Granada,Marc Martínez,marc-martinez,M. Martínez,G,1,185,33,M,232548,EUR,639187200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12114515,home,Granada,Kamil Piątkowski,kamil-piatkowski,K. Piątkowski,D,91,191,2396,M,942335,EUR,961545600,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12114515,home,Granada,Raúl Torrente,raul-torrente,R. Torrente,D,4,193,720,M,1134758,EUR,1000080000,D,28,28,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12114515,home,Granada,Martin Hongla,martin-hongla,M. Hongla,M,78,183,1195,M,856062,EUR,890006400,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12114515,home,Granada,Óscar Melendo,oscar-melendo,Ó. Melendo,M,21,167,152,M,861317,EUR,872294400,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12114515,home,Granada,Antonio Puertas,antonio-puertas,A. Puertas,M,7,183,210,M,316406,EUR,698630400,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12114515,home,Granada,Faitout Maouassa,faitout-maouassa,F. Maouassa,M,27,172,207,M,801287,EUR,899683200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12114515,home,Granada,José Callejón,jose-callejon,J. Callejón,F,,178,736,M,40965,EUR,540000000,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12114515,away,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,930997,EUR,970185600,G,25,25,False,35.0,14.0,31.0,10.0,7.0,8.0,7.0,27.0,1.0,,14.0,,1.0,3.0,,,90.0,47.0,7.4,21.0,0.00335596,0,0.2455,,,,,1.0,,,,,,,,,,,,,,mamardashvili,,,,,,,,,,,1.0,,
12114515,away,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,851282,EUR,920937600,D,12,12,False,33.0,23.0,6.0,,15.0,18.0,8.0,15.0,4.0,2.0,,3.0,,,,,90.0,51.0,6.9,11.0,0.00549531,0,,,,,2.0,,6.0,,,,1.0,,2.0,,,,,,True,,,2.0,,,,,,,1.0,,,,
12114515,away,Valencia,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,3,191,15807,M,1144630,EUR,1088294400,D,3,3,False,41.0,32.0,11.0,3.0,27.0,27.0,5.0,14.0,5.0,6.0,3.0,1.0,,,,,90.0,54.0,7.2,10.0,0.00247364,0,,Cristhian Mosquera,,,1.0,2.0,4.0,,,1.0,2.0,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,1.0,
12114515,away,Valencia,Cenk Özkaçar,cenk-ozkacar,C. Özkaçar,D,39,190,733,M,953097,EUR,970790400,D,15,15,False,44.0,34.0,12.0,5.0,29.0,31.0,5.0,13.0,5.0,11.0,3.0,2.0,,,,,90.0,61.0,7.5,10.0,0.00322523,0,,,,,1.0,3.0,2.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,
12114515,away,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183,461,M,151138,EUR,732844800,D,20,20,False,20.0,9.0,6.0,1.0,5.0,11.0,4.0,10.0,3.0,1.0,5.0,2.0,,,,,57.0,39.0,6.4,16.0,0.00129172,0,,,,1.0,1.0,,3.0,1.0,1.0,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,
12114515,away,Valencia,Fran Pérez,fran-perez,F. Pérez,M,21,176,466,M,966637,EUR,1031529600,M,23,23,False,16.0,13.0,,,7.0,8.0,7.0,10.0,1.0,,5.0,1.0,,,,,69.0,24.0,6.6,6.0,0.133416,0,,,,2.0,1.0,,2.0,,,,,,1.0,,,,1.0,2.0,,,1.0,,,,,,,,,,,,
12114515,away,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187,1800,M,1122610,EUR,1052784000,M,8,8,False,34.0,21.0,6.0,2.0,13.0,18.0,8.0,16.0,5.0,4.0,6.0,,,,,,90.0,47.0,7.0,16.0,0.0178473,2,,,,,,3.0,4.0,1.0,,2.0,2.0,1.0,3.0,,1.0,0.0758,,2.0,,,,,,1.0,,0.0514,,,,,,,
12114515,away,Valencia,Pepelu,pepelu,Pepelu,M,18,185,1838,M,826948,EUR,902793600,M,18,18,False,37.0,24.0,6.0,,18.0,24.0,8.0,19.0,5.0,5.0,4.0,3.0,,,,,90.0,56.0,7.0,17.0,0.0712294,0,,,,6.0,1.0,2.0,2.0,,,2.0,,,1.0,,,,2.0,,,,2.0,,,,,,,,,,,,
12114515,away,Valencia,Sergi Canós,sergi-canos,S. Canós,M,7,173,366,M,790833,EUR,854841600,M,7,7,False,11.0,7.0,,,3.0,3.0,4.0,10.0,4.0,1.0,2.0,2.0,,,,,57.0,22.0,6.7,8.0,0.00750745,1,,,,2.0,2.0,1.0,5.0,1.0,1.0,1.0,,,,,1.0,0.0572,,1.0,,,,2.0,1.0,,,,,,,,,,
12114515,away,Valencia,Diego López,diego-lopez,D. López,M,16,172,1350,M,998950,EUR,1021248000,F,16,16,False,15.0,12.0,,,8.0,8.0,4.0,8.0,2.0,1.0,2.0,1.0,,,,,90.0,27.0,6.4,9.0,0.00952331,1,,,,1.0,2.0,1.0,5.0,1.0,,,,,,,,0.0127,,3.0,,,,1.0,1.0,,1.0,,,,,,,,
12114515,away,Valencia,Hugo Duro,hugo-duro,H. Duro,F,9,180,2868,M,909119,EUR,942192000,F,9,9,False,10.0,7.0,1.0,,5.0,5.0,2.0,5.0,4.0,2.0,2.0,3.0,,,,,86.0,27.0,6.7,8.0,0.00515437,0,,,,,10.0,,12.0,,,,1.0,,2.0,,,,,5.0,,,,,,,,,,,1.0,,,,
