match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalCross,stat_outfielderBlock,stat_errorLeadToAGoal,stat_accurateCross,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_clearanceOffLine,stat_hitWoodwork,captain,stat_goals,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
11352465,home,Luton Town,Thomas Kaminski,thomas-kaminski,T. Kaminski,G,1,190,545,M,45959,EUR,719798400,G,24,24,False,37.0,29.0,10.0,4.0,27.0,32.0,2.0,5.0,1.0,3.0,1.0,1.0,1.0,13.0,1.0,2.0,1.0,1.0,2.0,6.0,3.0,1.0,90.0,53.0,7.3,8.0,0.00100515,0,-0.2995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352465,home,Luton Town,Teden Mengi,teden-mengi,T. Mengi,D,15,183,754,M,979233,EUR,1020124800,D,15,15,False,55.0,46.0,6.0,2.0,16.0,20.0,30.0,35.0,2.0,5.0,1.0,1.0,1.0,9.0,,1.0,,,,,,,90.0,68.0,7.0,11.0,0.03779,0,,,,1.0,3.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
11352465,home,Luton Town,Gabriel Osho,gabriel-osho,G. Osho,D,4,185,1150,M,920680,EUR,903052800,D,2,2,False,48.0,42.0,3.0,1.0,25.0,27.0,17.0,21.0,6.0,5.0,1.0,1.0,1.0,2.0,,2.0,,,,,,,90.0,64.0,6.9,8.0,0.0123432,3,,,,2.0,1.0,2.0,3.0,,,2.0,2.0,1.0,1.0,1.0,0.2375,,,,,,,,,,,,,,,
11352465,home,Luton Town,Amari'i Bell,amarii-bell,A. Bell,D,17,179,289,M,369674,EUR,768096000,D,29,29,False,57.0,46.0,,,27.0,31.0,19.0,27.0,6.0,6.0,,2.0,1.0,7.0,,3.0,1.0,,,,,,90.0,81.0,6.6,16.0,0.018287,0,,,,1.0,1.0,,1.0,2.0,,1.0,,,1.0,3.0,,1.0,3.0,1.0,,,,,,,,,,,,
11352465,home,Luton Town,Chiedozie Ogbene,ogbene-chiedozie,C. Ogbene,M,19,181,757,M,849309,EUR,862444800,M,7,7,False,31.0,30.0,1.0,1.0,4.0,4.0,28.0,35.0,1.0,5.0,,4.0,3.0,6.0,,,,,,,,,90.0,58.0,7.6,13.0,0.198281,4,,,,,,1.0,,4.0,1.0,,1.0,1.0,2.0,,0.2189,8.0,,,2.0,2.0,1.0,0.1857,,,,,,,,
11352465,home,Luton Town,Albert Sambi Lokonga,albert-sambi-lokonga,A. S. Lokonga,M,6,183,3626,M,901892,EUR,940550400,M,28,28,False,72.0,69.0,6.0,5.0,34.0,34.0,35.0,38.0,1.0,3.0,,1.0,1.0,9.0,,,,,,,,,90.0,90.0,8.5,4.0,0.29713,1,,,,,,2.0,1.0,,2.0,1.0,1.0,,2.0,,0.0199,,4.0,,,,,,1.0,,,,,,,
11352465,home,Luton Town,Ross Barkley,ross-barkley,R. Barkley,M,6,188,2411,M,98435,EUR,755049600,M,6,6,False,71.0,62.0,7.0,5.0,23.0,26.0,40.0,46.0,2.0,11.0,1.0,6.0,5.0,11.0,,2.0,,,,,,,90.0,88.0,8.2,10.0,0.194636,2,,,,,2.0,1.0,1.0,,4.0,,2.0,,2.0,,0.0909,1.0,,,1.0,,,,,1.0,,,,,,
11352465,home,Luton Town,Alfie Doughty,alfie-doughty,A. Doughty,M,14,183,521,M,945792,EUR,945734400,M,45,45,False,46.0,34.0,5.0,1.0,15.0,19.0,23.0,43.0,5.0,2.0,3.0,1.0,,3.0,,1.0,,,,,,,82.0,79.0,6.7,27.0,0.276631,2,,,,,,1.0,,1.0,3.0,,1.0,1.0,1.0,1.0,0.1747,16.0,,,4.0,,1.0,,,,,,,,,
11352465,home,Luton Town,Carlton Morris,carlton-morris,C. Morris,F,9,185,1069,M,358222,EUR,819072000,F,9,9,False,28.0,18.0,1.0,1.0,3.0,6.0,15.0,23.0,3.0,11.0,,3.0,2.0,2.0,,1.0,1.0,,,,,,90.0,51.0,8.2,16.0,0.0282972,4,,,,2.0,2.0,2.0,,2.0,2.0,,3.0,,6.0,,0.7151,1.0,,,,1.0,,0.6181,,,True,1.0,,,,
11352465,home,Luton Town,Tahith Chong,tahith-chong,T. Chong,M,24,185,1632,M,825845,EUR,944265600,F,14,14,False,36.0,27.0,2.0,,2.0,5.0,25.0,33.0,5.0,4.0,2.0,3.0,2.0,2.0,,,,,,,,,68.0,49.0,6.6,15.0,0.237403,3,,,,,1.0,,,,,2.0,,3.0,1.0,,0.1241,2.0,,,,,1.0,,,,,,,,,
