match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_outfielderBlock,stat_shotOffTarget,stat_goalAssist,stat_aerialLost,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,player_sofascoreId,stat_hitWoodwork,stat_errorLeadToAShot
10407278,home,Royal Antwerp FC,Jean Butez,jean-butez,J. Butez,G,1,188.0,1319,M,599114,EUR,802569600,G,1,1,False,39.0,35.0,14.0,12.0,33.0,36.0,2.0,3.0,11.0,1.0,3.0,4.0,90.0,52.0,7.9,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407278,home,Royal Antwerp FC,Ritchie De Laet,ritchie-de-laet,R. De Laet,D,,186.0,91,M,30420,EUR,596678400,D,2,2,False,61.0,47.0,6.0,4.0,26.0,31.0,21.0,32.0,7.0,,,,90.0,87.0,6.8,23.0,0,,,2.0,3.0,4.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
10407278,home,Royal Antwerp FC,Toby Alderweireld,toby-alderweireld,T. Alderweireld,D,,186.0,1451,M,44575,EUR,604800000,D,23,23,False,59.0,55.0,6.0,5.0,39.0,40.0,16.0,19.0,2.0,,,,90.0,63.0,7.3,4.0,0,,,,2.0,,2.0,,,2.0,1.0,,,,,,True,1.0,,,,,,,,,,,,,,,
10407278,home,Royal Antwerp FC,Dinis Almeida,dinis-almeida,D. Almeida,D,4,190.0,97,M,811562,EUR,804297600,D,61,61,False,73.0,61.0,11.0,8.0,46.0,50.0,15.0,23.0,6.0,,,,90.0,86.0,7.5,12.0,1,,,,5.0,1.0,6.0,,,9.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,
10407278,home,Royal Antwerp FC,Sam Vines,sam-vines,S. Vines,D,3,178.0,116,M,894157,EUR,928108800,D,21,21,False,48.0,43.0,6.0,4.0,23.0,23.0,20.0,27.0,3.0,,,,90.0,68.0,7.5,10.0,0,,,2.0,,2.0,3.0,1.0,,3.0,,1.0,1.0,,2.0,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,
10407278,home,Royal Antwerp FC,Radja Nainggolan,radja-nainggolan,R. Nainggolan,M,44,176.0,2657,M,44001,EUR,578620800,M,4,4,False,34.0,26.0,5.0,3.0,9.0,11.0,21.0,30.0,5.0,,,,87.0,59.0,7.7,15.0,3,Radja,Nainggolan,7.0,,5.0,4.0,,4.0,,3.0,1.0,,1.0,1.0,,,,2.0,,2.0,,5.0,4.0,1.0,2.0,1.0,,,,,,
10407278,home,Royal Antwerp FC,Pieter Gerkens,pieter-gerkens,P. Gerkens,M,18,180.0,176,M,190401,EUR,808272000,M,16,16,False,36.0,31.0,9.0,8.0,15.0,17.0,16.0,19.0,5.0,,,,90.0,48.0,6.9,8.0,3,,,,3.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,4.0,,,,,,1.0,1.0,,,,,
10407278,home,Royal Antwerp FC,Alhassan Yusuf,alhassan-yusuf,A. Yusuf,M,80,175.0,922,M,943114,EUR,963878400,M,8,8,False,40.0,34.0,5.0,2.0,17.0,18.0,17.0,22.0,5.0,,,,90.0,57.0,6.3,11.0,1,,,,1.0,7.0,4.0,2.0,4.0,,1.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,
10407278,home,Royal Antwerp FC,Koji Miyoshi,koji-miyoshi,K. Miyoshi,M,23,167.0,663,M,358984,EUR,859334400,F,19,19,False,33.0,23.0,2.0,1.0,9.0,10.0,14.0,24.0,2.0,,,,70.0,54.0,7.8,15.0,3,,,1.0,,,7.0,,2.0,,4.0,4.0,3.0,3.0,1.0,,,1.0,,,,,1.0,,,2.0,,3.0,,,,,
10407278,home,Royal Antwerp FC,Michael Frey,michael-frey,M. Frey,F,99,189.0,393,M,134248,EUR,774576000,F,99,99,False,17.0,10.0,,,3.0,4.0,7.0,13.0,1.0,,,,70.0,28.0,6.9,11.0,1,,,,2.0,3.0,5.0,,1.0,2.0,,1.0,,2.0,1.0,1.0,,,1.0,,,,,,2.0,1.0,,,1.0,,,,
