match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_challengeLost,captain,stat_aerialLost,stat_outfielderBlock,stat_totalCross,stat_totalContest,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_errorLeadToAShot,stat_totalOffside
12764316,home,Liverpool,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,188,9884,M,caoimhinkelleher98,827362,EUR,911779200,G,62,62,False,34.0,27.0,12.0,5.0,0.0,24.0,25.0,3.0,9.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,90.0,42.0,7.7,7.0,0.00098345,0,0.7473,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764316,home,Liverpool,Trent Alexander-Arnold,,,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,211619,M,TrentAA,795064,EUR,907718400,D,66,66,False,52.0,39.0,10.0,2.0,0.0,20.0,24.0,19.0,28.0,,1.0,,5.0,,,,,,81.0,71.0,6.8,15.0,0.0261836,4,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2403,1.0,,,,,,,,,,,,,,,,
12764316,home,Liverpool,Ibrahima Konaté,,,ibrahima-konate,I. Konaté,D,5,195,27486,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,52.0,45.0,1.0,,0.0,37.0,40.0,8.0,12.0,2.0,2.0,3.0,7.0,,,,,,88.0,60.0,6.9,7.0,0.0061208,0,,2.0,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,
12764316,home,Liverpool,Virgil van Dijk,,,virgil-van-dijk,V. van Dijk,D,4,195,97860,M,VvD,151545,EUR,678931200,D,4,4,False,74.0,70.0,6.0,4.0,0.0,50.0,50.0,20.0,24.0,1.0,1.0,3.0,7.0,,,,,,90.0,79.0,7.3,4.0,0.00794595,0,,1.0,,,,,,,,,,,,True,1.0,2.0,,,,,,,,,,,,
12764316,home,Liverpool,Konstantinos Tsimikas,,,konstantinos-tsimikas,K. Tsimikas,D,12,178,16094,M,TK21,786259,EUR,831859200,D,21,21,False,48.0,43.0,4.0,2.0,0.0,24.0,27.0,19.0,24.0,,2.0,1.0,2.0,,,,,,80.0,66.0,7.3,8.0,0.00831634,0,,1.0,,,,4.0,1.0,1.0,,,,,,,1.0,,3.0,1.0,1.0,,,,,,,,,
12764316,home,Liverpool,Curtis Jones,,,curtis-jones,C. Jones,M,17,185,17589,M,curtisjones,927353,EUR,980812800,M,17,17,False,30.0,27.0,2.0,2.0,1.0,11.0,11.0,17.0,20.0,,4.0,,2.0,,,,,,73.0,51.0,8.2,8.0,0.335848,3,,1.0,1.0,1.0,1.0,1.0,,,4.0,,0.1786,3.0,,,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0344,,,,
12764316,home,Liverpool,Ryan Gravenberch,,,ryan-gravenberch,R. Gravenberch,M,38,190,31041,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,53.0,50.0,1.0,1.0,0.0,22.0,23.0,28.0,30.0,,5.0,,4.0,,,,,,90.0,63.0,7.7,3.0,0.307306,0,,1.0,,,,2.0,4.0,1.0,,,,3.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,
12764316,home,Liverpool,Alexis Mac Allister,,,alexis-mac-allister,A. Mac Allister,M,10,176,71143,M,Macca10,895324,EUR,914457600,M,10,10,False,39.0,33.0,2.0,2.0,0.0,13.0,15.0,20.0,24.0,,3.0,1.0,6.0,,,,,,90.0,51.0,7.4,8.0,0.0638517,2,,3.0,1.0,,1.0,,3.0,2.0,1.0,1.0,0.173,2.0,,,1.0,1.0,,,,,,1.0,,0.4274,,,,
12764316,home,Liverpool,Mohamed Salah,,,mohamed-salah,M. Salah,M,11,175,564007,M,MoSalah,159665,EUR,708566400,F,11,11,False,31.0,27.0,1.0,1.0,2.0,11.0,11.0,18.0,25.0,,1.0,,5.0,,,,,,90.0,50.0,8.1,15.0,1.11087,3,,9.0,2.0,1.0,1.0,,,,3.0,2.0,0.2078,5.0,,,3.0,,5.0,2.0,,2.0,2.0,1.0,1.0,0.3199,1.0,,,
12764316,home,Liverpool,Luis Díaz,,,luis-diaz,L. Díaz,F,14,178,143410,M,LuisDíaz,883537,EUR,853113600,F,7,7,False,25.0,22.0,3.0,3.0,0.0,2.0,2.0,20.0,23.0,,1.0,,1.0,,,,,,90.0,35.0,9.3,8.0,0.168748,4,,10.0,1.0,,1.0,,,,3.0,5.0,1.6411,1.0,,,3.0,,,1.0,,,,3.0,1.0,2.1193,,3.0,,
