match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_aerialWon,stat_onTargetScoringAttempt,stat_lastManTackle,stat_aerialLost,stat_accurateCross,stat_shotOffTarget,stat_hitWoodwork,stat_keyPass,stat_wonContest,captain,stat_blockedScoringAttempt,stat_punches,stat_goals,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_outfielderBlock
10411668,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,lukaszskorupski28,44906,EUR,673401600,G,28,28,False,20.0,20.0,4.0,4.0,18.0,18.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,90.0,24.0,6.7,0.0,0.0,0.00124622,17.556115826824,4.0,8.4,4.095,0,0.6309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411668,home,Bologna,Andrea Cambiaso,cambiaso-andrea,A. Cambiaso,D,27,181,7318,M,andrea_cambiaso,917048,EUR,951004800,D,50,50,False,56.0,47.0,2.0,2.0,23.0,26.0,24.0,33.0,6.0,7.0,2.0,,,90.0,97.0,6.6,0.0,0.0,0.0226771,287.67727369358,34.0,132.405,22.785,0,,,,3.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,19.0,,,,,,,,,,,,,,,,,
10411668,home,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188,1364,M,,355486,EUR,863568000,D,3,3,False,75.0,62.0,24.0,16.0,36.0,41.0,26.0,35.0,8.0,8.0,5.0,,,90.0,87.0,7.8,0.2642,0.2256,0.0186317,368.47805246258,41.0,224.28,36.33,1,,,,1.0,1.0,,,,,1.0,3.0,2.0,,1.0,16.0,3.0,1.0,1.0,,,,,,,,,,,,,,
10411668,home,Bologna,Joaquín Sosa,joaquin-sosa,J. Sosa,D,4,189,503,M,,1015274,EUR,1010620800,D,4,4,False,40.0,31.0,6.0,2.0,19.0,23.0,12.0,17.0,4.0,7.0,1.0,,,90.0,47.0,6.2,0.0,0.0,0.00995939,204.93330536561,20.0,101.01,30.45,0,,,,,5.0,2.0,,,1.0,,,,1.0,2.0,9.0,2.0,,,1.0,,,,,,,,,,,,,
10411668,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188,706,M,,98212,EUR,751248000,D,22,22,False,58.0,48.0,8.0,4.0,15.0,17.0,36.0,48.0,5.0,4.0,3.0,,,90.0,87.0,7.2,0.0484,0.0,0.151356,309.67601404355,34.0,214.2,28.455,1,,,,7.0,3.0,1.0,1.0,,1.0,,2.0,,,,16.0,2.0,,,1.0,3.0,1.0,1.0,2.0,,,,,,,,,
10411668,home,Bologna,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182,1236,M,,850891,EUR,852508800,M,20,20,False,28.0,24.0,1.0,1.0,7.0,7.0,17.0,22.0,1.0,4.0,1.0,,,65.0,38.0,6.4,0.0354,0.0,0.0602634,75.204311445283,11.0,15.96,17.01,1,,,,1.0,5.0,,1.0,1.0,,,,2.0,,1.0,9.0,,,,2.0,,1.0,,1.0,,,,,,,,,
10411668,home,Bologna,Jerdy Schouten,jerdy-schouten,J. Schouten,M,22,185,1247,M,,844234,EUR,853027200,M,30,30,False,42.0,40.0,3.0,2.0,18.0,19.0,22.0,24.0,7.0,7.0,4.0,,,77.0,58.0,7.3,0.0,0.0,0.0147833,139.5054432623,16.0,11.025,7.35,0,,,,1.0,2.0,,1.0,1.0,,3.0,3.0,3.0,1.0,,8.0,1.0,,,1.0,,,,,1.0,,,,,,,,
10411668,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,,793645,EUR,854064000,M,7,7,False,37.0,26.0,6.0,4.0,4.0,6.0,24.0,39.0,9.0,4.0,2.0,,,90.0,73.0,7.5,0.2727,0.0186,0.349978,167.72788304593,21.0,39.69,11.655,5,,,,8.0,9.0,,3.0,3.0,,,1.0,2.0,4.0,2.0,26.0,2.0,1.0,,2.0,2.0,4.0,,4.0,1.0,True,,,,,,,
10411668,home,Bologna,Nicolás Domínguez,nicolas-dominguez,N. Domínguez,M,16,179,3183,M,,871765,EUR,898992000,M,8,8,False,51.0,45.0,6.0,5.0,16.0,19.0,29.0,32.0,5.0,13.0,1.0,,,77.0,61.0,7.1,0.0354,0.1033,0.0361951,182.62027822433,23.0,7.665,24.885,1,,,,,3.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,9.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,
10411668,home,Bologna,Georgios Kyriakopoulos,georgios-kyriakopoulos,G. Kyriakopoulos,M,77,186,878,M,,377302,EUR,823478400,M,77,77,False,22.0,21.0,1.0,1.0,3.0,3.0,18.0,25.0,7.0,3.0,1.0,,,65.0,43.0,6.7,0.018,0.2256,0.0491479,132.71205231267,15.0,45.465,16.8,1,,,,6.0,7.0,1.0,3.0,3.0,,,1.0,2.0,2.0,3.0,12.0,1.0,1.0,,1.0,,,,,3.0,,,,,,,,
10411668,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181,1972,M,,907152,EUR,935452800,F,19,19,False,32.0,29.0,1.0,,7.0,7.0,22.0,26.0,4.0,2.0,,,,90.0,49.0,6.6,0.0805,0.0,0.0323761,82.377898444468,15.0,19.215,11.445,1,,,,1.0,9.0,1.0,3.0,1.0,,,,2.0,3.0,2.0,10.0,1.0,,,2.0,,1.0,,1.0,,,,,,,,,
10411668,home,Bologna,Marko Arnautović,marko-arnautovic,M. Arnautović,F,89,192,8675,M,m.arnautovic7,21927,EUR,608947200,F,9,9,True,3.0,3.0,,,,,3.0,3.0,1.0,1.0,,,,25.0,7.0,6.5,0.0,0.0,0.00151574,12.630284596952,1.0,2.835,2.835,0,,,,,2.0,,,,,,,2.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,
10411668,home,Bologna,Musa Barrow,musa-barrow,M. Barrow,F,99,183,3265,M,,916680,EUR,911001600,F,99,99,True,15.0,11.0,1.0,,2.0,3.0,9.0,16.0,2.0,2.0,,,,25.0,27.0,6.6,0.0617,0.0,0.00564126,79.186411264867,10.0,37.695,18.795,1,,,,4.0,3.0,,1.0,1.0,1.0,,,1.0,1.0,,11.0,1.0,,,1.0,,,,,,,1.0,,,,,,
10411668,home,Bologna,Gary Medel,gary-medel,G. Medel,D,17,171,1848,M,,22975,EUR,554947200,M,17,17,True,12.0,12.0,3.0,3.0,9.0,9.0,3.0,3.0,1.0,3.0,1.0,,,13.0,15.0,6.7,0.0,0.0,0.00127754,49.061985072536,8.0,-16.275,2.94,0,,,,,2.0,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,
10411668,home,Bologna,Nikola Moro,nikola-moro,N. Moro,M,6,182,2495,M,,814882,EUR,889660800,M,6,6,True,14.0,8.0,1.0,,4.0,5.0,5.0,12.0,4.0,3.0,1.0,,,13.0,26.0,6.8,0.0789,0.0,0.00924361,74.015382540737,6.0,-34.545,4.83,1,,,,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,10.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,
10411668,home,Bologna,Federico Ravaglia,federico-ravaglia,F. Ravaglia,G,13,196,580,M,,850952,EUR,942278400,G,34,34,True,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411668,home,Bologna,Francesco Bardi,francesco-bardi,F. Bardi,G,24,188,63,M,,80203,EUR,695692800,G,1,1,True,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
