match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,player_lastName,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim
11453103,home,Al-Hazem,Aymen Dahmen,dahmen-aymen,A. Dahmen,G,30,188.0,1160,M,1198374,EUR,854409600,G,30,30,False,32.0,20.0,22.0,10.0,11.0,12.0,9.0,20.0,1.0,13.0,1.0,3.0,1.0,90.0,41.0,7.5,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453103,home,Al-Hazem,Ahmad Al Mhemaid,ahmad-al-mhemaid,A. A. Mhemaid,M,99,179.0,11,M,1085117,EUR,930787200,D,99,99,False,34.0,28.0,4.0,3.0,13.0,14.0,18.0,24.0,4.0,5.0,,,,90.0,70.0,7.7,9.0,0,Ahmad Al Mhemaid,4.0,3.0,5.0,6.0,2.0,1.0,2.0,2.0,6.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
11453103,home,Al-Hazem,Talal Al-Absi,talal-al-absi,T. Al-Absi,D,,180.0,6,M,818788,EUR,730339200,D,3,3,False,42.0,34.0,6.0,1.0,26.0,28.0,8.0,14.0,7.0,3.0,,,,90.0,55.0,7.1,9.0,0,,,,1.0,3.0,,,,1.0,2.0,1.0,,,True,1.0,1.0,1.0,,,,,,,,,,,
11453103,home,Al-Hazem,Paulo Ricardo,paulo-ricardo,P. Ricardo,D,3,186.0,171,M,576008,EUR,771465600,D,2,2,False,41.0,30.0,9.0,4.0,16.0,19.0,14.0,22.0,3.0,6.0,,,,90.0,53.0,7.1,11.0,0,,,,6.0,4.0,1.0,,,3.0,1.0,1.0,5.0,,,,,2.0,1.0,,,,,,,,,,
11453103,home,Al-Hazem,Majed Mohammed,majed-mohammed,M. Mohammed,D,50,169.0,71,M,1385284,EUR,1007337600,D,27,27,False,28.0,21.0,3.0,,10.0,12.0,14.0,23.0,1.0,9.0,,,,90.0,57.0,7.3,20.0,0,Majed Mohammed,7.0,3.0,8.0,5.0,1.0,6.0,,1.0,1.0,1.0,1.0,3.0,,,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,,
11453103,home,Al-Hazem,Mohammed Al-Thani,mohammed-al-thain,M. Al-Thani,M,17,174.0,72,M,954643,EUR,855532800,M,11,11,False,22.0,16.0,2.0,,7.0,11.0,9.0,13.0,2.0,6.0,,,,88.0,46.0,7.2,11.0,4,,2.0,,5.0,8.0,,2.0,1.0,2.0,2.0,1.0,,,,3.0,1.0,2.0,3.0,,1.0,1.0,,1.0,2.0,1.0,1.0,,
11453103,home,Al-Hazem,Vina,vina,Vina,M,29,177.0,1454,M,1101714,EUR,671673600,M,29,29,False,31.0,23.0,2.0,1.0,11.0,13.0,12.0,18.0,,3.0,,,,63.0,35.0,6.6,9.0,0,,,,2.0,2.0,1.0,,,,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,
11453103,home,Al-Hazem,Júnior Moreno,junior-moreno,J. Moreno,M,8,175.0,315,M,312026,EUR,743126400,M,93,93,False,34.0,32.0,4.0,3.0,18.0,18.0,14.0,16.0,3.0,4.0,,,,81.0,46.0,7.0,5.0,0,,,,2.0,5.0,,,,1.0,3.0,1.0,,,,1.0,2.0,1.0,1.0,,1.0,,,,,,,,
11453103,home,Al-Hazem,Tozé,toze,Tozé,M,20,165.0,386,M,1089231,EUR,726969600,M,20,20,False,37.0,33.0,5.0,3.0,18.0,20.0,16.0,21.0,,2.0,,,,90.0,51.0,6.9,9.0,3,,4.0,1.0,4.0,2.0,,2.0,,,,,2.0,2.0,,,,1.0,,,1.0,1.0,,,2.0,,1.0,,
11453103,home,Al-Hazem,Faïz Selemani,faiz-selemani,F. Selemani,F,7,178.0,359,M,842745,EUR,754617600,M,10,10,False,17.0,9.0,3.0,,3.0,5.0,9.0,18.0,,2.0,,,,81.0,42.0,7.4,16.0,3,,6.0,3.0,1.0,8.0,,4.0,,1.0,1.0,,,3.0,,,4.0,3.0,1.0,,,3.0,1.0,,2.0,,1.0,,
11453103,home,Al-Hazem,Yousef Al-Shammari,yousef-al-shammari,Y. Al-Shammari,F,7,170.0,52,M,917232,EUR,881625600,F,7,7,False,19.0,14.0,1.0,1.0,1.0,1.0,13.0,18.0,2.0,,,,,90.0,34.0,6.9,8.0,3,,,,10.0,5.0,,1.0,1.0,,2.0,1.0,1.0,1.0,,8.0,2.0,,3.0,,,,,1.0,3.0,,,,
11453103,home,Al-Hazem,Basil Yousef Al-Sayyali,basil-yousef-al-sayyali,B. Y. Al-Sayyali,M,20,171.0,50,M,1066584,EUR,993168000,M,6,6,True,16.0,13.0,1.0,,3.0,4.0,10.0,12.0,,1.0,,,,27.0,22.0,6.6,4.0,0,Basil Yousef Al-Sayyali,,,3.0,2.0,1.0,2.0,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,
11453103,home,Al-Hazem,Ryan Al-Mousa,ryan-al-mousa,R. Al-Mousa,M,,174.0,6,M,817914,EUR,775008000,M,95,95,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,1.0,,,,9.0,6.0,6.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453103,home,Al-Hazem,Muhammed Badamosi,muhammed-badammosi,M. Badamosi,F,15,198.0,404,M,919496,EUR,914716800,F,90,90,True,2.0,,1.0,,,,,2.0,,,,,,9.0,3.0,6.3,3.0,0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,
11453103,home,Al-Hazem,Nawaf Al-Habashi,nawaf-al-habashi,N. Al-Habashi,M,19,184.0,28,M,954528,EUR,898560000,M,19,19,True,,,,,,,1.0,2.0,,,,,,8.0,5.0,6.8,1.0,1,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,
11453103,home,Al-Hazem,Ibrahim Zaied,ibrahim-zaied,I. Zaied,G,23,190.0,14,M,328745,EUR,632966400,G,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
