match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_outfielderBlock,stat_lastManTackle,stat_accurateCross,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_expectedGoals,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceCreated,stat_shotOffTarget,stat_errorLeadToAShot
12764448,home,Red Bull Salzburg,Alexander Schlager,alexander-schlager,A. Schlager,G,1,184,344,M,282073,EUR,823132800,G,24,24,False,True,28.0,17.0,16.0,5.0,1.0,15.0,17.0,2.0,11.0,1.0,1.0,2.0,6.0,1.0,3.0,4.0,3.0,2.0,90.0,37.0,6.2,12.0,0.00960265,1.0,0,-1.0928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764448,home,Red Bull Salzburg,Amar Dedić,amar-dedic,A. Dedić,D,17,180,5512,M,1102791,EUR,1029628800,D,70,70,False,,40.0,37.0,2.0,2.0,0.0,13.0,14.0,24.0,28.0,6.0,,2.0,4.0,,,,,,90.0,67.0,6.5,10.0,0.038653,1.0,0,,2.0,1.0,10.0,1.0,9.0,5.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12764448,home,Red Bull Salzburg,Samson Baidoo,samson-baidoo,S. Baidoo,D,6,190,1283,M,1099117,EUR,1080691200,D,6,6,False,,68.0,64.0,12.0,9.0,0.0,32.0,33.0,32.0,36.0,1.0,,2.0,6.0,,,,,,90.0,80.0,6.8,6.0,0.0142018,,0,,1.0,,5.0,,1.0,,1.0,5.0,4.0,,1.0,,,,,,,,,,,,,,,,,,
12764448,home,Red Bull Salzburg,Hendry Blank,blank-hendry,H. Blank,D,4,189,355,M,1140597,EUR,1093046400,D,4,4,False,,83.0,73.0,4.0,3.0,0.0,36.0,40.0,37.0,43.0,4.0,2.0,9.0,4.0,,,,,,90.0,101.0,6.9,10.0,0.0188584,,0,,,,3.0,,,,1.0,3.0,3.0,,1.0,Hendry Blank,,1.0,1.0,1.0,,,,,,,,,,,,,
12764448,home,Red Bull Salzburg,Aleksa Terzić,aleksa-terzic,A. Terzić,D,3,184,775,M,876860,EUR,934848000,D,3,3,False,,44.0,35.0,5.0,4.0,0.0,16.0,18.0,20.0,31.0,2.0,1.0,1.0,6.0,,,,,,85.0,64.0,6.5,17.0,0.0426548,,0,,5.0,,4.0,,2.0,2.0,2.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,
12764448,home,Red Bull Salzburg,Moussa Kounfolo Yeo,moussa-kounfolo-yeo,M. K. Yeo,M,49,173,776,M,1397180,EUR,1086048000,M,49,49,False,,22.0,19.0,1.0,1.0,0.0,5.0,5.0,14.0,17.0,5.0,,,7.0,,,,,,67.0,40.0,6.6,10.0,0.14783,1.0,1,,,,6.0,1.0,6.0,3.0,,1.0,1.0,2.0,1.0,Moussa Kounfolo Yeo,,,,,,2.0,1.0,0.0599,,,,,,,,,
12764448,home,Red Bull Salzburg,Nicolás Capaldo,nicolas-capaldo,N. Capaldo,M,24,178,916,M,973564,EUR,905731200,M,7,7,False,,58.0,55.0,4.0,4.0,0.0,17.0,17.0,38.0,42.0,4.0,1.0,,2.0,,,,,,85.0,72.0,6.9,6.0,0.0447928,,1,,1.0,,3.0,,1.0,,2.0,2.0,2.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,0.0242,,,,,,,,,
12764448,home,Red Bull Salzburg,Mamady Diambou,diambou-mamady,M. Diambou,M,15,176,740,M,1135854,EUR,1036972800,M,15,15,False,,43.0,35.0,,,0.0,12.0,15.0,23.0,28.0,1.0,1.0,,3.0,,,,,,58.0,50.0,6.7,8.0,0.0183244,,0,,,2.0,4.0,,,,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,
12764448,home,Red Bull Salzburg,Oscar Gloukh,oscar-gloukh,O. Gloukh,M,10,170,4707,M,1155158,EUR,1080777600,M,30,30,False,,66.0,55.0,2.0,1.0,0.0,11.0,13.0,46.0,58.0,5.0,1.0,1.0,5.0,,,,,,90.0,91.0,6.9,20.0,0.245386,2.0,1,,5.0,,5.0,2.0,5.0,3.0,1.0,2.0,1.0,,,Oscar Gloukh,,,,,2.0,1.0,1.0,0.0246,1.0,,,,,,,,
12764448,home,Red Bull Salzburg,Adam Daghim,adam-daghim,A. Daghim,F,11,186,852,M,1180758,EUR,1127865600,F,28,28,False,,24.0,20.0,,,0.0,4.0,5.0,16.0,20.0,4.0,,1.0,3.0,,,,,,90.0,39.0,7.2,8.0,0.0368852,,4,,1.0,,,,1.0,,2.0,,,,1.0,,,2.0,,,,2.0,1.0,0.3517,1.0,1.0,3.0,1.0,1.1113,,,,
