match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_blockedScoringAttempt,stat_wasFouled,stat_dispossessed,stat_goals,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_lastManTackle
12449876,home,AFC Ajax,Remko Pasveer,remko-pasveer,R. Pasveer,G,22,186,801,M,2622,EUR,437097600,G,22,22,False,35.0,29.0,11.0,5.0,0.0,25.0,26.0,4.0,9.0,1.0,9.0,2.0,2.0,90.0,41.0,7.2,6.0,0.00633895,0,0.4856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12449876,home,AFC Ajax,Anton Gaaei,anton-gaaei,A. Gaaei,D,3,183,906,M,1120315,EUR,1037664000,D,3,3,False,28.0,21.0,4.0,2.0,0.0,17.0,20.0,5.0,13.0,,4.0,,,90.0,50.0,7.4,14.0,0.214965,1,,,,5.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.172,0.1624,1.0,,,,,,,,,,,,,,,,
12449876,home,AFC Ajax,Josip Šutalo,josip-sutalo,J. Šutalo,D,37,190,4308,M,954836,EUR,951696000,D,37,37,False,74.0,70.0,5.0,4.0,0.0,53.0,53.0,17.0,21.0,4.0,4.0,,,90.0,95.0,7.7,7.0,0.208616,0,,,,,,3.0,5.0,1.0,,7.0,1.0,,3.0,1.0,,,,josip.sutalo,1.0,2.0,2.0,2.0,,,,,,,,,,,
12449876,home,AFC Ajax,Youri Baas,youri-baas,Y. Baas,D,15,182,1216,M,1000228,EUR,1047859200,D,15,15,False,66.0,60.0,4.0,2.0,0.0,46.0,49.0,14.0,17.0,8.0,6.0,,,90.0,86.0,7.8,7.0,0.00793001,1,,,,,,6.0,6.0,1.0,,2.0,3.0,2.0,1.0,1.0,0.0602,,,,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
12449876,home,AFC Ajax,Dies Janse,janse-dies,D. Janse,D,4,196,640,M,1470010,EUR,1137456000,D,36,36,False,39.0,32.0,4.0,1.0,0.0,17.0,20.0,15.0,19.0,1.0,4.0,,,90.0,64.0,7.5,13.0,0.374358,1,,Dies Janse,,,,5.0,8.0,2.0,,4.0,2.0,1.0,2.0,1.0,0.019,,1.0,,2.0,2.0,2.0,2.0,,,1.0,2.0,,,,,,,
12449876,home,AFC Ajax,Kristian Hlynsson,hlynsson-kristian,K. Hlynsson,M,14,176,998,M,1160026,EUR,1074816000,M,38,38,False,34.0,29.0,4.0,3.0,0.0,17.0,21.0,12.0,14.0,,6.0,,,81.0,55.0,7.5,15.0,0.0107013,3,,,,1.0,,5.0,5.0,1.0,2.0,,2.0,2.0,4.0,,0.5667,1.3577,,,,,1.0,1.0,1.0,,,2.0,4.0,1.0,,,,,
12449876,home,AFC Ajax,Sivert Mannsverk,sivert-mannsverk,S. Mannsverk,M,20,185,521,M,900111,EUR,1020816000,M,16,16,False,49.0,39.0,3.0,2.0,0.0,23.0,26.0,16.0,23.0,1.0,,,,90.0,60.0,7.1,10.0,0.0303144,0,,,,,,1.0,4.0,,,5.0,1.0,1.0,,1.0,,,1.0,,,2.0,1.0,1.0,,1.0,,,,,,,,,
12449876,home,AFC Ajax,Branco van den Boomen,branco-van-den-boomen,B. van den Boomen,M,8,190,1194,M,190883,EUR,806284800,M,21,21,False,30.0,26.0,2.0,1.0,0.0,11.0,12.0,16.0,20.0,,1.0,,,58.0,35.0,6.9,5.0,0.114231,0,,,,2.0,1.0,,2.0,,,,,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,
12449876,home,AFC Ajax,Steven Berghuis,steven-berghuis,S. Berghuis,F,23,182,1909,M,100386,EUR,693100800,F,23,23,False,28.0,24.0,2.0,2.0,0.0,8.0,11.0,16.0,17.0,,4.0,,,58.0,36.0,7.0,5.0,0.189755,1,,,,,,,3.0,,,,1.0,,,,0.0838,,1.0,,,,1.0,1.0,1.0,,,1.0,,,True,,,,
12449876,home,AFC Ajax,Chuba Akpom,chuba-akpom,C. Akpom,F,29,186,1664,M,190867,EUR,813196800,F,10,10,False,7.0,5.0,,,0.0,,1.0,5.0,6.0,,2.0,,,58.0,15.0,6.8,4.0,0.0194871,0,,,,,,3.0,4.0,,,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,2.0,1.0,,,,,,
