match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_challengeLost,stat_errorLeadToAGoal,stat_totalOffside,stat_wonContest,player_sofascoreId,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_outfielderBlock
12499412,home,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,False,33.0,22.0,19.0,8.0,0.0,16.0,16.0,6.0,17.0,1.0,1.0,7.0,1.0,3.0,3.0,90.0,40.0,6.7,11.0,0.00329246,0,0.00019999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499412,home,SC Freiburg,Max Rosenfelder,rosenfelder-maximilian,M. Rosenfelder,D,37,186,240,M,1131337,EUR,1044835200,D,37,37,False,36.0,33.0,1.0,1.0,0.0,14.0,14.0,19.0,24.0,2.0,4.0,5.0,,,,66.0,52.0,6.3,12.0,0.026524,0,,,,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12499412,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,39.0,34.0,4.0,2.0,1.0,20.0,21.0,14.0,18.0,7.0,10.0,1.0,,,,90.0,55.0,7.3,7.0,0.149179,1,,,,,4.0,4.0,,,7.0,1.0,,1.0,,2.0,1.0,1.0,1.0,2.0,0.0476,,,,,,,,,,,,,
12499412,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,False,48.0,37.0,7.0,3.0,0.0,21.0,22.0,16.0,26.0,4.0,5.0,2.0,,,,90.0,67.0,5.9,18.0,0.120635,0,,,,,,4.0,,,3.0,,,,3.0,2.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,
12499412,home,SC Freiburg,Jordy Makengo,makengo-jordy,J. Makengo,D,33,191,319,M,1131339,EUR,996710400,D,33,33,False,18.0,15.0,1.0,,0.0,8.0,8.0,7.0,10.0,,4.0,,,,,74.0,29.0,6.1,7.0,0.00472212,0,,,,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,
12499412,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,M,42,42,False,40.0,30.0,2.0,2.0,0.0,3.0,6.0,29.0,38.0,1.0,10.0,2.0,,,,90.0,74.0,7.6,22.0,0.307832,2,,,,4.0,2.0,10.0,5.0,4.0,1.0,3.0,2.0,1.0,,1.0,1.0,1.0,,5.0,0.1356,,,,1.0,doanritsu,2.0,1.0,1.0,0.5745,,,,
12499412,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,48.0,36.0,3.0,,0.0,12.0,14.0,24.0,34.0,2.0,4.0,4.0,,,,90.0,60.0,6.8,14.0,0.0152203,3,,,,,3.0,4.0,,,1.0,2.0,2.0,2.0,2.0,,,2.0,1.0,,0.1498,,,,,,,,,,1.0,,,
12499412,home,SC Freiburg,Johan Manzambi,johan-manzambi,J. Manzambi,M,44,182,2015,M,1518931,EUR,1129248000,M,44,44,False,40.0,33.0,3.0,,0.0,14.0,14.0,19.0,27.0,2.0,8.0,6.0,,,,82.0,58.0,6.7,11.0,0.0344861,0,,Johan Manzambi,,1.0,,2.0,1.0,4.0,3.0,2.0,,,,,,,1.0,1.0,,,,,3.0,,,,,,,,,
12499412,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,39.0,30.0,3.0,2.0,0.0,12.0,12.0,22.0,38.0,,4.0,2.0,,,,90.0,65.0,6.4,20.0,0.144766,0,,,,11.0,,3.0,1.0,,2.0,3.0,2.0,2.0,2.0,1.0,,,1.0,1.0,,,1.0,,,,4.0,,,,,True,,
12499412,home,SC Freiburg,Lucas Höler,lucas-holer,L. Höler,F,9,184,586,M,280009,EUR,773798400,F,9,9,False,30.0,17.0,5.0,,0.0,4.0,7.0,13.0,24.0,5.0,7.0,2.0,,,,90.0,48.0,6.8,17.0,0.0101842,0,,,,1.0,2.0,4.0,,1.0,4.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,
12499412,home,SC Freiburg,Junior Adamu,chukwubuike-adamu,J. Adamu,F,9,183,1129,M,902381,EUR,991785600,F,20,20,False,9.0,8.0,1.0,1.0,0.0,3.0,3.0,5.0,6.0,1.0,1.0,,,,,74.0,23.0,6.1,6.0,0.00131799,2,,,,,2.0,8.0,3.0,,1.0,,,2.0,2.0,,,2.0,,,0.3874,1.0,,5.0,,,,,,,,,1.0,
12499412,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,True,9.0,6.0,1.0,,0.0,2.0,2.0,4.0,7.0,,2.0,,,,,24.0,19.0,6.7,6.0,0.0050485,0,,,,,1.0,1.0,,,2.0,,,2.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,
12499412,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,D,30,30,True,9.0,8.0,2.0,1.0,0.0,4.0,5.0,4.0,6.0,,,1.0,,,,16.0,14.0,6.6,3.0,0.00535032,0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499412,home,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1525,M,111483,EUR,766627200,F,38,38,True,1.0,,,,0.0,,,,1.0,1.0,2.0,,,,,16.0,4.0,6.6,1.0,,0,,,,,2.0,3.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,
12499412,home,SC Freiburg,Merlin Röhl,merlin-rohl,M. Röhl,M,34,191,736,M,1064082,EUR,1025827200,M,34,34,True,11.0,8.0,1.0,,0.0,2.0,3.0,6.0,8.0,1.0,2.0,4.0,,,,8.0,16.0,6.7,5.0,0.00657774,0,,,,,,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
12499412,home,SC Freiburg,Jannik Huth,jannik-huth,J. Huth,G,24,185,62,M,174341,EUR,766368000,G,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
