match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_penaltyConceded,stat_goalAssist,stat_accurateCross,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_outfielderBlock,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_penaltyMiss
10385717,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185,357139,M,Rashford,814590,EUR,878256000,F,10,10,False,21.0,19.0,,,3.0,3.0,16.0,18.0,1.0,,,,,77.0,31.0,6.3,4.0,0.0387711,6,,,,,1.0,2.0,2.0,,,1.0,1.0,,0.8083,0.4677,,2.0,,1.0,,,,,1.0,1.0,2.0,,,,,2.0,,,,,,,
10385717,home,Manchester United,Anthony Martial,,,anthony-martial,A. Martial,M,9,181,16185,M,martial_9,191176,EUR,818121600,F,9,9,True,3.0,2.0,,,,,2.0,3.0,1.0,,,,,23.0,6.0,6.7,1.0,0.0658649,0,,,1.0,1.0,1.0,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,
10385717,home,Manchester United,Christian Eriksen,,,christian-eriksen,C. Eriksen,M,24,182,20866,M,chriseriksen8,105734,EUR,698025600,M,14,14,True,15.0,14.0,,,6.0,7.0,8.0,9.0,1.0,,,,,23.0,17.0,6.7,2.0,0.0144495,0,,1.0,1.0,,2.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
10385717,home,Manchester United,Scott McTominay,,,scott-mctominay,S. McTominay,M,8,193,25748,M,ScottMcTominay,879346,EUR,850003200,M,39,39,True,14.0,11.0,2.0,,7.0,7.0,4.0,7.0,3.0,,,,,23.0,20.0,6.4,5.0,0.00284779,0,,,,,2.0,,,,1.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,
10385717,home,Manchester United,Wout Weghorst,,,wout-weghorst,W. Weghorst,F,25,197,6789,M,wout.weghorst,252215,EUR,713145600,F,27,27,True,5.0,4.0,,,4.0,5.0,,,,,,,,13.0,10.0,6.0,3.0,6.793e-05,1,,,2.0,1.0,4.0,2.0,,,,,,,0.2444,,,1.0,,,,,,,3.0,1.0,,,,,,1.0,,,,,,,
10385717,home,Manchester United,Facundo Pellistri,,,facundo-pellistri,F. Pellistri,M,28,174,7659,M,facupellistri,989803,EUR,1008806400,M,28,28,True,3.0,3.0,,,2.0,2.0,1.0,1.0,1.0,,,,,11.0,9.0,6.8,1.0,0.00269956,0,,,,,1.0,4.0,,,,1.0,1.0,,,,,,1.0,,,1.0,,,2.0,2.0,,,,,,,,,,,,,
10385717,home,Manchester United,Jack Butland,,,jack-butland,J. Butland,G,1,196,712,M,,98448,EUR,731721600,G,31,31,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385717,home,Manchester United,Aaron Wan-Bissaka,,,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,awbissaka,863653,EUR,880502400,D,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385717,home,Manchester United,Raphaël Varane,,,raphael-varane,R. Varane,D,,191,10134,M,raphael_varane,138310,EUR,735696000,D,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385717,home,Manchester United,Luke Shaw,,,luke-shaw,L. Shaw,D,23,178,17970,M,lukeshaw23,190839,EUR,805507200,D,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385717,away,Fulham,Bernd Leno,,,bernd-leno,B. Leno,G,1,190,2695,M,,103335,EUR,699667200,G,17,17,False,43.0,35.0,14.0,6.0,31.0,34.0,4.0,9.0,8.0,2.0,,,6.0,90.0,54.0,7.3,8.0,0.0007379,0,-0.1773,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
10385717,away,Fulham,Kenny Tete,,,kenny-tete,K. Tete,D,2,180,1146,M,,190877,EUR,813196800,D,2,2,False,36.0,31.0,6.0,4.0,19.0,19.0,13.0,20.0,11.0,,,,,90.0,66.0,7.8,11.0,0.0525733,1,,3.0,,2.0,3.0,8.0,1.0,3.0,3.0,2.0,2.0,1.0,0.1444,0.237,,,3.0,1.0,,1.0,,,2.0,1.0,,,,1.0,1.0,,,,1.0,,,,
10385717,away,Fulham,Tosin Adarabioyo,,,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,tosinadarabioyo,352668,EUR,875059200,D,4,4,False,57.0,49.0,9.0,6.0,35.0,40.0,14.0,17.0,3.0,,,,,90.0,66.0,7.1,9.0,0.0109373,0,,,,1.0,1.0,4.0,,1.0,2.0,3.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,
10385717,away,Fulham,Issa Diop,,,issa-diop,I. Diop,D,31,194,838,M,,825719,EUR,852768000,D,31,31,False,64.0,60.0,3.0,2.0,47.0,50.0,13.0,14.0,3.0,,,,,90.0,77.0,7.1,4.0,0.298631,0,,,1.0,,2.0,3.0,,7.0,,2.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,
10385717,away,Fulham,Antonee Robinson,,,antonee-robinson,A. Robinson,D,33,183,2862,M,,803174,EUR,870998400,D,33,33,False,42.0,31.0,3.0,3.0,15.0,20.0,18.0,25.0,5.0,,,,,90.0,63.0,6.9,16.0,0.135936,0,,3.0,,1.0,3.0,5.0,,1.0,1.0,3.0,1.0,1.0,,,,,,1.0,1.0,,,,2.0,1.0,,,,2.0,,,,,1.0,,,,
10385717,away,Fulham,Saša Lukić,,,sasa-lukic,S. Lukić,M,20,183,2086,M,,371222,EUR,839894400,M,28,28,False,18.0,17.0,,,4.0,5.0,14.0,14.0,6.0,,,,,66.0,28.0,6.8,2.0,0.0162356,1,,1.0,3.0,1.0,5.0,5.0,,,1.0,,,1.0,0.0236,,,1.0,3.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,
10385717,away,Fulham,João Palhinha,,,joao-palhinha,J. Palhinha,M,6,189,16491,M,Palhinha,364612,EUR,805248000,M,26,26,False,33.0,26.0,4.0,3.0,15.0,17.0,11.0,16.0,6.0,,,,,90.0,50.0,6.4,12.0,0.00472554,0,,,1.0,5.0,8.0,8.0,,1.0,3.0,3.0,3.0,3.0,,,,,,2.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,
10385717,away,Fulham,Harry Wilson,,,harry-wilson,H. Wilson,M,8,173,4932,M,,355528,EUR,858988800,M,8,8,False,17.0,14.0,2.0,2.0,4.0,4.0,10.0,14.0,2.0,,,,,66.0,28.0,6.7,9.0,0.0436138,1,,1.0,1.0,,3.0,3.0,,,,2.0,1.0,4.0,0.0497,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,,
10385717,away,Fulham,Tom Cairney,,,tom-cairney,T. Cairney,M,10,185,581,M,,82566,EUR,664329600,M,10,10,False,30.0,27.0,3.0,2.0,10.0,11.0,17.0,20.0,4.0,,,,,80.0,42.0,6.9,7.0,0.022861,2,,1.0,2.0,,4.0,4.0,,1.0,,,,1.0,0.2903,,True,1.0,3.0,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,1.0,
10385717,away,Fulham,Willian,,,willian,Willian,F,88,175,9698,M,willianborges88,31417,EUR,587088000,M,20,20,False,33.0,28.0,2.0,1.0,12.0,13.0,18.0,23.0,5.0,,,,,90.0,46.0,7.1,12.0,0.406358,0,,3.0,,,3.0,2.0,,1.0,,,,3.0,,,,,1.0,,1.0,2.0,1.0,3.0,1.0,1.0,,,1.0,2.0,,,,,,,,,
10385717,away,Fulham,Aleksandar Mitrović,,,aleksandar-mitrovic,A. Mitrović,F,9,189,24281,M,AleksMitrović,192144,EUR,779673600,F,9,9,False,16.0,8.0,,,4.0,4.0,4.0,12.0,,,,,,80.0,34.0,5.5,17.0,0.11458,3,,,5.0,5.0,14.0,7.0,1.0,1.0,,,,3.0,1.1801,0.9917,,2.0,2.0,3.0,,5.0,,1.0,1.0,,,,,,,2.0,,,,,,,1.0
10385717,away,Fulham,Harrison Reed,,,harrison-reed,H. Reed,M,6,176,353,M,,365802,EUR,791164800,M,6,6,True,22.0,20.0,,,11.0,12.0,9.0,12.0,3.0,,,,,24.0,26.0,6.6,4.0,0.0143942,0,,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
10385717,away,Fulham,Manor Solomon,,,manor-solomon,M. Solomon,M,19,167,5398,M,,862223,EUR,932774400,F,11,11,True,11.0,10.0,,,2.0,2.0,8.0,9.0,,,,,,24.0,16.0,6.7,2.0,0.122627,2,,,,,2.0,,1.0,,1.0,,,,0.1135,0.2022,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
10385717,away,Fulham,Daniel James,,,daniel-james,D. James,M,7,172,4111,M,Daniel_James97,828639,EUR,879120000,M,21,21,True,1.0,1.0,,,,,3.0,3.0,1.0,,,,,10.0,5.0,6.7,1.0,0.0796364,0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,2.0,,,,,,,,,
10385717,away,Fulham,Carlos Vinícius,,,carlos-vinicius,C. Vinícius,F,95,190,7091,M,,891920,EUR,796089600,F,30,30,True,3.0,1.0,,,,,1.0,3.0,,,,,,10.0,8.0,6.4,5.0,0.0158461,0,,,,,1.0,1.0,,,,,,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,
10385717,away,Fulham,Marek Rodák,,,marek-rodak,M. Rodák,G,1,188,517,M,,358694,EUR,850435200,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385717,away,Fulham,Cédric Soares,,,cedric-soares,C. Soares,M,21,172,2806,M,,44760,EUR,683596800,D,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385717,away,Fulham,Matthew Max Dibley-Dias,,,matthew-max-dibley-dias,M. M. Dibley-Dias,M,18,171,62,M,,1461519,EUR,1066867200,M,49,49,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385717,away,Fulham,Neeskens Kebano,,,neeskens-kebano,N. Kebano,M,92,172,576,M,,137786,EUR,700185600,M,7,7,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385717,away,Fulham,Bobby Decordova-Reid,,,bobby-decordova-reid,B. Reid,M,14,170,1230,M,,151499,EUR,728611200,F,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
