match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_challengeLost,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_totalCross,stat_dispossessed,stat_errorLeadToAShot,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,player_sofascoreId,stat_goodHighClaim,stat_bigChanceCreated,stat_bigChanceMissed
11369929,home,Standard Liège,Arnaud Bodart,bodart-arnaud,A. Bodart,G,16,184,413,M,878898,EUR,889574400,G,16,16,False,23.0,16.0,10.0,3.0,16.0,18.0,5.0,4.0,2.0,2.0,90.0,29.0,7.0,7.0,4.692e-05,0,0.2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369929,home,Standard Liège,Zinho Vanheusden,zinho-vanheusden,Z. Vanheusden,D,,187,690,M,881024,EUR,933206400,D,4,4,False,52.0,39.0,10.0,1.0,29.0,34.0,18.0,2.0,,,63.0,64.0,6.8,14.0,0.00242777,1,,,,True,10.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,0.023,,,,,,,,,,,,,,,,,,,,,
11369929,home,Standard Liège,Konstantinos Laifis,konstantinos-laifis,K. Laifis,D,34,186,339,M,97061,EUR,737769600,D,34,34,False,74.0,63.0,19.0,12.0,43.0,49.0,25.0,9.0,,,90.0,83.0,7.3,11.0,0.0162288,1,,,,,20.0,2.0,2.0,2.0,6.0,1.0,1.0,,1.0,0.0428,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11369929,home,Standard Liège,Nathan Ngoy,ngoy-nathan,N. Ngoy,D,3,183,2002,M,1119487,EUR,1055203200,D,3,3,False,64.0,54.0,12.0,7.0,31.0,34.0,30.0,8.0,,,90.0,92.0,7.8,21.0,0.0226189,0,,,,,23.0,2.0,3.0,6.0,9.0,,3.0,3.0,1.0,,4.0,2.0,,3.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,
11369929,home,Standard Liège,Marlon Fossey,marlon-fossey,M. Fossey,M,13,180,286,M,880762,EUR,905299200,M,13,13,False,32.0,22.0,3.0,,11.0,11.0,23.0,1.0,,,78.0,58.0,6.6,19.0,0.0687047,0,,,,,11.0,2.0,2.0,4.0,6.0,,,1.0,,,,,,4.0,,,4.0,,1.0,2.0,2.0,,,,,,,,,,
11369929,home,Standard Liège,Aiden O'Neill,aiden-oneill,A. O'Neill,M,21,178,150,M,847938,EUR,899510400,M,24,24,False,44.0,39.0,3.0,1.0,17.0,20.0,25.0,4.0,,,90.0,66.0,7.0,9.0,0.0273683,0,,,,,22.0,1.0,2.0,9.0,10.0,,3.0,3.0,2.0,,1.0,1.0,,5.0,2.0,4.0,1.0,4.0,,1.0,2.0,1.0,,,,,,,,,
11369929,home,Standard Liège,Steven Alzate,steven-alzate,S. Alzate,M,7,177,698,M,871822,EUR,905212800,M,17,17,False,52.0,43.0,9.0,8.0,19.0,20.0,32.0,7.0,,,86.0,71.0,7.0,14.0,0.225807,1,,,,,24.0,,1.0,8.0,6.0,1.0,,1.0,1.0,0.1097,2.0,1.0,,3.0,3.0,2.0,2.0,2.0,,,2.0,,,,,,,,,,
11369929,home,Standard Liège,Moussa Djenepo,moussa-djenepo,M. Djenepo,F,12,177,2122,M,869910,EUR,897868800,M,19,19,False,23.0,21.0,1.0,1.0,11.0,11.0,13.0,5.0,,,64.0,45.0,6.7,16.0,0.0602405,0,,,,,10.0,,1.0,6.0,6.0,,2.0,,1.0,,6.0,3.0,,1.0,,,3.0,,1.0,1.0,3.0,,2.0,,,,,,,,
11369929,home,Standard Liège,William Balikwisha,william-balikwisha,W. Balikwisha,M,21,174,684,M,943881,EUR,926467200,F,22,22,False,28.0,24.0,2.0,1.0,10.0,10.0,22.0,4.0,,,63.0,45.0,7.0,11.0,0.0803782,2,,,,,14.0,1.0,,2.0,5.0,,,,1.0,0.0812,1.0,1.0,,3.0,,,2.0,,,4.0,1.0,,,1.0,1.0,0.0736,,,,,
11369929,home,Standard Liège,Wilfried Kanga,wilfried-kanga,W. Kanga,F,7,189,938,M,838640,EUR,888019200,F,14,14,False,15.0,11.0,,,1.0,1.0,14.0,1.0,,,90.0,28.0,6.8,11.0,0.0276646,0,,,,,10.0,1.0,2.0,4.0,7.0,,,,4.0,,1.0,1.0,,,,,5.0,2.0,1.0,,1.0,,,,,,,,,,
11369929,home,Standard Liège,Hayao Kawabe,hayao-kawabe,H. Kawabe,M,6,178,250,M,321001,EUR,810518400,F,6,6,False,25.0,17.0,1.0,1.0,5.0,7.0,26.0,2.0,,,90.0,50.0,6.9,22.0,0.156942,0,,,,,14.0,1.0,1.0,5.0,5.0,,2.0,,4.0,,3.0,,,,,,4.0,,,8.0,1.0,,3.0,,,,2.0,,,,
11369929,home,Standard Liège,Merveille Bokadi,merveille-bokadi,M. Bokadi,D,21,186,291,M,867193,EUR,832636800,D,20,20,True,14.0,12.0,2.0,2.0,6.0,7.0,7.0,,,,27.0,18.0,6.6,4.0,0.00737489,0,,,,,6.0,,,1.0,,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,
