match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_challengeLost,stat_wonContest,stat_goals,stat_dispossessed,stat_bigChanceCreated,stat_accurateCross,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_outfielderBlock
12514202,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,22.0,19.0,4.0,1.0,0.0,19.0,21.0,1.0,7.0,90.0,27.0,6.7,3.0,3.263e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514202,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,,983542,EUR,1021507200,D,44,44,False,37.0,28.0,6.0,4.0,0.0,12.0,14.0,25.0,8.0,69.0,56.0,7.1,15.0,0.0292833,0,16.0,2.0,3.0,1.0,8.0,6.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12514202,home,Benfica,António Silva,antonio-silva,A. Silva,D,4,187,8155,M,antoniosilva.66,1006069,EUR,1067472000,D,4,4,False,71.0,63.0,7.0,4.0,0.0,44.0,45.0,26.0,5.0,90.0,81.0,7.1,9.0,0.012694,1,19.0,,2.0,3.0,4.0,3.0,,6.0,1.0,,,,3.0,1.0,,,1.0,1.0,1.0,0.3067,,,,,,,,,,,,,,,,
12514202,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,Notamendi30,74915,EUR,571622400,D,30,30,False,82.0,76.0,13.0,10.0,0.0,55.0,57.0,25.0,5.0,90.0,102.0,8.2,6.0,0.00933629,3,21.0,,1.0,6.0,1.0,10.0,,9.0,1.0,3.0,3.0,1.0,,,,,,1.0,,0.0767,True,1.0,1.0,1.0,0.0607,,,,,,,,,,,
12514202,home,Benfica,Álvaro Carreras,alvaro-carreras,Á. Carreras,D,18,186,79899,M,,1085081,EUR,1048377600,D,3,3,False,53.0,40.0,8.0,2.0,0.0,19.0,23.0,33.0,6.0,79.0,70.0,7.0,20.0,0.0207748,0,21.0,3.0,,1.0,2.0,2.0,1.0,3.0,,1.0,1.0,,1.0,2.0,,,,,3.0,,,,,,,,,,,,,,,,,
12514202,home,Benfica,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170,2462,M,,906800,EUR,946857600,M,18,18,False,36.0,34.0,1.0,1.0,0.0,15.0,15.0,21.0,4.0,90.0,50.0,9.7,2.0,0.0558691,3,19.0,,1.0,1.0,4.0,6.0,1.0,1.0,,4.0,3.0,1.0,2.0,,,,,,,1.6582,,3.0,,,2.1931,1.0,1.0,3.0,,,,,,,,
12514202,home,Benfica,Florentino Luís,florentino-luis,F. Luís,M,16,184,3615,M,,855845,EUR,935020800,M,61,61,False,33.0,30.0,1.0,1.0,0.0,18.0,18.0,15.0,5.0,83.0,49.0,7.1,6.0,0.00774029,0,12.0,,,,4.0,5.0,1.0,2.0,3.0,4.0,2.0,,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,2.0,,,,,,,
12514202,home,Benfica,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,12817,M,orkunkokcu,907461,EUR,978048000,M,10,10,False,85.0,77.0,20.0,15.0,0.0,40.0,41.0,48.0,10.0,90.0,106.0,9.1,17.0,0.262898,4,37.0,4.0,,,3.0,5.0,,,1.0,4.0,1.0,1.0,2.0,3.0,,,,,2.0,0.2166,,4.0,,,1.2857,,,1.0,1.0,1.0,,,,,,
12514202,home,Benfica,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24902,M,KAktürkoğlu,903324,EUR,908928000,F,17,17,False,21.0,16.0,1.0,,1.0,3.0,5.0,24.0,3.0,90.0,56.0,7.6,19.0,0.424615,1,16.0,8.0,,2.0,7.0,8.0,5.0,,2.0,3.0,,2.0,,4.0,,,,,3.0,0.08,,1.0,,,0.0353,2.0,1.0,,1.0,2.0,3.0,1.0,,,,
12514202,home,Benfica,Vangelis Pavlidis,vangelis-pavlidis,V. Pavlidis,F,14,186,15120,M,vangelis_pavlidis,795236,EUR,911606400,F,14,14,False,14.0,11.0,1.0,1.0,1.0,5.0,5.0,9.0,2.0,69.0,22.0,7.0,4.0,0.238525,4,6.0,,1.0,,1.0,,,,,,,,,2.0,,,1.0,1.0,1.0,0.9091,,1.0,2.0,,0.6123,,,,,1.0,,2.0,,,,
