match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_totalCross,stat_accurateCross,stat_penaltyConceded,stat_fouls,stat_wasFouled,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_hitWoodwork,player_sofascoreId,captain,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_penaltyMiss
12624904,home,Al-Shabab,Abderrazak Hamdallah,abderrazak-hamdallah,A. Hamdallah,F,9,182.0,11081,M,826961,EUR,661392000,F,9,9,False,26.0,20.0,2.0,2.0,0.0,6.0,7.0,14.0,19.0,,3.0,,,,90.0,44.0,9.5,14.0,2.0,6,1.0,5.0,5.0,,2.0,,,,,5.0,,,4.0,4.0,3.0,,,,,1.0,,2.0,1.0,,1.0,2.0,,,abderrazak_hamdallah,True,,,,,
12624904,home,Al-Shabab,Nawaf Al Sadi,nawaf-alsadi,N. A. Sadi,M,18,172.0,64,M,1115888,EUR,972086400,M,21,21,True,7.0,7.0,,,0.0,2.0,2.0,5.0,5.0,,1.0,,,,23.0,12.0,6.3,2.0,,0,,3.0,,,,,,,,,Nawaf Alsadi,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,
12624904,home,Al-Shabab,Majed Omar Kanabah,majed-omar-kanabah,M. O. Kanabah,M,12,172.0,36,M,828444,EUR,730771200,M,12,12,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,8.0,2.0,6.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624904,home,Al-Shabab,Adel Al Mutairi,adel-al-mutairi,A. A. Mutairi,D,,,15,M,2035872,EUR,1113782400,D,36,36,True,,,,,0.0,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,Adel Al Mutairi,,,,,,,,,,,,,,,,,,,,,,,,
12624904,home,Al-Shabab,Younes Al-Shanqeeti,al-shanqeeti-younes,Y. Al-Shanqeeti,M,,,44,M,1842132,EUR,1073347200,M,17,17,True,,,,,0.0,,,,,,,,,,1.0,1.0,,,,0,,,1.0,,,,,1.0,1.0,,Younes Al-Shanqeeti,,,,,,,,,,,,,,,,,,,,,,,,
12624904,home,Al-Shabab,Hisham Al-Dubais,al-dubais-hisham,H. Al-Dubais,F,77,175.0,35,M,1653046,EUR,1001462400,M,34,34,True,,,,,0.0,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624904,home,Al-Shabab,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,,187.0,197,M,118159,EUR,538358400,G,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624904,home,Al-Shabab,Mohammed Al-Absi,mohammed-al-absi,M. Al-Absi,G,50,180.0,125,M,1168640,EUR,1032825600,G,50,50,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Mohammed Alabsi,,,,,,,,,,,,,,,,,,,,,,,,
12624904,home,Al-Shabab,Emad Qaysi,emad-qaysi,E. Qaysi,M,46,,12,M,1977376,EUR,1167436800,M,46,46,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Emad Qaysi,,,,,,,,,,,,,,,,,,,,,,,,
12624904,home,Al-Shabab,Majed Abdullah,majed-abdullah,M. Abdullah,F,19,186.0,45,M,1847479,EUR,1139788800,F,90,90,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624904,away,Al-Khaleej,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190.0,350,M,63952,EUR,589161600,G,23,23,False,28.0,23.0,13.0,10.0,0.0,19.0,22.0,4.0,6.0,2.0,9.0,1.0,,3.0,90.0,37.0,6.2,5.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
12624904,away,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600,D,39,39,False,34.0,28.0,3.0,2.0,0.0,15.0,18.0,13.0,17.0,1.0,4.0,,,,79.0,43.0,6.4,8.0,,0,1.0,1.0,3.0,,,,1.0,2.0,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,
12624904,away,Al-Khaleej,Marcel Tisserand,marcel-tisserand,M. Tisserand,D,32,190.0,461,M,338651,EUR,726624000,D,32,32,False,32.0,24.0,6.0,1.0,0.0,21.0,23.0,3.0,9.0,4.0,4.0,,,,90.0,43.0,5.2,9.0,,0,2.0,4.0,3.0,1.0,,,2.0,2.0,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
12624904,away,Al-Khaleej,Ali Al Shaafi,ali-al-shaafi,A. A. Shaafi,D,94,178.0,8,M,1521166,EUR,1010793600,D,14,14,False,45.0,33.0,3.0,1.0,0.0,23.0,29.0,10.0,16.0,6.0,5.0,,,,88.0,56.0,6.3,13.0,,0,,1.0,4.0,,,,,2.0,1.0,,Ali Al Shaafi,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,
12624904,away,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172.0,204,M,190139,EUR,790819200,D,5,5,False,54.0,49.0,5.0,4.0,1.0,26.0,27.0,23.0,28.0,2.0,2.0,,,,90.0,78.0,6.9,10.0,2.0,1,4.0,5.0,6.0,,,,,4.0,2.0,,,,,,,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,
12624904,away,Al-Khaleej,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800,M,15,15,False,52.0,48.0,7.0,7.0,0.0,26.0,28.0,22.0,25.0,,8.0,,,,90.0,65.0,6.9,8.0,1.0,1,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
12624904,away,Al-Khaleej,Murad Al Hawsawi,murad-al-hawsawi,M. A. Hawsawi,M,18,180.0,332,M,1549082,EUR,991440000,M,18,18,False,53.0,46.0,5.0,3.0,0.0,20.0,23.0,26.0,30.0,,4.0,,,,90.0,63.0,7.5,7.0,2.0,1,,,5.0,,,,2.0,5.0,5.0,,Murad Al Hawsawi,,,,,,,,,,,,,,,1.0,,,,,,,,,
12624904,away,Al-Khaleej,Thomas Murg,thomas-murg,T. Murg,M,94,173.0,283,M,149677,EUR,784771200,M,99,99,False,37.0,33.0,5.0,3.0,0.0,19.0,19.0,17.0,21.0,,4.0,,,,79.0,54.0,7.2,9.0,3.0,2,,3.0,2.0,,2.0,,2.0,,,2.0,Thomas,Murg,,1.0,,,3.0,3.0,,,,3.0,2.0,1.0,,,2.0,,,,,,,1.0,
12624904,away,Al-Khaleej,Kostas Fortounis,kostas-fortounis,K. Fortounis,M,10,183.0,2903,M,115577,EUR,719193600,M,17,17,False,60.0,52.0,5.0,4.0,0.0,17.0,20.0,37.0,46.0,,2.0,,,,90.0,87.0,7.1,19.0,4.0,4,1.0,3.0,3.0,,1.0,,1.0,,,2.0,,,,2.0,,,6.0,2.0,,,1.0,3.0,2.0,1.0,1.0,2.0,,1.0,,,,,,,1.0
12624904,away,Al-Khaleej,Fábio Martins,fabio-martins,F. Martins,M,10,178.0,359,M,193064,EUR,743472000,M,10,10,False,39.0,37.0,2.0,2.0,0.0,11.0,12.0,27.0,32.0,,4.0,,,,88.0,56.0,6.5,10.0,2.0,2,1.0,6.0,3.0,,2.0,,,,,1.0,,,1.0,1.0,,,5.0,1.0,,2.0,2.0,2.0,1.0,,1.0,1.0,,,,True,,,,,
12624904,away,Al-Khaleej,Abdullah Al-Salem,abdullah-al-salem,A. Al-Salem,F,9,183.0,285,M,818674,EUR,724723200,F,11,11,False,19.0,15.0,,,0.0,7.0,7.0,8.0,13.0,,1.0,,,,90.0,28.0,7.1,6.0,,4,2.0,3.0,,,,,,,,1.0,,,,2.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,
12624904,away,Al-Khaleej,Khaled Al-Semeiry,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800,M,8,8,True,13.0,11.0,1.0,1.0,0.0,1.0,2.0,10.0,11.0,,,,,,11.0,16.0,7.3,2.0,1.0,1,,,2.0,,,,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12624904,away,Al-Khaleej,Mohamed Sherif,mohamed-sherif,M. Sherif,F,10,184.0,13085,M,918784,EUR,823392000,F,9,9,True,6.0,6.0,,,0.0,3.0,3.0,3.0,3.0,,,,,,11.0,9.0,6.9,1.0,1.0,2,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,mohamed_shereif19,,,,,,
12624904,away,Al-Khaleej,Abdullah Al-Fahad,al-fahad-abdullah,A. Al-Fahad,D,19,177.0,20,M,817947,EUR,771638400,D,20,20,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,8.0,1.0,5.9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624904,away,Al-Khaleej,Hussain Al Sultan,hussain-al-sultan,H. A. Sultan,F,71,183.0,17,M,2033144,EUR,1078790400,F,71,71,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,,,8.0,3.0,6.4,,,0,1.0,1.0,,,,,,,,,Hussain Al Sultan,,,,,,,,,,,,,,,,,,,,,,,,
12624904,away,Al-Khaleej,Raed Ozaybi,ozaybi-raed,O. Raed,G,50,181.0,31,M,1089085,EUR,1001116800,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Ozaybi Raed,,,,,,,,,,,,,,,,,,,,,,,,
12624904,away,Al-Khaleej,Bandar Al Mutairi,bandar-al-mutairi,B. A. Mutairi,D,33,168.0,13,M,847483,EUR,637372800,D,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624904,away,Al-Khaleej,Arif Al-Haydar,arif-al-haydar,A. Al-Haydar,D,25,172.0,6,M,1084262,EUR,866764800,D,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Arif Al-Haydar,,,,,,,,,,,,,,,,,,,,,,,,
12624904,away,Al-Khaleej,Mohammed Al Abdullah,mohammed-al-abdullah,M. A. Abdullah,M,19,,3,M,1398849,EUR,1026518400,M,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Mohammed Al Abdullah,,,,,,,,,,,,,,,,,,,,,,,,
12624904,away,Al-Khaleej,Ali Abdoulraouf Alabdrabalnabi,ali-abdoulraouf-alabdrabalnabi,A. A. Alabdrabalnabi,M,24,,10,M,2040371,EUR,1072915200,M,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Ali Abdoulraouf Alabdrabalnabi,,,,,,,,,,,,,,,,,,,,,,,,
