match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_fouls,stat_shotOffTarget,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_challengeLost,stat_bigChanceMissed,stat_totalOffside,stat_goalAssist,captain,stat_totalContest,stat_hitWoodwork,stat_bigChanceCreated,stat_outfielderBlock,stat_wonContest,stat_goals,stat_blockedScoringAttempt
11407427,home,Genoa,Josep Martínez,josep-martinez,J. Martínez,G,13,191,2817,M,845291,EUR,896227200,G,1,1,False,42.0,28.0,21.0,7.0,24.0,26.0,4.0,16.0,8.0,1.0,1.0,2.0,90.0,50.0,7.1,14.0,0.00062282,0,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407427,home,Genoa,Radu Drăguşin,radu-dragusin,R. Drăguşin,D,3,191,13683,M,997103,EUR,1012694400,D,5,5,False,46.0,32.0,6.0,,24.0,28.0,8.0,18.0,4.0,,,,90.0,55.0,7.3,15.0,0.00304745,1,,radudragusin5,7.0,1.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0931,0.1883,,,,,,,,,,,,,,,,,,,,,
11407427,home,Genoa,Mattia Bani,mattia-bani,M. Bani,D,13,188,270,M,250547,EUR,755481600,D,13,13,False,53.0,47.0,5.0,1.0,44.0,47.0,3.0,6.0,5.0,,,,54.0,60.0,6.6,7.0,0.00179562,0,,,,1.0,2.0,,,1.0,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,
11407427,home,Genoa,Johan Vásquez,johan-vasquez,J. Vásquez,D,22,185,4788,M,889785,EUR,909014400,D,22,22,False,44.0,38.0,7.0,4.0,25.0,27.0,13.0,17.0,1.0,,,,90.0,57.0,7.2,9.0,0.0278906,1,,,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,,1.0,0.0805,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11407427,home,Genoa,Stefano Sabelli,stefano-sabelli,S. Sabelli,D,20,179,199,M,184421,EUR,726883200,M,20,20,False,22.0,13.0,5.0,2.0,5.0,7.0,9.0,18.0,3.0,,,,89.0,48.0,6.9,16.0,0.00415638,1,,,2.0,4.0,8.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,0.1001,0.4248,,,1.0,,3.0,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
11407427,home,Genoa,Ruslan Malinovskyi,ruslan-malinovskyi,R. Malinovskyi,M,17,181,4666,M,195850,EUR,736473600,M,17,17,False,30.0,23.0,4.0,1.0,12.0,12.0,11.0,18.0,3.0,,,,59.0,45.0,6.8,13.0,0.00361351,0,,malinovskyi18,1.0,3.0,4.0,1.0,,2.0,,2.0,1.0,1.0,,,,,1.0,,4.0,1.0,,,,1.0,,,1.0,,,,,,,,
11407427,home,Genoa,Milan Badelj,milan-badelj,M. Badelj,M,,186,902,M,39482,EUR,604368000,M,47,47,False,36.0,30.0,3.0,2.0,10.0,11.0,20.0,25.0,3.0,,,,59.0,44.0,6.9,7.0,0.0086037,2,,,,2.0,,,,1.0,1.0,,,,0.0878,,,,1.0,2.0,,,,,,,,,,True,1.0,1.0,,,,,
11407427,home,Genoa,Morten Frendrup,morten-frendrup,M. Frendrup,M,32,178,1679,M,918440,EUR,986601600,M,32,32,False,39.0,33.0,3.0,1.0,18.0,19.0,15.0,20.0,2.0,,,,90.0,56.0,7.4,8.0,0.0133062,0,,,3.0,4.0,12.0,,,,3.0,7.0,2.0,2.0,,,,,2.0,,2.0,,,,1.0,1.0,,,,,,,,,,,
11407427,home,Genoa,Aarón Martín,aaron-martin,A. Martín,D,3,180,1144,M,797286,EUR,861667200,M,3,3,False,21.0,15.0,3.0,1.0,5.0,7.0,12.0,21.0,3.0,,,,90.0,47.0,7.0,14.0,0.0978483,0,,,2.0,4.0,6.0,2.0,,1.0,1.0,2.0,1.0,3.0,,,,,1.0,,,3.0,7.0,2.0,,,,1.0,,,1.0,,1.0,1.0,,,
11407427,home,Genoa,Mateo Retegui,mateo-retegui,M. Retegui,F,32,186,15837,M,914501,EUR,925344000,F,19,19,False,9.0,7.0,,,1.0,1.0,6.0,8.0,1.0,,,,45.0,13.0,6.8,3.0,0.00368422,1,,mateoretegui,,2.0,1.0,,1.0,1.0,,,,1.0,0.0562,0.1116,,,,,1.0,,,,2.0,,,,,,,1.0,,,,,
11407427,home,Genoa,Albert Guðmundsson,albert-gudmundsson,A. Guðmundsson,F,10,178,3691,M,804909,EUR,866332800,F,11,11,False,26.0,21.0,2.0,1.0,7.0,7.0,15.0,24.0,7.0,,,,90.0,44.0,7.5,14.0,0.103798,1,,,,4.0,5.0,2.0,1.0,,,1.0,,1.0,0.0364,0.3732,,,1.0,,1.0,2.0,5.0,1.0,,,,,,,4.0,,,,3.0,1.0,
11407427,home,Genoa,Caleb Ekuban,caleb-ekuban,C. Ekuban,F,18,182,842,M,309156,EUR,764380800,F,18,18,True,9.0,4.0,,,2.0,2.0,2.0,7.0,,,,,45.0,17.0,6.3,10.0,0.00211196,0,,,1.0,6.0,1.0,1.0,,,,,,,,,,,2.0,,3.0,,,,2.0,,,,,,1.0,,,,,,
11407427,home,Genoa,Koni De Winter,de-winter-koni,K. De Winter,D,5,191,3255,M,1001828,EUR,1023840000,D,4,4,True,14.0,11.0,1.0,,7.0,7.0,4.0,7.0,3.0,,,,36.0,20.0,6.8,4.0,0.00094141,0,,,1.0,2.0,3.0,,,1.0,2.0,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,1.0,,
