match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_unsuccessfulTouch,stat_bigChanceCreated,captain,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_totalContest,stat_wonContest,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goalAssist,stat_goals,stat_hitWoodwork,stat_errorLeadToAShot
10438111,home,Vizela,Fabijan Buntić,,,fabijan-buntic,F. Buntić,G,97,194,2915,M,827377,EUR,856742400,G,97,97,False,10.0,9.0,3.0,2.0,9.0,10.0,1.0,1.0,2.0,5.0,1.0,2.0,90.0,19.0,6.3,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438111,home,Vizela,Igor Julião,,,igor-juliao,I. Julião,D,2,175,73,M,243579,EUR,777600000,D,14,14,False,55.0,48.0,6.0,4.0,26.0,28.0,,2.0,1.0,4.0,,,90.0,72.0,6.7,8.0,0,22.0,27.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10438111,home,Vizela,Anderson,,,anderson,Anderson,D,3,185,60,M,922629,EUR,794102400,D,5,5,False,75.0,66.0,5.0,3.0,55.0,58.0,6.0,11.0,4.0,6.0,,,90.0,89.0,7.1,11.0,0,11.0,17.0,2.0,2.0,,1.0,3.0,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,
10438111,home,Vizela,Ivanildo Fernandes,,,ivanildo-fernandes,I. Fernandes,D,14,193,63,M,806515,EUR,827798400,D,4,4,False,65.0,57.0,9.0,6.0,40.0,41.0,4.0,4.0,9.0,8.0,,,90.0,76.0,6.8,9.0,0,17.0,24.0,2.0,5.0,1.0,1.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
10438111,home,Vizela,Kiki Afonso,,,kiki-afonso,K. Afonso,D,24,181,59,M,324345,EUR,787017600,D,24,24,False,62.0,49.0,9.0,5.0,28.0,30.0,3.0,6.0,1.0,4.0,,,90.0,83.0,6.9,15.0,2,22.0,35.0,1.0,3.0,1.0,4.0,1.0,,2.0,1.0,,1.0,,,True,3.0,1.0,2.0,1.0,,,,,,,,,,
10438111,home,Vizela,Claudemir,,,claudemir,Claudemir,M,,185,38,M,34257,EUR,575424000,M,6,6,False,57.0,52.0,4.0,1.0,35.0,36.0,1.0,2.0,,4.0,,,45.0,61.0,6.4,6.0,0,17.0,21.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
10438111,home,Vizela,Raphael Guzzo,,,raphael-guzzo,R. Guzzo,M,14,180,92,M,190151,EUR,789350400,M,8,8,False,94.0,84.0,9.0,4.0,40.0,43.0,2.0,6.0,,6.0,,,90.0,116.0,6.9,18.0,0,45.0,57.0,,3.0,2.0,,3.0,1.0,,,,1.0,2.0,,,6.0,1.0,,,2.0,1.0,,,,,,,,
10438111,home,Vizela,Alex Méndez,,,alex-mendez,A. Méndez,M,19,178,126,M,985125,EUR,968198400,M,19,19,False,40.0,33.0,2.0,2.0,17.0,20.0,1.0,8.0,,5.0,,,77.0,57.0,6.9,12.0,0,17.0,22.0,3.0,6.0,1.0,,5.0,2.0,,1.0,,,3.0,,,2.0,1.0,,,2.0,2.0,1.0,,,,,,,
10438111,home,Vizela,Samu,,,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,46.0,37.0,5.0,,19.0,22.0,1.0,2.0,1.0,3.0,,,65.0,63.0,6.5,16.0,1,21.0,30.0,,5.0,1.0,1.0,1.0,1.0,,2.0,,,2.0,,,6.0,3.0,1.0,,1.0,,1.0,,,,,,,
10438111,home,Vizela,Kiko Bondoso,,,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,M,10,10,False,18.0,13.0,,,3.0,3.0,1.0,6.0,,4.0,,,65.0,33.0,6.7,11.0,2,10.0,16.0,1.0,2.0,1.0,,,,5.0,,1.0,,4.0,,,1.0,,,,,,,1.0,1.0,,,,,
10438111,home,Vizela,Friday Etim,Friday Etim,,friday-etim,F. Etim,F,25,186,186,M,1172464,EUR,1021939200,F,90,90,False,13.0,9.0,,,1.0,1.0,3.0,4.0,,1.0,,,85.0,29.0,6.1,10.0,3,8.0,12.0,1.0,3.0,,2.0,,,1.0,3.0,2.0,,5.0,1.0,,,,2.0,,,,1.0,1.0,,2.0,,,,
10438111,home,Vizela,Kévin Zohi,,,kevin-zohi,K. Zohi,F,9,177,150,M,891793,EUR,850953600,F,22,22,True,16.0,15.0,,,4.0,4.0,1.0,6.0,,2.0,,,45.0,31.0,7.5,6.0,1,11.0,13.0,,2.0,,,,,3.0,1.0,3.0,,3.0,1.0,,1.0,,1.0,,3.0,2.0,,,,1.0,1.0,,,
10438111,home,Vizela,Matías Lacava,,,matias-lacava,M. Lacava,F,36,167,825,M,1016029,EUR,1034208000,F,17,17,True,8.0,8.0,1.0,1.0,5.0,5.0,,,,3.0,,,25.0,13.0,7.2,3.0,2,3.0,4.0,,,,,,,,,,,2.0,,,1.0,,,,,,,1.0,1.0,,,1.0,,
10438111,home,Vizela,Alexander Schmidt,,,alexander-schmidt,A. Schmidt,F,10,193,80,M,842499,EUR,885168000,F,11,11,True,7.0,6.0,1.0,,1.0,1.0,2.0,4.0,1.0,1.0,,,25.0,13.0,6.8,1.0,2,5.0,6.0,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,
10438111,home,Vizela,Osama Rashid,,,osama-rashid,O. Rashid,M,20,180,711,M,786038,EUR,695260800,M,23,23,True,11.0,10.0,4.0,3.0,6.0,6.0,,1.0,,3.0,,,13.0,18.0,7.1,4.0,2,5.0,8.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,,3.0,1.0,,,,,,1.0,1.0,,,,,
10438111,home,Vizela,Matheus Pereira,,,matheus-pereira,M. Pereira,M,3,172,198,M,1016898,EUR,977356800,D,16,16,True,4.0,4.0,,,,,,,,2.0,,,12.0,7.0,6.4,2.0,0,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
10438111,home,Vizela,Luiz Felipe,,,luis-felipe,L. Felipe,G,,197,35,M,928228,EUR,861840000,G,13,13,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438111,home,Vizela,Mohamed Aidara,,,mohamed-aidara,M. Aidara,D,45,186,19,M,913162,EUR,847238400,D,25,25,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438111,home,Vizela,Tomás Silva,,,tomas-silva,Tomás,D,10,172,134,M,1176102,EUR,939945600,M,82,82,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
