match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_wasFouled,stat_outfielderBlock,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_goalAssist,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_aerialLost,stat_blockedScoringAttempt,stat_interceptionWon,captain,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_clearanceOffLine,stat_errorLeadToAGoal
11450045,home,Pendikspor,Erdem Canpolat,Erdem Canpolat,,erdem-canpolat,E. Canpolat,G,1,194,88,M,1066726,EUR,987120000,G,1,1,False,28.0,15.0,20.0,7.0,10.0,14.0,5.0,14.0,2.0,3.0,4.0,6.0,1.0,1.0,3.0,4.0,2.0,90.0,42.0,7.1,13.0,0.00197019,0,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450045,home,Pendikspor,Gökcan Kaya,,,gokcan-kaya,G. Kaya,M,58,180,19,M,342437,EUR,807753600,D,58,58,False,28.0,25.0,1.0,1.0,6.0,6.0,19.0,23.0,,,,3.0,,,,,,88.0,40.0,6.7,9.0,0.0940993,3,,1.0,3.0,2.0,1.0,3.0,4.0,0.2258,0.2291,,,,,,,,,,,,,,,,,,,,,
11450045,home,Pendikspor,Alpaslan Öztürk,,,alpaslan-ozturk,A. Öztürk,D,33,184,46,M,148857,EUR,742780800,D,33,33,False,38.0,24.0,8.0,1.0,14.0,16.0,10.0,22.0,2.0,5.0,,3.0,,,,,,90.0,43.0,6.1,14.0,0.00466022,1,,,,,,,,0.0169,,1.0,3.0,,,,,,,,,,,,,,,,,,,
11450045,home,Pendikspor,Welinton,,,welinton,Welinton,D,,181,86,M,76529,EUR,608169600,D,23,23,False,31.0,28.0,7.0,5.0,15.0,16.0,13.0,15.0,1.0,2.0,1.0,3.0,1.0,,,,,58.0,37.0,5.8,4.0,0.00743842,1,,,3.0,,,1.0,1.0,0.2412,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
11450045,home,Pendikspor,Nuno Sequeira,,,nuno-sequeira,N. Sequeira,D,6,184,51,M,170117,EUR,651024000,D,6,6,False,36.0,26.0,10.0,3.0,6.0,9.0,25.0,38.0,2.0,9.0,2.0,2.0,6.0,,,,,90.0,68.0,7.3,16.0,0.27914,0,,11.0,2.0,1.0,,,,,,,2.0,,3.0,,1.0,1.0,5.0,3.0,,,,,,,,,,,,
11450045,home,Pendikspor,Badou Ndiaye,,,badou-ndiaye,B. Ndiaye,M,,180,427,M,228342,EUR,656985600,M,5,5,False,29.0,27.0,1.0,1.0,8.0,8.0,19.0,22.0,,6.0,2.0,,1.0,,,,,90.0,52.0,7.0,11.0,0.0525353,2,,1.0,5.0,2.0,2.0,2.0,6.0,0.54,0.6098,,3.0,,1.0,,1.0,,,3.0,2.0,2.0,1.0,,,,,,,,,
11450045,home,Pendikspor,Arnaud Lusamba,,,arnaud-lusamba,A. Lusamba,M,11,180,284,M,361342,EUR,852336000,M,66,66,False,41.0,35.0,3.0,2.0,15.0,16.0,20.0,25.0,,4.0,,9.0,3.0,,,,,90.0,55.0,7.1,8.0,0.0231819,1,,,3.0,,1.0,,1.0,0.0483,,,,1.0,2.0,,1.0,,,3.0,1.0,1.0,,2.0,1.0,1.0,,,,,,
11450045,home,Pendikspor,Halil Akbunar,,,halil-akbunar,H. Akbunar,M,77,170,140,M,217782,EUR,752803200,M,11,11,False,13.0,13.0,,,1.0,1.0,12.0,14.0,,1.0,1.0,,,,,,,63.0,18.0,6.5,3.0,0.09775,0,,2.0,5.0,,,,1.0,,,,1.0,,,,,,,,,,,5.0,,,True,,,,,
11450045,home,Pendikspor,Fredrik Midtsjø,,,fredrik-midtsjo,F. Midtsjø,M,,176,251,M,98198,EUR,745027200,M,18,18,False,27.0,22.0,1.0,1.0,4.0,4.0,19.0,27.0,,2.0,,6.0,1.0,,,,,71.0,38.0,7.6,11.0,0.460988,2,,4.0,6.0,2.0,2.0,1.0,1.0,0.19,0.9334,,1.0,,1.0,,1.0,,1.0,3.0,,,,1.0,1.0,,,1.0,1.0,,,
11450045,home,Pendikspor,Mame Thiam,,,mame-thiam,M. Thiam,F,17,185,1076,M,180981,EUR,718588800,M,27,27,False,31.0,25.0,1.0,,2.0,3.0,23.0,30.0,3.0,5.0,1.0,2.0,2.0,,,,,88.0,44.0,7.7,10.0,0.0600179,3,,2.0,2.0,,,1.0,1.0,0.1552,0.2256,,,,2.0,,1.0,,,1.0,,,,2.0,2.0,,,,1.0,,,
11450045,home,Pendikspor,Umut Nayir,,,mehmet-umut-nayir,U. Nayir,F,18,191,738,M,284767,EUR,741225600,F,17,17,False,15.0,10.0,1.0,1.0,2.0,3.0,9.0,13.0,2.0,3.0,,2.0,,,,,,71.0,23.0,6.9,7.0,0.0437889,1,,1.0,4.0,,,1.0,1.0,0.0686,0.0586,,2.0,1.0,,,,,1.0,,1.0,,,3.0,,,,,,,,
11450045,home,Pendikspor,Murat Akça,,,murat-akca,M. Akça,D,,184,7,M,39551,EUR,647827200,D,13,13,True,20.0,15.0,2.0,1.0,10.0,10.0,5.0,10.0,2.0,2.0,,4.0,,,,,,27.0,24.0,6.8,8.0,0.0125323,0,,,2.0,,,,1.0,,,,,,,,,,,1.0,,,,2.0,,1.0,,,,,,
11450045,home,Pendikspor,Erdem Özgenç,,,erdem-ozgenc,E. Özgenç,D,22,177,9,M,60332,EUR,461980800,D,22,22,True,14.0,12.0,2.0,1.0,4.0,5.0,8.0,9.0,,,,,,,,,,19.0,17.0,6.3,2.0,0.00884397,2,,,,,,,,0.0392,,1.0,,,,,,,,,,,,,1.0,,,,,,,
11450045,home,Pendikspor,Erencan Yardımcı,,,erencan-yardimci,E. Yardımcı,F,9,186,691,M,989168,EUR,1012780800,F,99,99,True,8.0,5.0,,,1.0,1.0,4.0,7.0,2.0,2.0,,,,,,,,19.0,10.0,6.6,4.0,0.0420315,0,,,3.0,,,,1.0,,,,,,,,1.0,,,,,,,2.0,,,,,,,,
11450045,home,Pendikspor,Leandro Kappel,,,leandro-kappel,L. Kappel,F,,183,48,M,136269,EUR,627004800,F,7,7,True,2.0,2.0,,,,,2.0,3.0,,,,,,,,,,9.0,3.0,6.6,1.0,0.0114225,0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11450045,home,Pendikspor,Abdoulay Diaby,,,abdoulay-diaby,A. Diaby,F,23,173,494,M,115718,EUR,674784000,F,21,21,True,4.0,4.0,,,1.0,1.0,3.0,3.0,,,,,,,,,,9.0,6.0,6.6,1.0,0.00435564,1,,,,,,,,0.0261,,1.0,,,,1.0,,,,,,,,,,,,,,,,
11450045,home,Pendikspor,Burak Öğür,,,burak-ogur,B. Öğür,G,35,189,7,M,847060,EUR,622080000,G,35,35,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450045,home,Pendikspor,Joher Khadim Rassoul,Joher,Khadim Rassoul,joher-khadim-rassoul,J. K. Rassoul,D,89,187,111,M,800344,EUR,820368000,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450045,home,Pendikspor,Emre Taşdemir,,,emre-tasdemir,E. Taşdemir,D,33,176,74,M,190191,EUR,807840000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450045,home,Pendikspor,Emeka Eze,,,emeka-eze,E. Eze,F,90,185,146,M,877235,EUR,843696000,F,90,90,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450045,away,Başakşehir FK,Muhammed Şengezer,,,muhammed-sengezer,M. Şengezer,G,16,185,464,M,827418,EUR,852422400,G,16,16,False,38.0,25.0,20.0,7.0,21.0,23.0,4.0,15.0,,,,9.0,,2.0,5.0,6.0,,90.0,52.0,7.7,13.0,0.0176712,0,0.0565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450045,away,Başakşehir FK,Ömer Ali Şahiner,,,omer-ali-sahiner,Ö. A. Şahiner,D,42,175,88,M,103912,EUR,694310400,D,42,42,False,41.0,34.0,11.0,7.0,11.0,11.0,23.0,31.0,,,2.0,3.0,,,,,,90.0,56.0,6.7,12.0,0.0190847,0,,1.0,5.0,,1.0,,2.0,,,,,,,,2.0,,,2.0,1.0,,,1.0,,1.0,True,,,1.0,,
11450045,away,Başakşehir FK,Léo Duarte,,,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,40.0,37.0,,,26.0,28.0,11.0,12.0,1.0,2.0,6.0,3.0,1.0,,,,,90.0,57.0,6.9,6.0,0.0046457,0,,,9.0,,1.0,,1.0,,,,,5.0,,,3.0,,,,,,,6.0,,,,,,,,
11450045,away,Başakşehir FK,Jerome Opoku,,,opoku-jerome,J. Opoku,D,3,194,1395,M,920514,EUR,908323200,D,3,3,False,49.0,45.0,1.0,1.0,27.0,29.0,18.0,20.0,5.0,5.0,4.0,2.0,,,,,,90.0,59.0,6.7,5.0,0.00832186,1,,,3.0,1.0,1.0,,,0.053,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
11450045,away,Başakşehir FK,Léo Dubois,,,leo-dubois,L. Dubois,D,,178,587,M,552680,EUR,779500800,D,15,15,False,37.0,30.0,2.0,,11.0,12.0,19.0,26.0,2.0,3.0,1.0,5.0,,,,,,79.0,46.0,6.4,11.0,0.0759024,0,,1.0,1.0,,,,2.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,1.0
11450045,away,Başakşehir FK,Berkay Özcan,,,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,10,10,False,24.0,20.0,1.0,,7.0,9.0,13.0,15.0,1.0,2.0,3.0,2.0,,,,,,90.0,37.0,6.5,11.0,0.0270906,2,,,3.0,,1.0,,3.0,0.0771,,,,,,,1.0,,,,1.0,1.0,,1.0,2.0,,,,,,,
11450045,away,Başakşehir FK,Olivier Kemen,,,olivier-kemen,O. Kemen,M,8,177,827,M,280447,EUR,837820800,M,20,20,False,34.0,28.0,5.0,3.0,12.0,13.0,16.0,21.0,2.0,3.0,,3.0,,,,,,79.0,37.0,6.6,6.0,0.0207229,0,,,2.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,
