match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_wasFouled,stat_outfielderBlock,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_goalAssist,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_aerialLost,stat_blockedScoringAttempt,stat_interceptionWon,captain,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_clearanceOffLine,stat_errorLeadToAGoal
11450045,away,Başakşehir FK,Deniz Türüç,,,deniz-turuc,D. Türüç,M,9,175,292,M,252207,EUR,728265600,M,23,23,False,31.0,26.0,2.0,1.0,7.0,8.0,21.0,28.0,,4.0,3.0,3.0,1.0,,,,,90.0,52.0,6.8,12.0,0.34506,1,,5.0,8.0,1.0,4.0,,,0.0081,,1.0,1.0,,1.0,,2.0,,2.0,2.0,2.0,2.0,,2.0,,1.0,,1.0,,,,
11450045,away,Başakşehir FK,Dimitrios Pelkas,,,dimitrios-pelkas,D. Pelkas,M,10,175,1186,M,139304,EUR,751593600,M,14,14,False,29.0,19.0,1.0,,4.0,4.0,15.0,25.0,1.0,5.0,2.0,1.0,2.0,,,,,89.0,43.0,8.9,12.0,0.363129,3,,,2.0,,2.0,2.0,,0.4185,0.6266,1.0,1.0,,1.0,,,2.0,,3.0,1.0,1.0,,,,1.0,,2.0,1.0,1.0,,
11450045,away,Başakşehir FK,Davidson,,,davidson,Davidson,M,,177,353,M,814334,EUR,668131200,M,11,11,False,19.0,12.0,1.0,,3.0,5.0,9.0,15.0,1.0,7.0,1.0,5.0,3.0,,,,,84.0,38.0,7.2,11.0,0.0133886,3,,1.0,1.0,,2.0,1.0,2.0,0.3259,0.314,1.0,1.0,,1.0,,1.0,,,,,2.0,1.0,,1.0,2.0,,,,,,
11450045,away,Başakşehir FK,João Figueiredo,,,joao-figueiredo,J. Figueiredo,F,25,179,1278,M,841012,EUR,833155200,F,25,25,False,17.0,12.0,1.0,,4.0,4.0,8.0,13.0,2.0,3.0,,1.0,,,,,,89.0,28.0,8.0,9.0,0.245268,3,,,6.0,,1.0,2.0,2.0,0.8592,1.4987,1.0,2.0,,,,2.0,,,1.0,1.0,,1.0,2.0,,,,,2.0,1.0,,
11450045,away,Başakşehir FK,Lucas Lima,,,lucas-lima,L. Lima,D,3,178,140,M,248529,EUR,687052800,D,6,6,True,10.0,8.0,3.0,1.0,3.0,4.0,5.0,6.0,,1.0,,2.0,,,,,,11.0,14.0,6.9,4.0,0.0124859,1,,,1.0,,1.0,,1.0,0.0264,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,
11450045,away,Başakşehir FK,Emirhan İlkhan,,,emirhan-ilkhan,E. İlkhan,M,6,175,987,M,1142612,EUR,1086048000,M,26,26,True,4.0,4.0,,,1.0,1.0,3.0,3.0,,,,1.0,,,,,,11.0,6.0,6.9,,0.0178955,1,,,,,,1.0,,0.0285,0.4004,,,,,,,,,1.0,,,,,,,,,,,,
11450045,away,Başakşehir FK,Souza,,,souza,Souza,M,5,188,541,M,119035,EUR,603158400,M,89,89,True,1.0,1.0,,,1.0,1.0,,,2.0,3.0,1.0,,,,,,,13.0,4.0,6.5,,1.278e-05,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11450045,away,Başakşehir FK,Onur Ergün,,,onur-ergun,O. Ergün,M,4,185,45,M,893009,EUR,721785600,M,4,4,True,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,8.0,2.0,6.5,,0.00339049,0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,
11450045,away,Başakşehir FK,Philippe Keny,,,philippe-keny,P. P. Keny,F,19,186,355,M,988909,EUR,926985600,F,17,17,True,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,8.0,3.0,6.7,1.0,0.00065958,1,,,2.0,,,1.0,,0.0977,0.4193,,,,,,,,,,1.0,,,1.0,,,,,,,,
11450045,away,Başakşehir FK,Volkan Babacan,,,volkan-babacan,V. Babacan,G,1,192,197,M,30143,EUR,587260800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450045,away,Başakşehir FK,Mahmut Tekdemir,,,mahmut-tekdemir,M. Tekdemir,D,,178,50,M,43666,EUR,569721600,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450045,away,Başakşehir FK,Hamza Güreler,Hamza Güreler,,hamza-gureler,H. Güreler,D,15,192,199,M,1562294,EUR,1144627200,D,65,65,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450045,away,Başakşehir FK,Mehdi Abeid,,,mehdi-abeid,M. Abeid,M,,180,913,M,73056,EUR,713059200,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450045,away,Başakşehir FK,Danijel Aleksić,,,danijel-aleksic,D. Aleksić,M,9,182,137,M,45377,EUR,672969600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
