match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_wasFouled,captain,stat_totalCross,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goodHighClaim,stat_totalOffside
11391305,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,60.0,44.0,26.0,11.0,41.0,50.0,3.0,10.0,1.0,7.0,1.0,3.0,90.0,65.0,7.3,16.0,0.0007808,0,0.1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391305,home,Stade de Reims,Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,24,24,False,62.0,55.0,11.0,7.0,26.0,27.0,29.0,35.0,,5.0,,,90.0,83.0,7.1,13.0,0.0408861,0,,1.0,6.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
11391305,home,Stade de Reims,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193,662,M,985933,EUR,864604800,D,2,2,False,79.0,68.0,15.0,10.0,43.0,43.0,25.0,36.0,4.0,9.0,,,83.0,91.0,7.3,12.0,0.0150995,0,,4.0,5.0,8.0,,,,,1.0,,2.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,
11391305,home,Stade de Reims,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,65.0,61.0,3.0,2.0,33.0,34.0,28.0,32.0,2.0,5.0,,,90.0,78.0,7.4,6.0,0.0275035,1,,1.0,1.0,3.0,1.0,,,,,1.0,2.0,1.0,,,,,True,1.0,1.0,0.0261,2.0,,,,,,,,,
11391305,home,Stade de Reims,Reda Khadra,,,reda-khadra,R. Khadra,M,30,175,253,M,995671,EUR,994204800,M,14,14,False,21.0,15.0,1.0,1.0,4.0,4.0,11.0,22.0,,5.0,,,90.0,42.0,7.0,17.0,0.0527104,1,,,6.0,3.0,,2.0,4.0,1.0,1.0,,2.0,2.0,1.0,1.0,,,,5.0,,0.0255,1.0,1.0,0.0382,,,,,,,
11391305,home,Stade de Reims,Amir Richardson,Amir Richardson,,amir-richardson,A. Richardson,M,25,195,11630,M,1121333,EUR,1011830400,M,8,8,False,43.0,39.0,3.0,2.0,17.0,17.0,22.0,27.0,1.0,4.0,,,72.0,59.0,6.9,12.0,0.0344568,0,,,6.0,4.0,,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,,,,,ami2r,,,,,,
11391305,home,Stade de Reims,Valentin Atangana Edoa,Valentin Atangana Edoa,,atangana-edoa-valentin,V. A. Edoa,M,6,173,1036,M,1154611,EUR,1124928000,M,6,6,False,18.0,15.0,,,9.0,10.0,6.0,8.0,,,,,63.0,28.0,6.8,6.0,0.00276622,1,,1.0,4.0,5.0,,2.0,1.0,,,1.0,3.0,2.0,,1.0,,1.0,,,,0.0374,,1.0,0.0433,,,,,,,
11391305,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,False,24.0,19.0,1.0,1.0,8.0,10.0,11.0,15.0,1.0,7.0,,,90.0,38.0,7.0,8.0,0.0107739,2,,1.0,4.0,8.0,,,1.0,1.0,1.0,,6.0,1.0,1.0,2.0,2.0,,,1.0,2.0,0.1602,,,,,1.0,,,,,
11391305,home,Stade de Reims,Sergio Akieme,,,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,M,18,18,False,18.0,11.0,5.0,1.0,4.0,9.0,7.0,9.0,,5.0,,,64.0,29.0,6.6,8.0,0.00999476,0,,1.0,4.0,5.0,,1.0,,,,1.0,1.0,1.0,,3.0,,3.0,,,,,,,,,,,,,,
11391305,home,Stade de Reims,Oumar Diakité,,,oumar-diakite,O. Diakité,F,10,181,8439,M,1188191,EUR,1071878400,F,22,22,False,20.0,17.0,,,3.0,3.0,14.0,17.0,,4.0,,,90.0,37.0,6.5,10.0,0.0335622,1,,,9.0,3.0,2.0,3.0,2.0,,,1.0,1.0,,2.0,1.0,1.0,2.0,,,,0.0332,1.0,1.0,0.1997,cheick_diakite,,,,,,
11391305,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,F,7,7,False,29.0,22.0,2.0,1.0,6.0,8.0,18.0,26.0,,1.0,,,90.0,51.0,7.5,14.0,0.154746,1,,,4.0,4.0,,1.0,3.0,1.0,,,2.0,2.0,1.0,,1.0,1.0,,5.0,,0.0398,3.0,,,ItouJky,,2.0,1.0,1.0,,
11391305,home,Stade de Reims,Keito Nakamura,,,keito-nakamura,K. Nakamura,M,17,180,3846,M,905352,EUR,964742400,F,17,17,True,11.0,10.0,1.0,1.0,2.0,2.0,8.0,9.0,,2.0,,,27.0,12.0,6.8,1.0,0.0433346,0,,,3.0,1.0,,,,,,,1.0,,,1.0,2.0,,,,,,2.0,,,,,,,,,
11391305,home,Stade de Reims,Thibault De Smet,,,thibault-de-smet,T. D. Smet,D,28,182,215,M,844744,EUR,897004800,D,25,25,True,14.0,9.0,1.0,,4.0,4.0,5.0,10.0,,1.0,,,26.0,21.0,6.8,5.0,0.00442418,1,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,0.0424,,,,,,,,1.0,,
