match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_ownGoals,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_totalClearance,captain,stat_unsuccessfulTouch,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_penaltyConceded,stat_errorLeadToAShot,stat_dispossessed,stat_lastManTackle,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_totalCross,stat_bigChanceCreated,stat_accurateCross,stat_blockedScoringAttempt,stat_penaltyWon,player_sofascoreId,stat_totalOffside,stat_penaltyMiss
14131959,home,FC Arouca,Nico Mantl,,,nico-mantl,N. Mantl,G,58,193,162,M,888592,EUR,949795200,G,58,58,False,23.0,13.0,18.0,8.0,0.0,6.0,8.0,7.0,15.0,6.0,1.0,3.0,1.0,4.0,90.0,31.0,6.7,10.0,0.00061881,7.4800336816921,2.0,4.095,2.1,0.7296,0,-2.334,0.01,-0.01,-0.94,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131959,home,FC Arouca,Tiago Esgaio,,,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,22.0,11.0,4.0,,0.0,11.0,15.0,,7.0,3.0,,,,,90.0,32.0,5.3,13.0,6.383e-05,34.110168718748,5.0,9.765,7.56,,0,,-0.1,0.0,-0.72,,4.0,3.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131959,home,FC Arouca,Boris Popović,,,boris-popovic,B. Popović,D,5,189,112,M,902050,EUR,951523200,D,5,5,False,21.0,15.0,8.0,3.0,0.0,14.0,16.0,1.0,5.0,,,,,,90.0,27.0,5.8,6.0,0.00067706,23.179015957876,4.0,12.81,5.985,,0,,0.03,0.02,-0.69,,,1.0,,3.0,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131959,home,FC Arouca,Jose Fontán,,,jose-fontan,J. Fontán,D,3,182,67,M,964609,EUR,950227200,D,3,3,False,2.0,1.0,1.0,,0.0,1.0,1.0,,1.0,,,,,,15.0,5.0,3.0,1.0,9.05e-06,,,,,,0,,0.0,,0.21,,,,1.0,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131959,home,FC Arouca,Arnau Solà,,,arnau-sola,A. Solà,D,16,179,86,M,997025,EUR,1049414400,D,16,16,False,2.0,,,,0.0,,2.0,,,,,,,,20.0,2.0,6.6,2.0,,3.5912728941143,1.0,-3.045,-3.045,,0,,-0.02,-0.03,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131959,home,FC Arouca,David Simão,,,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,8,8,False,9.0,5.0,2.0,,0.0,3.0,4.0,2.0,5.0,2.0,,,,,45.0,17.0,6.2,5.0,0.00052701,14.535796642154,2.0,-9.975,-4.305,,0,,0.0,0.05,-0.08,,1.0,1.0,2.0,2.0,,1.0,2.0,,1.0,1.0,1.0,,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14131959,home,FC Arouca,Taichi Fukui,,,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,False,15.0,12.0,1.0,1.0,0.0,8.0,8.0,4.0,7.0,2.0,,,,,90.0,26.0,6.3,4.0,0.00244604,65.754789860273,6.0,29.295,26.67,,2,,0.0,0.03,-0.24,,,,4.0,3.0,2.0,,2.0,1.0,1.0,2.0,1.0,2.0,,,2.0,1.0,1.0,0.0257,1.0,-0.04,,,,,,,,,,,,,,,,,,,
14131959,home,FC Arouca,Alex Pinto,,,pinto-alex,A. Pinto,D,78,187,68,M,1034711,EUR,899856000,M,78,78,False,2.0,1.0,,,0.0,1.0,2.0,,,2.0,1.0,,,,45.0,8.0,5.2,1.0,2.575e-05,4.0491511456106,1.0,3.675,3.675,,0,,-0.01,-0.01,-0.97,,,,2.0,1.0,,,,1.0,2.0,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
14131959,home,FC Arouca,Hyun-ju Lee,,,hyun-ju-lee,H. Lee,M,14,172,709,M,1191120,EUR,1044576000,M,14,14,False,7.0,7.0,,,0.0,6.0,6.0,1.0,1.0,2.0,,,,,45.0,9.0,6.3,1.0,0.00023909,22.54188323145,5.0,-8.4,3.255,,0,,-0.02,0.02,-0.27,,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
14131959,home,FC Arouca,Naïs Djouahra,,,nais-djouahra,N. Djouahra,M,7,172,601,M,955133,EUR,943315200,M,7,7,False,10.0,7.0,1.0,,0.0,6.0,8.0,1.0,2.0,4.0,,,,,90.0,19.0,6.1,5.0,0.00015243,57.480929230844,7.0,15.12,21.42,,0,,-0.03,0.06,-0.18,,,,3.0,,,,2.0,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
