match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,player_firstName,player_lastName,stat_wasFouled,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_totalOffside,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
14064469,home,Olympique de Marseille,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13363,M,gerorulli,128383,EUR,706320000,G,1,1,False,46.0,45.0,5.0,4.0,0.0,44.0,44.0,1.0,2.0,12.0,2.0,1.0,90.0,57.0,6.6,1.0,0.00045353,42.043638262358,7.0,19.53,11.655,-0.0001,0,-0.1708,0.09,0.01,-0.02,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064469,home,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,leobalerdi5,928236,EUR,917308800,D,5,5,False,74.0,65.0,7.0,2.0,0.0,53.0,57.0,12.0,17.0,6.0,,,90.0,89.0,6.6,11.0,0.00341137,196.97934619596,20.0,87.885,42.945,,0,,0.05,0.19,0.13,,True,1.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,76.664974917509,2.0,,,,,,,,,,,,,,,,,,,
14064469,home,Olympique de Marseille,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,21,188,25735,M,nayefaguard,877102,EUR,828144000,D,21,21,False,83.0,80.0,3.0,1.0,0.0,72.0,73.0,8.0,10.0,2.0,,,74.0,91.0,7.3,3.0,0.00332151,253.17372428677,32.0,99.96,16.485,,0,,0.13,0.15,0.2,,,,,1.0,4.0,1.0,,,,3.0,,1.0,3.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
14064469,home,Olympique de Marseille,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,,860307,EUR,927849600,D,32,32,False,85.0,74.0,13.0,5.0,0.0,58.0,62.0,16.0,23.0,6.0,,,90.0,98.0,6.8,12.0,0.0108979,156.76433918412,26.0,110.88,14.07,,0,,0.22,0.1,-0.15,,,,,2.0,3.0,1.0,,,,3.0,,2.0,2.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
14064469,home,Olympique de Marseille,Timothy Weah,weah-timothy,T. Weah,M,22,185,11671,M,timothyweah,855810,EUR,951177600,M,22,22,False,35.0,27.0,1.0,,1.0,16.0,20.0,11.0,15.0,3.0,,,90.0,54.0,7.2,11.0,0.325368,121.91680303721,16.0,-7.875,7.245,,0,,0.3,-0.45,0.15,,,1.0,,2.0,5.0,,1.0,2.0,2.0,3.0,,,1.0,1.0,,10.574276145439,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,
14064469,home,Olympique de Marseille,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,hojbjerg23,149593,EUR,807580800,M,23,23,False,62.0,55.0,3.0,,1.0,44.0,46.0,11.0,16.0,3.0,,,90.0,80.0,6.8,11.0,0.0093331,154.13463441712,19.0,53.025,13.965,,2,,-0.06,0.11,0.17,,,,1.0,5.0,5.0,1.0,3.0,,,6.0,,,,,1.0,,,,,4.0,,,2.0,1.0,1.0,0.0782,-0.06,,,,,,,,,
14064469,home,Olympique de Marseille,Quinten Timber,quinten-timber,Q. Timber,M,27,177,8480,M,,959805,EUR,992736000,M,27,27,False,41.0,36.0,1.0,1.0,0.0,18.0,18.0,18.0,23.0,3.0,,,74.0,54.0,6.8,8.0,0.0274981,102.05873077144,16.0,59.535,13.755,,0,,-0.2,0.33,-0.01,,,1.0,,4.0,5.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,14.091260589458,1.0,,,2.0,2.0,,,,,,,,,,,,,,,
14064469,home,Olympique de Marseille,Igor Paixão,igor-paixao,I. Paixão,F,14,168,12542,M,,981815,EUR,962150400,M,14,14,False,17.0,14.0,1.0,1.0,1.0,4.0,5.0,10.0,12.0,2.0,,,90.0,36.0,6.7,8.0,0.0341234,79.169456203856,7.0,21.735,23.835,,1,,0.2,0.09,-0.17,,,,1.0,7.0,6.0,2.0,1.0,3.0,1.0,1.0,,3.0,3.0,1.0,2.0,41.454053562221,2.0,,,2.0,2.0,,1.0,1.0,,0.0117,-0.11,1.0,,,,,,,,
14064469,home,Olympique de Marseille,Ethan Nwaneri,ethan-nwaneri,E. Nwaneri,M,11,176,28926,M,ethan_nwaneri,1401702,EUR,1174435200,F,11,11,False,28.0,25.0,1.0,1.0,0.0,11.0,11.0,14.0,17.0,2.0,,,58.0,41.0,8.1,9.0,0.0242804,184.51709830169,18.0,89.25,31.71,,2,,0.16,0.3,-0.01,,,,,3.0,4.0,,2.0,3.0,3.0,,,,,,1.0,82.061920874045,3.0,,,1.0,3.0,,,,,0.173,0.52,,1.0,2.0,1.0,1.0283,,,,
14064469,home,Olympique de Marseille,Hamed Junior Traorè,hamed-junior-traore,H. J. Traorè,M,20,177,3127,M,,892924,EUR,950659200,F,20,20,False,27.0,25.0,1.0,,0.0,14.0,15.0,11.0,12.0,4.0,,,74.0,34.0,6.4,7.0,0.0401732,139.38826295242,13.0,35.595,29.61,,0,,-0.17,0.14,0.15,,,1.0,,4.0,2.0,,1.0,2.0,1.0,,,,,,1.0,30.02321428495,1.0,,,1.0,1.0,,1.0,,,,,,2.0,,,,,,,
14064469,home,Olympique de Marseille,Amine Gouiri,amine-gouiri,A. Gouiri,F,9,180,26883,M,amine_gouiri,859026,EUR,950659200,F,9,9,False,15.0,15.0,,,0.0,5.0,5.0,10.0,10.0,1.0,,,80.0,34.0,8.7,10.0,0.0693043,116.80387272331,12.0,64.68,28.77,,4,,0.06,0.5,-0.03,,,,,9.0,2.0,1.0,1.0,5.0,1.0,,,,1.0,1.0,3.0,74.455686101865,3.0,,,,4.0,,1.0,,1.0,0.6867,0.95,,2.0,3.0,2.0,1.4641,1.0,,,
14064469,home,Olympique de Marseille,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181,65939,M,MGreenwood,942116,EUR,1001894400,F,10,10,True,20.0,16.0,2.0,2.0,0.0,8.0,9.0,8.0,11.0,,,,32.0,24.0,6.9,5.0,0.031309,115.07274526367,12.0,54.075,21.735,,1,,-0.06,0.3,-0.01,,,,,,2.0,,,2.0,2.0,,,,,,,47.90218453633,3.0,,,,,,2.0,,1.0,0.0497,0.01,,,,,,,,,
14064469,home,Olympique de Marseille,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186,10877,M,benpavard21,787505,EUR,827971200,D,28,28,True,8.0,8.0,1.0,1.0,0.0,8.0,8.0,,,,,,16.0,9.0,6.4,,9.978e-05,14.926013649594,3.0,7.56,5.88,,0,,0.03,0.01,-0.15,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14064469,home,Olympique de Marseille,Matt O'Riley,matt-oriley,M. O'Riley,M,33,187,5045,M,,891829,EUR,974764800,M,17,17,True,7.0,6.0,,,0.0,6.0,6.0,,1.0,1.0,,,16.0,11.0,6.5,1.0,5.954e-05,,,,,,0,,0.05,,-0.01,,,,,2.0,2.0,,,,,1.0,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
14064469,home,Olympique de Marseille,Darryl Bakola,darryl-bakola,D. Bakola,M,50,178,1351,M,,1823916,EUR,1196380800,M,50,50,True,5.0,3.0,,,0.0,2.0,2.0,1.0,3.0,1.0,,,16.0,9.0,6.2,5.0,0.00660454,29.310018947682,5.0,-7.245,5.67,,0,,-0.08,-0.38,-0.06,,,,1.0,4.0,2.0,,1.0,1.0,,,,,,,2.0,,,Darryl Bakola,,1.0,1.0,,1.0,,,,,,,,,,,,,
14064469,home,Olympique de Marseille,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,P. Aubameyang,F,17,187,49773,M,Auba,51498,EUR,614131200,F,97,97,True,3.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,,,10.0,3.0,6.4,,0.00091144,11.271371212058,1.0,10.185,10.185,,0,,0.0,0.1,-0.01,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
14064469,home,Olympique de Marseille,Jeffrey de Lange,jeffrey-de-lange,J. de Lange,G,12,188,614,M,,803034,EUR,891388800,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064469,home,Olympique de Marseille,Amir Murillo,michael-murillo,A. Murillo,D,62,183,3561,M,,839493,EUR,823996800,D,62,62,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064469,home,Olympique de Marseille,Conrad Jaden Egan-Riley,cj-egan-riley,C. Egan-Riley,D,4,183,1100,M,,1131448,EUR,1041465600,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064469,home,Olympique de Marseille,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4706,M,arthurvermeeren,1149127,EUR,1107734400,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Arthur Vermeeren,,,,,,,,,,,,,,,,,,
14064469,away,RC Lens,Robin Risser,robin-risser,R. Risser,G,40,193,833,M,,1387161,EUR,1101945600,G,40,40,False,19.0,16.0,5.0,2.0,0.0,15.0,17.0,1.0,2.0,5.0,1.0,2.0,90.0,25.0,6.1,3.0,0.0002124,34.394751195402,7.0,22.47,5.25,0.3685,0,-0.5075,0.04,-0.01,-0.26,0.26,,,,,,,,,,,,,,,,,,Robin Risser,,,,,,,,,,,,,,,,1.0,1.0,
14064469,away,RC Lens,Ismaelo Ganiou,ganiou-pierre,I. Ganiou,D,25,185,4755,M,,1408080,EUR,1110758400,D,25,25,False,50.0,43.0,3.0,1.0,0.0,24.0,27.0,19.0,23.0,5.0,,,90.0,61.0,6.6,8.0,0.0078617,113.97735285596,12.0,49.455,23.94,,0,,0.1,0.09,-0.26,,,1.0,1.0,1.0,5.0,,,1.0,1.0,2.0,1.0,,1.0,1.0,,26.157507526521,1.0,,,2.0,1.0,,,,,,,,,,,,,,,
14064469,away,RC Lens,Malang Sarr,malang-sarr,M. Sarr,D,20,182,2159,M,,826203,EUR,917049600,D,20,20,False,69.0,63.0,5.0,2.0,0.0,49.0,50.0,14.0,19.0,9.0,,,90.0,84.0,7.0,6.0,0.0048476,183.08717814069,25.0,56.805,10.815,,0,,0.19,0.09,-0.34,,,,,2.0,9.0,2.0,,,,,,3.0,5.0,5.0,,,,,,4.0,,,,,,,,,,,,,,,,
14064469,away,RC Lens,Matthieu Udol,matthieu-udol,M. Udol,D,14,178,453,M,,787827,EUR,827280000,D,14,14,False,57.0,51.0,2.0,1.0,0.0,28.0,30.0,23.0,27.0,3.0,,,90.0,65.0,5.9,9.0,0.187334,162.92763855615,18.0,70.98,19.11,,0,,0.25,0.09,-0.58,,,,,5.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,
