match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_fouls,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wonTackle,stat_penaltyMiss,stat_dispossessed,stat_goals,captain,stat_bigChanceCreated,stat_wasFouled,stat_penaltyWon,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_goalAssist
10407447,home,KV Mechelen,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187,159,M,794989,EUR,910051200,G,1,1,False,27.0,14.0,20.0,7.0,8.0,9.0,6.0,18.0,1.0,7.0,1.0,1.0,1.0,90.0,34.0,6.4,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407447,home,KV Mechelen,Sandy Walsh,sandy-walsh,S. Walsh,D,14,185,7764,M,163199,EUR,795139200,D,5,5,False,23.0,12.0,3.0,,8.0,13.0,4.0,11.0,2.0,8.0,,,,90.0,43.0,6.8,17.0,2,,,sandywalsh,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10407447,home,KV Mechelen,David Bates,david-bates,D. Bates,D,4,193,94,M,839675,EUR,844473600,D,27,27,False,23.0,21.0,3.0,1.0,18.0,19.0,3.0,4.0,5.0,5.0,,,,63.0,31.0,6.0,2.0,0,,,,,1.0,1.0,,,,1.0,,,,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10407447,home,KV Mechelen,Jordi Vanlerberghe,jordi-vanlerberghe,J. Vanlerberghe,D,30,189,143,M,284727,EUR,835833600,D,30,30,False,38.0,30.0,11.0,4.0,25.0,28.0,5.0,10.0,7.0,7.0,,,,90.0,62.0,7.5,9.0,1,,,,,1.0,9.0,1.0,1.0,,6.0,6.0,1.0,,,2.0,1.0,,2.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,
10407447,home,KV Mechelen,Boli Bolingoli,boli-bolingoli,B. Bolingoli,D,5,180,130,M,333301,EUR,804556800,D,21,21,False,46.0,36.0,4.0,,15.0,22.0,21.0,26.0,3.0,8.0,,,,90.0,73.0,6.3,17.0,0,,,,2.0,3.0,5.0,,,,2.0,2.0,,,2.0,6.0,,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,
10407447,home,KV Mechelen,Samuel Oum Gouet,samuel-oum-gouet,S. O. Gouet,M,,185,123,M,898405,EUR,882057600,M,17,17,False,33.0,25.0,2.0,1.0,15.0,16.0,10.0,18.0,2.0,5.0,,,,59.0,43.0,7.0,9.0,0,,,,1.0,1.0,3.0,,,,2.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
10407447,home,KV Mechelen,Alessio Da Cruz,alessio-da-cruz,A. D. Cruz,F,77,184,274,M,780206,EUR,853545600,M,22,22,False,19.0,13.0,1.0,1.0,9.0,14.0,4.0,5.0,1.0,1.0,,,,59.0,23.0,7.2,6.0,1,,,,,2.0,3.0,,1.0,,,1.0,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,
10407447,home,KV Mechelen,Rob Schoofs,rob-schoofs,R. Schoofs,M,17,179,196,M,133164,EUR,764380800,M,16,16,False,47.0,36.0,10.0,5.0,15.0,15.0,21.0,34.0,2.0,5.0,,,,90.0,66.0,7.6,15.0,1,,,,2.0,,8.0,,1.0,,1.0,1.0,1.0,1.0,1.0,4.0,,,2.0,1.0,1.0,1.0,,1.0,,True,1.0,6.0,1.0,,,,,,,,,
10407447,home,KV Mechelen,Geoffry Hairemans,geoffry-hairemans,G. Hairemans,F,11,184,137,M,58917,EUR,688003200,F,7,7,False,47.0,30.0,4.0,1.0,11.0,13.0,22.0,41.0,1.0,3.0,,,,84.0,67.0,7.6,22.0,2,,,,7.0,5.0,5.0,,,1.0,2.0,,,3.0,3.0,6.0,,2.0,1.0,,,,,,,,1.0,,,3.0,1.0,,,,,,,
10407447,home,KV Mechelen,Julien Ngoy,julien-ngoy,J. Ngoy,F,7,185,143,M,848680,EUR,878428800,F,9,9,False,16.0,12.0,1.0,1.0,2.0,2.0,10.0,15.0,1.0,4.0,,,,90.0,36.0,6.6,11.0,5,,,,1.0,1.0,5.0,2.0,3.0,1.0,,,,1.0,1.0,7.0,,,,5.0,2.0,,,3.0,1.0,,,2.0,,,1.0,1.0,,,,,,
