match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_wonContest,stat_interceptionWon,stat_wonTackle,stat_ownGoals,player_firstName,player_lastName,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_goals,stat_hitWoodwork,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox
11768329,home,Charlton Athletic,Charlie Kirk,charlie-kirk,C. Kirk,M,40,185.0,256,M,830869,EUR,882921600.0,F,14,14,False,26.0,23.0,,,7.0,9.0,19.0,20.0,1.0,3.0,,,,,61.0,36.0,6.7,3.0,3,3.0,3.0,,,,1.0,1.0,2.0,,,,,,3.0,,1.0,,,,Charlie,Kirk,,,,,,1.0,,,2.0,
11768329,home,Charlton Athletic,Tennai Watson,tennai-watson,T. Watson,D,27,183.0,29,M,838703,EUR,857433600.0,D,18,18,True,14.0,12.0,2.0,,4.0,4.0,8.0,11.0,,,,,,,29.0,18.0,6.7,3.0,0,1.0,,,1.0,,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
11768329,home,Charlton Athletic,Nathan Asiimwe,nathan-asiimwe,N. Asiimwe,M,2,183.0,79,M,1432094,EUR,1104278400.0,D,32,32,True,18.0,14.0,1.0,,5.0,6.0,10.0,15.0,,1.0,,,,,29.0,30.0,6.7,9.0,0,3.0,1.0,2.0,,4.0,,,,,,,,2.0,1.0,,,1.0,,,Nathan Asiimwe,,,,,,,,,,,
11768329,home,Charlton Athletic,Alfie May,alfie-may,A. May,F,26,176.0,378,M,336633,EUR,741571200.0,F,9,9,True,12.0,8.0,2.0,1.0,4.0,4.0,5.0,9.0,,3.0,,,,,29.0,17.0,6.7,5.0,1,1.0,1.0,,,2.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,
11768329,home,Charlton Athletic,Louie Watson,louie-watson,L. Watson,M,27,180.0,46,M,994593,EUR,991872000.0,M,25,25,True,19.0,16.0,2.0,1.0,8.0,8.0,8.0,11.0,,3.0,,,,,16.0,23.0,6.7,5.0,0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
11768329,home,Charlton Athletic,Miles Leaburn,miles-leaburn,M. Leaburn,F,11,196.0,174,M,1391785,EUR,1069977600.0,F,11,11,True,6.0,4.0,,,,,4.0,6.0,,2.0,,,,,16.0,13.0,7.0,4.0,3,,,1.0,,4.0,1.0,2.0,1.0,,,1.0,,2.0,,,1.0,,,,,,,,,,,2.0,,,,
11768329,home,Charlton Athletic,Ashley Maynard Brewer,ashley-maynard-brewer,A. M. Brewer,G,1,187.0,62,M,906179,EUR,930268800.0,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11768329,home,Charlton Athletic,Michael Hector,michael-hector,M. Hector,D,3,193.0,165,M,147142,EUR,711504000.0,D,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Michael,Hector,,,,,,,,,,
11768329,home,Charlton Athletic,George Dobson,george-dobson,G. Dobson,M,15,180.0,141,M,788240,EUR,879552000.0,M,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11768329,home,Charlton Athletic,Corey Blackett-Taylor,corey-blackett-taylor,C. Taylor,F,35,170.0,133,M,817573,EUR,874972800.0,F,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11768329,away,Cray Valley Paper Mills,Sam Freeman,sam-freeman,S. Freeman,G,1,,1,M,1592914,EUR,654998400.0,G,1,1,False,28.0,11.0,23.0,6.0,5.0,7.0,6.0,21.0,,4.0,5.0,,,,90.0,33.0,7.3,17.0,0,,,,,1.0,,,,,,,,,,1.0,,,,,Sam Freeman,,,,,,,,,,,2.0
11768329,away,Cray Valley Paper Mills,Barney Williams,barney-williams,B. Williams,D,,,1,M,294257,EUR,797472000.0,D,2,2,False,21.0,16.0,4.0,2.0,6.0,7.0,12.0,19.0,7.0,4.0,,,,,90.0,53.0,7.5,10.0,0,5.0,2.0,,2.0,1.0,6.0,1.0,,1.0,2.0,,1.0,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,
11768329,away,Cray Valley Paper Mills,Cem Tumkaya,cem-tumkaya,C. Tumkaya,M,6,,1,M,1088163,EUR,,D,6,6,False,27.0,18.0,7.0,1.0,12.0,14.0,6.0,13.0,3.0,2.0,,,,,90.0,37.0,6.7,9.0,0,,,1.0,,2.0,3.0,,,1.0,3.0,,,,,1.0,,2.0,1.0,,Cem Tumkaya,,,,,,,,,,,
11768329,away,Cray Valley Paper Mills,Arthur Lee,arthur-lee,A. Lee,D,4,,1,M,1088045,EUR,708566400.0,D,4,4,False,33.0,18.0,14.0,3.0,12.0,13.0,6.0,20.0,5.0,4.0,,,,,90.0,42.0,6.7,15.0,0,,,1.0,4.0,1.0,4.0,,,2.0,,,,,,,,,,,Arthur Lee,,,,,,True,,,,,
11768329,away,Cray Valley Paper Mills,Clement Asiedu,clement-asiedu,C. Asiedu,D,19,,1,M,1592887,EUR,,D,19,19,False,22.0,10.0,4.0,2.0,5.0,10.0,6.0,16.0,4.0,4.0,,,,,90.0,49.0,6.9,21.0,0,4.0,1.0,1.0,1.0,4.0,3.0,,,2.0,2.0,,,1.0,,2.0,,,2.0,,Clement Asiedu,,,,,,,,,,,
11768329,away,Cray Valley Paper Mills,Hassan Ibrahim,hassan-ibrahim,H. Ibrahim,M,18,,6,M,1088854,EUR,,M,18,18,False,29.0,20.0,4.0,1.0,9.0,14.0,11.0,16.0,1.0,9.0,,,,,90.0,44.0,6.6,13.0,0,1.0,,2.0,1.0,6.0,8.0,,,,2.0,2.0,5.0,2.0,,1.0,,,1.0,,Hassan Ibrahim,,,1.0,,,,,,,,
11768329,away,Cray Valley Paper Mills,Sonny Black,sonny-black,S. Black,M,8,,1,M,1592916,EUR,835142400.0,M,8,8,False,28.0,20.0,4.0,,8.0,11.0,12.0,17.0,,8.0,,,,,90.0,44.0,7.0,10.0,3,,,,5.0,4.0,8.0,,2.0,,2.0,2.0,1.0,2.0,,2.0,,2.0,2.0,,Sonny Black,,,,,1.0,,,,,,
11768329,away,Cray Valley Paper Mills,Matthew Vigor,matthew-vigor,M. Vigor,M,,184.0,2,M,1390353,EUR,1088467200.0,M,16,16,False,17.0,11.0,2.0,1.0,5.0,5.0,6.0,12.0,1.0,6.0,,,,,71.0,30.0,6.6,9.0,0,,,2.0,1.0,6.0,4.0,2.0,,,3.0,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,
11768329,away,Cray Valley Paper Mills,Michael Ademiluyi,michael-ademiluyi,M. Ademiluyi,D,11,,2,M,1156309,EUR,,F,11,11,False,21.0,14.0,,,4.0,4.0,10.0,17.0,2.0,3.0,,,,,90.0,37.0,7.1,11.0,2,,,,1.0,1.0,6.0,,,,2.0,4.0,3.0,1.0,,1.0,,,2.0,,Michael Ademiluyi,,,,,2.0,,,,,,
11768329,away,Cray Valley Paper Mills,Freddie Parker,freddie-parker,F. Parker,F,9,,2,M,1580798,EUR,985305600.0,F,9,9,False,6.0,3.0,,,1.0,1.0,2.0,5.0,,1.0,,,,,71.0,12.0,6.5,5.0,0,,,3.0,1.0,5.0,2.0,2.0,,,,1.0,,,,1.0,1.0,,,,Freddie Parker,,,,,,,,,,,
11768329,away,Cray Valley Paper Mills,Kyrell Lisbie,kyrell-lisbie,K. Lisbie,M,17,,209,M,1490087,EUR,1070236800.0,F,17,17,False,11.0,6.0,1.0,,1.0,1.0,5.0,11.0,,5.0,,,,,62.0,26.0,6.8,11.0,1,1.0,,2.0,,6.0,2.0,1.0,,1.0,,3.0,2.0,1.0,1.0,2.0,,,,,,,,1.0,,1.0,,,,,,
11768329,away,Cray Valley Paper Mills,Denzel Gayle,denzel-gayle,D. Gayle,M,7,,1,M,1088197,EUR,,M,7,7,True,2.0,1.0,,,1.0,2.0,1.0,2.0,,2.0,,,,,28.0,11.0,6.5,4.0,0,2.0,1.0,1.0,,2.0,,,,,,,,,,,,1.0,,,Denzel Gayle,,,1.0,,,,,,,,
11768329,away,Cray Valley Paper Mills,Julien Anau,julien-anau,J. Anau,M,,190.0,1,M,1592901,EUR,773625600.0,M,12,12,True,9.0,5.0,1.0,,1.0,2.0,4.0,7.0,,4.0,,,,,19.0,15.0,6.5,6.0,1,,,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,Julien Anau,,,,,,,,,,,
11768329,away,Cray Valley Paper Mills,Adam Coombes,adam-coombes,A. Coombes,F,,185.0,1,,140942,EUR,677289600.0,F,10,10,True,10.0,6.0,,,,,6.0,10.0,,1.0,,,,,19.0,18.0,7.1,8.0,1,,,1.0,2.0,1.0,3.0,,,,,4.0,1.0,,2.0,,,,,,,,,,,,,1.0,,,,
11768329,away,Cray Valley Paper Mills,Aidan Wicks,aidan-wicks,A. Wicks,G,25,,1,M,1593984,EUR,,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Aidan Wicks,,,,,,,,,,,
11768329,away,Cray Valley Paper Mills,Max Ovenden,max-ovenden,M. Ovenden,G,13,,0,M,1592906,EUR,,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Max Ovenden,,,,,,,,,,,
11768329,away,Cray Valley Paper Mills,Thomas Chambers,thomas-chambers,T. Chambers,D,3,,1,M,1592918,EUR,,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Thomas Chambers,,,,,,,,,,,
11768329,away,Cray Valley Paper Mills,Calvin Ekpiteta,calvin-ekpiteta,C. Ekpiteta,M,15,173.0,2,M,1592885,EUR,832809600.0,F,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Calvin Ekpiteta,,,,,,,,,,,
11768329,away,Cray Valley Paper Mills,Malachy Turner,malachy-turner,M. Turner,M,22,,1,M,1593986,EUR,,M,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Malachy Turner,,,,,,,,,,,
11768329,away,Cray Valley Paper Mills,Dexter Gilchrist,dexter-gilchrist,D. Gilchrist,M,21,,1,M,1593985,EUR,,M,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Dexter Gilchrist,,,,,,,,,,,
