match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_totalOffside,stat_challengeLost,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_errorLeadToAGoal,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_blockedScoringAttempt,stat_dispossessed,player_firstName,player_lastName,player_sofascoreId,stat_shotOffTarget,stat_accurateCross,stat_savedShotsFromInsideTheBox,stat_ownGoals,stat_goals
12504391,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,62.0,40.0,28.0,7.0,0.0,35.0,38.0,5.0,24.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,90.0,69.0,6.4,22.0,0.00182404,0,-0.4376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504391,home,Torino,Sebastian Walukiewicz,sebastian-walukiewicz,S. Walukiewicz,D,6,188,2252,M,886243,EUR,954892800,D,4,4,False,35.0,29.0,4.0,3.0,0.0,13.0,15.0,16.0,24.0,5.0,3.0,3.0,,,,,,90.0,55.0,6.6,13.0,0.0085831,0,,4.0,4.0,2.0,6.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12504391,home,Torino,Guillermo Maripán,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,13,13,False,62.0,54.0,8.0,4.0,0.0,40.0,44.0,14.0,18.0,4.0,3.0,6.0,,,,,,90.0,74.0,6.9,11.0,0.00327364,0,,,5.0,3.0,7.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
12504391,home,Torino,Saúl Coco,saul-coco,S. Coco,D,23,188,1248,M,1089453,EUR,918518400,D,23,23,False,62.0,53.0,1.0,,0.0,39.0,43.0,14.0,20.0,2.0,,8.0,,,,,,90.0,65.0,5.9,10.0,0.00662233,0,,1.0,2.0,,4.0,1.0,1.0,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,
12504391,home,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180,1014,M,233826,EUR,827625600,M,20,20,False,39.0,32.0,1.0,1.0,0.0,16.0,16.0,16.0,28.0,3.0,,5.0,2.0,,,,,71.0,55.0,7.0,15.0,0.0339398,1,,5.0,1.0,,2.0,1.0,,,1.0,,,,,,2.0,,,1.0,0.0276,0.0123,1.0,,,,,,,,,,,
12504391,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4118,M,930189,EUR,998352000,M,28,28,False,45.0,41.0,6.0,2.0,0.0,18.0,20.0,23.0,26.0,4.0,2.0,5.0,2.0,,,,,90.0,59.0,6.6,8.0,0.0119067,1,,1.0,1.0,,4.0,2.0,1.0,,1.0,,,,,1.0,2.0,2.0,,,0.0347,,,True,1.0,,,,,,,,,
12504391,home,Torino,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182,371,M,139235,EUR,760320000,M,61,61,False,20.0,18.0,2.0,2.0,0.0,10.0,10.0,8.0,10.0,,,4.0,,,,,,30.0,23.0,6.6,3.0,0.0012204,0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
12504391,home,Torino,Borna Sosa,borna-sosa,B. Sosa,M,24,187,3741,M,357584,EUR,885340800,M,24,24,False,33.0,22.0,6.0,1.0,0.0,11.0,15.0,11.0,20.0,3.0,1.0,7.0,,,,,,71.0,52.0,6.9,16.0,0.124279,1,,2.0,3.0,,4.0,,,2.0,3.0,,,1.0,,3.0,2.0,1.0,,,0.1927,,,,,,,,BornaSosa,1.0,,,,
12504391,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,F,10,10,False,33.0,28.0,1.0,1.0,0.0,5.0,6.0,23.0,27.0,9.0,,2.0,3.0,,,,,85.0,48.0,7.7,8.0,0.215942,3,,,1.0,3.0,4.0,2.0,2.0,1.0,1.0,,1.0,,,,2.0,1.0,,2.0,0.1648,0.4734,1.0,,1.0,1.0,,,niksivlasic_,,,,,
12504391,home,Torino,Yann Karamoh,yann-karamoh,Y. Karamoh,F,75,185,1024,M,802149,EUR,899856000,F,7,7,False,19.0,17.0,,,0.0,4.0,4.0,13.0,15.0,3.0,1.0,1.0,,,,,,71.0,39.0,6.6,12.0,0.153256,1,,,,,8.0,3.0,1.0,,2.0,,,,,1.0,1.0,,,,0.0537,,2.0,,,6.0,,,,1.0,,,,
