match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_fouls,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_hitWoodwork,player_sofascoreId,stat_clearanceOffLine,stat_totalOffside
12441707,home,FC Groningen,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,34.0,15.0,26.0,7.0,0.0,9.0,13.0,6.0,21.0,7.0,1.0,1.0,1.0,1.0,90.0,35.0,6.2,19.0,0.0042451,0,-1.0832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441707,home,FC Groningen,Marco Rente,marco-rente,M. Rente,D,5,185,163,M,827103,EUR,856828800,D,5,5,False,49.0,36.0,6.0,4.0,0.0,19.0,24.0,17.0,28.0,5.0,,,,,90.0,78.0,7.5,18.0,0.0183638,1,,,,3.0,3.0,7.0,3.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,0.2616,1.0,,,,,,,,,,,,,,,
12441707,home,FC Groningen,Hjalmar Ekdal,hjalmar-ekdal,H. Ekdal,D,18,187,547,M,875360,EUR,908928000,D,4,4,False,63.0,54.0,8.0,3.0,0.0,37.0,41.0,17.0,22.0,3.0,,,,,90.0,74.0,6.2,11.0,0.00855412,0,,,,,5.0,4.0,11.0,5.0,1.0,,,,3.0,2.0,1.0,,1.0,,,,2.0,3.0,,,,,,,,,,,,,
12441707,home,FC Groningen,Thijmen Blokzijl,thijmen-blokzijl,T. Blokzijl,D,3,181,296,M,1121401,EUR,1109289600,D,3,3,False,72.0,69.0,9.0,8.0,0.0,39.0,42.0,30.0,30.0,8.0,,,,,90.0,85.0,7.9,3.0,0.0140069,1,,Thijmen Blokzijl,,,4.0,,4.0,2.0,,,,1.0,6.0,1.0,1.0,1.0,,1.0,0.947,1.0,,,1.0,1.0,0.9926,,,,,,,,,,
12441707,home,FC Groningen,Wouter Prins,wouter-prins,W. Prins,D,2,173,77,M,1481249,EUR,1076025600,D,2,2,False,22.0,16.0,4.0,,0.0,10.0,12.0,6.0,11.0,3.0,,,,,73.0,36.0,6.2,11.0,0.0026202,0,,,,1.0,1.0,1.0,5.0,1.0,1.0,,,,5.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,
12441707,home,FC Groningen,Leandro Bacuna,leandro-bacuna,L. Bacuna,D,8,187,435,M,74545,EUR,682732800,M,7,7,False,38.0,28.0,4.0,1.0,0.0,9.0,11.0,21.0,31.0,3.0,,,,,86.0,52.0,6.5,15.0,0.197141,0,,,,4.0,1.0,,4.0,1.0,2.0,,,,1.0,2.0,1.0,,1.0,,,2.0,,1.0,,,,True,2.0,,,,,,,,
12441707,home,FC Groningen,Stije Resink,stije-resink,S. Resink,M,6,186,608,M,1090328,EUR,1053993600,M,6,6,False,47.0,36.0,6.0,1.0,1.0,18.0,24.0,19.0,24.0,5.0,,,,,90.0,70.0,7.7,15.0,0.292215,5,,Stije Resink,,1.0,2.0,2.0,7.0,9.0,3.0,2.0,,1.0,,2.0,3.0,3.0,2.0,2.0,0.3451,1.0,1.0,4.0,,1.0,0.0162,,1.0,1.0,3.0,1.0,,,,,
12441707,home,FC Groningen,Dave Kwakman,dave-kwakman,D. Kwakman,M,23,186,255,M,1146002,EUR,1091836800,M,16,16,False,22.0,16.0,1.0,1.0,0.0,4.0,4.0,12.0,20.0,3.0,,,,,73.0,36.0,6.6,13.0,0.0103601,0,,,,2.0,,3.0,7.0,9.0,4.0,1.0,,,,,4.0,2.0,1.0,1.0,,,,3.0,,,,,,,,,1.0,,,,
12441707,home,FC Groningen,Luciano Valente,luciano-valente,L. Valente,M,10,189,1455,M,1121400,EUR,1065225600,M,10,10,False,31.0,27.0,3.0,2.0,0.0,7.0,7.0,23.0,27.0,2.0,,,,,90.0,42.0,7.1,5.0,0.270465,2,,Luciano Valente,,3.0,,,2.0,3.0,2.0,2.0,,,,1.0,,,,1.0,0.0433,5.0,,1.0,,,,,3.0,,2.0,,1.0,1.0,,,
12441707,home,FC Groningen,Jorg Schreuders,jorg-schreuders,J. Schreuders,M,14,177,234,M,1424404,EUR,1094688000,M,14,14,False,18.0,17.0,3.0,3.0,0.0,5.0,5.0,12.0,13.0,1.0,,,,,80.0,26.0,6.5,5.0,0.0511478,2,,Jorg Schreuders,,,,,2.0,1.0,2.0,,,1.0,,,1.0,1.0,1.0,,0.0457,,,,,,0.0187,,,,,1.0,,,,,
