match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_interceptionWon,stat_challengeLost,stat_clearanceOffLine,stat_shotOffTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_goalAssist,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed
11067631,home,Cuiabá,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,1,1,False,True,19.0,17.0,6.0,4.0,15.0,15.0,2.0,4.0,1.0,1.0,1.0,7.0,3.0,2.0,4.0,1.0,90.0,31.0,7.9,2.0,0.0,0.0,0.00019328,0,1.1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067631,home,Cuiabá,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188,291,M,953736,EUR,923443200,D,2,2,False,,32.0,27.0,1.0,,17.0,21.0,10.0,12.0,,3.0,5.0,5.0,,,,,90.0,54.0,8.1,8.0,0.4903,0.8501,0.00918032,1,,,,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11067631,home,Cuiabá,Marllon,marllon,Marllon,D,3,184,365,M,221206,EUR,703382400,D,4,4,False,,31.0,31.0,1.0,1.0,24.0,24.0,7.0,7.0,2.0,2.0,6.0,4.0,,,,,90.0,40.0,7.0,,0.0,0.0,0.00283931,0,,,,,3.0,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,
11067631,home,Cuiabá,Alan Empereur,alan-empereur,A. Empereur,D,33,186,199,M,373740,EUR,763257600,D,33,33,False,,32.0,28.0,10.0,8.0,16.0,17.0,12.0,15.0,1.0,6.0,5.0,1.0,,,,,90.0,46.0,8.2,4.0,0.0,0.0,0.00883192,0,,,,,1.0,2.0,2.0,2.0,,,2.0,3.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,
11067631,home,Cuiabá,Rikelme,rikelme,Rikelme,D,16,184,260,M,1102383,EUR,1058313600,D,20,20,False,,15.0,11.0,1.0,,4.0,7.0,7.0,12.0,,3.0,1.0,2.0,,,,,74.0,36.0,6.6,12.0,0.1314,0.2046,0.00551957,5,,,,4.0,,5.0,,,1.0,,,3.0,2.0,2.0,,,3.0,,2.0,2.0,,,,,,,,,
11067631,home,Cuiabá,Fernando Sobral,fernando-sobral,F. Sobral,M,88,178,655,M,931479,EUR,787708800,M,88,88,False,,40.0,34.0,3.0,3.0,19.0,21.0,17.0,23.0,,9.0,2.0,7.0,,,,,90.0,62.0,7.9,11.0,0.0939,0.0673,0.0543442,2,,,,4.0,,2.0,2.0,2.0,1.0,,,6.0,4.0,,,,,,,1.0,2.0,2.0,1.0,1.0,,,,,
11067631,home,Cuiabá,Raniele,raniele,Raniele,M,14,184,6186,M,866392,EUR,851990400,M,14,14,False,,19.0,11.0,3.0,2.0,5.0,6.0,6.0,14.0,3.0,3.0,2.0,1.0,,,,,80.0,29.0,6.5,11.0,0.0554,0.0,0.00454469,3,,,,1.0,1.0,5.0,,,,,,,,2.0,,1.0,1.0,,3.0,,,1.0,1.0,,R14niele,,,,
11067631,home,Cuiabá,Pablo Ceppelini,pablo-ceppelini,P. Ceppelini,M,,181,476,M,146599,EUR,684547200,M,10,10,False,,28.0,24.0,4.0,1.0,7.0,8.0,17.0,32.0,,,1.0,1.0,,,,,70.0,44.0,7.0,16.0,0.0183,0.0835,0.0334118,1,,,,12.0,,3.0,,,1.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,
11067631,home,Cuiabá,Jonathan Cafú,jonathan-cafu,Jonathan Cafú,M,11,175,197,M,790103,EUR,679104000,F,7,7,False,,23.0,19.0,,,8.0,8.0,11.0,15.0,,7.0,1.0,3.0,,,,,70.0,39.0,6.9,10.0,0.0171,0.0,0.210669,1,,,,,,5.0,4.0,3.0,,,,3.0,1.0,1.0,1.0,,,,1.0,,,3.0,,1.0,,,,,
11067631,home,Cuiabá,Deyverson,deyverson,Deyverson,F,16,185,4460,M,270287,EUR,673660800,F,16,16,False,,18.0,13.0,,,4.0,4.0,9.0,16.0,5.0,7.0,1.0,4.0,,,,,90.0,32.0,7.9,11.0,0.9043,0.9099,0.0798557,1,,,,2.0,5.0,9.0,2.0,,1.0,1.0,,,,1.0,2.0,2.0,1.0,,,,,1.0,1.0,2.0,,1.0,1.0,,
